year,tout_DET an_NOUN,tout_DET camp_NOUN
1894,4.537108289071057e-08,1.8904617871129403e-09
1895,5.597311303340291e-08,3.611168697403855e-09
1896,4.00997970384509e-08,6.486731818355906e-09
1897,5.127507751723215e-08,0.0
1898,5.884688925039683e-08,3.3950129374460403e-09
1899,4.532614283903058e-08,2.7637891975018647e-09
1900,5.1391426669766815e-08,1.038210628578895e-09
1901,5.365189231776313e-08,5.588738916095792e-10
1902,4.4192553616539954e-08,5.4013122863239005e-09
1903,5.8322378038155875e-08,1.0800440541913758e-09
1904,7.524475087450355e-08,2.6873125946735854e-09
1905,5.47040444054403e-08,4.644683138099737e-09
1906,5.4013936157115694e-08,6.68743965759333e-09
1907,5.965698218757254e-08,6.1714118260169926e-09
1908,5.598983587873363e-08,2.9468334439286537e-09
1909,5.115914536446553e-08,0.0
1910,5.451033668890659e-08,1.068830135508847e-09
1911,4.9479480068725934e-08,6.916486494645824e-09
1912,5.7303632061689314e-08,7.81413189709923e-09
1913,4.719660712249052e-08,2.121195941118259e-09
1914,5.960101834290299e-08,0.0
1915,6.008188702111283e-08,0.0
1916,4.394984731703744e-08,0.0
1917,5.154219528957782e-08,8.773139548168274e-09
1918,5.628324206696789e-08,1.1486376294556067e-09
1919,6.077179848240633e-08,4.603924352863942e-09
1920,5.3762846174976175e-08,4.543339038320937e-09
1921,6.66401783200321e-08,1.2116395997630036e-08
1922,5.164554894854234e-08,4.426761179843197e-09
1923,8.386599104071024e-08,1.2739138188777588e-08
1924,8.89522118185937e-08,7.734974438733389e-09
1925,1.0888196300129493e-07,0.0
1926,7.133528434621894e-08,3.3438415369957397e-09
1927,7.469980900509654e-08,1.6723836981924478e-08
1928,9.9406560316595e-08,1.2568645235688791e-08
1929,8.689517105864297e-08,2.2280812750352652e-08
1930,8.192810962981412e-08,2.3107928015519974e-08
1931,6.38699964028433e-08,1.7108034988666532e-08
1932,6.356531168094648e-08,2.1919073223131136e-09
1933,6.42357074198685e-08,4.588264879146209e-09
1934,5.990790086229936e-08,9.585264137967897e-09
1935,5.0266792506192814e-08,4.787313656606784e-09
1936,6.426098586587159e-08,6.0623572828433225e-09
1937,4.5328025333191135e-08,5.0364472592434595e-09
1938,4.797129227185337e-08,6.482607117774819e-09
1939,4.894096239382861e-08,3.058810094103137e-09
1940,5.0715657451405605e-08,5.0715658339584024e-09
1941,4.7224043342453115e-08,0.0
1942,5.158160010232393e-08,9.102635090130207e-09
1943,4.935499942071431e-08,8.709705623388686e-09
1944,4.498460803858961e-08,9.639558484764166e-09
1945,6.7533628023142e-08,8.714016175304096e-09
1946,5.150808668474838e-08,5.568441707737293e-09
1947,6.079644165879472e-08,9.536696765621855e-09
1948,5.87081931957556e-08,5.435944139264848e-09
1949,6.970075883128146e-08,8.835307596655184e-09
1950,7.338399132805762e-08,8.508289184305795e-09
1951,4.904244743642039e-08,3.1984206394497505e-09
1952,5.061505825576518e-08,5.272402070488624e-09
1953,4.632745842503283e-08,4.30953106533849e-09
1954,4.202190417856855e-08,9.772536113672459e-09
1955,5.5375088070519496e-08,9.385607846468247e-10
1956,4.8838391997207964e-08,2.616342476002842e-09
1957,4.417518734145531e-08,4.417518795207798e-09
1958,3.722509600567747e-08,8.272243334772611e-09
1959,4.1854038901334434e-08,0.0
1960,3.668041603788197e-08,3.460416619915918e-09
1961,3.7520061002549454e-08,2.779263652552544e-09
1962,3.9320131595133034e-08,6.341956571009888e-09
1963,3.233026713012066e-08,3.2330265131719216e-09
1964,4.3804573079953e-08,1.8251904432275978e-09
1965,3.5021076982832966e-08,2.73602163147757e-09
1966,2.6587559043278475e-08,1.1078149508847446e-09
1967,4.7824256055317704e-08,7.888536712741256e-09
1968,3.27873352912178e-08,4.042274182047834e-09
1969,3.179230539940292e-08,3.6334062425424918e-09
1970,2.3913370506001286e-08,3.219107563845469e-09
1971,3.5454943092538826e-08,2.0553589941130213e-09
1972,3.385896840679692e-08,1.5390440033513642e-09
1973,2.3155456718715328e-08,4.410563025913916e-09
1974,2.5315072926801463e-08,5.06301445213353e-09
1975,2.341706872854843e-08,2.8557400888473694e-09
1976,3.713792601223176e-08,1.142705374768127e-09
1977,2.9971587101051966e-08,3.5260691033656144e-09
1978,2.5544542925359792e-08,1.1881182704343018e-09
1979,2.5163484851375983e-08,4.0963813452421505e-09
1980,2.2172088387506506e-08,4.548120546843393e-09
1981,2.150686922997025e-08,4.427884725544118e-09
1982,1.6760255627801257e-08,3.7245013739806154e-09
1983,1.957747897129991e-08,2.526126308133314e-09
1984,1.3337719650952096e-08,3.479405208395292e-09
1985,1.02264483547998e-08,1.2031116103372597e-09
1986,1.7983456945813714e-08,4.196139880008332e-09
1987,2.13878585952898e-08,1.8332450557601021e-09
1988,1.3792073927376691e-08,4.797243047249822e-09
1989,1.0427432250992297e-08,2.1952488715726304e-09
1990,7.628111586832631e-09,2.724325431913144e-09
1991,8.20605094986604e-09,3.5168792322792797e-09
1992,6.060938473329003e-09,4.958949750832886e-09
1993,1.1632335650268999e-08,4.431366051882435e-09
1994,1.8989735950381004e-08,4.2199412852994556e-09
1995,1.0844901865425527e-08,1.6267352465071383e-09
1996,1.0676184603042316e-08,2.135236876199542e-09
1997,6.233362936924891e-09,9.58978896292706e-10
1998,1.144350969539687e-08,6.198567881199324e-09
1999,1.416762326900134e-08,5.0272213059088244e-09
2000,1.1045078296412214e-08,7.510653543540968e-09
2001,7.448060113102173e-09,3.5049694258049158e-09
2002,7.448076710936391e-09,6.571832411594869e-09
2003,5.833692029444393e-09,2.9168460979889232e-09
2004,1.1452457482352685e-08,3.0833539332864035e-09
2005,8.557124120400772e-09,4.503749373441224e-09
2006,1.1118302611912156e-08,3.706100981659688e-09
2007,1.0385646564969875e-08,6.391167151065247e-09
2008,9.792111205220166e-09,5.108927669805752e-09
2009,1.0966842323156811e-08,2.384096253749135e-09
2010,4.2514138876015295e-09,3.77903447423833e-09
2011,7.64794394481072e-09,8.030341169806832e-09
2012,3.744677928851914e-09,1.7021263287730903e-09
2013,3.904775169871755e-09,3.0680375462388554e-09
2014,4.7639794331644225e-09,1.7323561751769745e-09
2015,6.649726325136385e-10,1.994917786518613e-09
2016,4.349813981230355e-09,2.2784739928116693e-09
2017,1.0062445598979508e-09,2.7671724911471074e-09
2018,5.421080029321956e-09,2.8396133222585718e-09
2019,5.101975730781305e-09,5.1019755087367e-10
