year,est_VERB assez_ADV,est_VERB cassé_ADJ
1973,1.895715104183182e-05,5.513203782392395e-10
1974,1.8455812096362934e-05,5.625571675160757e-10
1975,1.736118611006532e-05,5.711480177694739e-10
1976,1.7651940652285703e-05,1.7140580066410394e-09
1977,1.7526326701045036e-05,5.876781838942691e-10
1978,1.7200982256326824e-05,0.0
1979,1.657981010794174e-05,5.851973350345929e-10
1980,1.7057725926861167e-05,0.0
1981,1.6183917978196405e-05,6.325549528618524e-10
1982,1.6007907106541097e-05,3.1037510339615437e-09
1983,1.5961961253196932e-05,0.0
1984,1.54613171616802e-05,0.0
1985,1.4347707292472478e-05,0.0
1986,1.4675699276267551e-05,1.1988970927134801e-09
1987,1.4515634575218428e-05,1.8332451112712533e-09
1988,1.4102694876783062e-05,2.398621523624911e-09
1989,1.3443704119708855e-05,0.0
1990,1.3915309864387382e-05,2.179460389939436e-09
1991,1.341161896561971e-05,0.0
1992,1.3289434718899429e-05,1.1019888335184191e-09
1993,1.3456950910040177e-05,0.0
1994,1.2962077562406193e-05,5.274926606624319e-10
1995,1.3063226106169168e-05,0.0
1996,1.3044696061115246e-05,0.0
1997,1.2873332707385998e-05,0.0
1998,1.2906371921417303e-05,0.0
1999,1.3467925782606471e-05,0.0
2000,1.2765902283717878e-05,0.0
2001,1.3173866136639845e-05,0.0
2002,1.3240927728475071e-05,0.0
2003,1.3058303011348471e-05,1.6667691671301554e-09
2004,1.2938633517478593e-05,0.0
2005,1.3306778782862239e-05,0.0
2006,1.3272370779304765e-05,0.0
2007,1.3113077329762746e-05,3.994479469415779e-10
2008,1.3203171874920372e-05,8.514879357157668e-10
2009,1.2928953765367623e-05,9.53638501499654e-10
2010,1.2459949175536167e-05,4.723793023408973e-10
2011,1.3409904568106867e-05,0.0
2012,1.3247989954834338e-05,1.3617010852229328e-09
2013,1.1839278158731759e-05,0.0
2014,1.1744941730285063e-05,0.0
2015,1.2339231943769846e-05,2.2165753954528356e-10
2016,1.2913769751321524e-05,4.1426800878596737e-10
2017,1.115547820518259e-05,1.0062445321423752e-09
2018,1.1548707334441133e-05,0.0
2019,1.2178670658613555e-05,5.1019755087367e-10
