year,en_ADP art_NOUN,en_ADP gares_NOUN
1889,6.641044763000536e-07,1.8795409673089125e-09
1890,6.757572421633995e-07,6.554386366985909e-09
1891,7.272985200756921e-07,8.732681777701146e-08
1892,8.07384399337252e-07,1.817868522380195e-08
1893,8.917387077644889e-07,5.542574843531156e-09
1894,8.86626551732661e-07,1.449354058991048e-08
1895,8.925605605725195e-07,1.8055843487019274e-09
1896,1.0325697559210312e-06,1.0614652268259306e-08
1897,1.0447297391635857e-06,3.4960281336537946e-09
1898,1.0603756770422024e-06,3.168678830434146e-08
1899,9.557183062725016e-07,2.7637891975018647e-08
1900,1.077143508609879e-06,2.9589003247565415e-08
1901,9.802648186507668e-07,2.9620316865930363e-08
1902,1.0051350756157262e-06,4.6647695484125506e-08
1903,1.1864283351314953e-06,1.1664475607631175e-07
1904,1.1963915405033276e-06,3.7622376325430196e-09
1905,1.253032266390619e-06,1.0837593933388234e-08
1906,1.1188601689582356e-06,4.629765903985117e-09
1907,1.1509683268684512e-06,8.228549397415463e-09
1908,1.2754877047882474e-06,1.0313916831705683e-08
1909,1.3389394126761545e-06,3.025541062129378e-08
1910,1.2344987538881469e-06,6.947395991829808e-09
1911,1.2891266258918677e-06,5.3203743632934675e-09
1912,1.4065436957366728e-06,2.7609932118366487e-08
1913,1.456200919847106e-06,2.6514948014977335e-09
1914,1.4284154019605921e-06,1.6741859454327823e-08
1915,8.281875860660648e-07,4.123266705846618e-08
1916,1.1295111193021512e-06,2.6369908923129515e-08
1917,1.1646342876758808e-06,3.5092558192673096e-08
1918,1.202623650442547e-06,2.756730310693456e-08
1919,1.480621982352659e-06,1.2890987832747669e-08
1920,1.7787172410521634e-06,4.543339038320937e-09
1921,1.535753170855969e-06,1.060184651180407e-08
1922,1.690285010624848e-06,7.377935595798135e-09
1923,1.5531132007140513e-06,2.1231896241147297e-09
1924,1.5805131141632955e-06,2.578324886925998e-09
1925,1.452859351047664e-06,6.598906754362588e-09
1926,1.4512271810929178e-06,0.0
1927,1.5765004022227913e-06,5.574612327308159e-09
1928,1.5619398716637534e-06,9.14083297942625e-09
1929,1.3279364559082296e-06,8.912325100141061e-09
1930,1.3287059026367842e-06,1.05036033204442e-08
1931,1.2374812570215e-06,7.983749661377715e-09
1932,1.0203328280056212e-06,3.287861094491973e-09
1933,1.2457138822696834e-06,8.02946331646126e-09
1934,1.0028582657639618e-06,1.3179738189705859e-08
1935,1.18845058949546e-06,2.393656828303392e-08
1936,1.0851619407503676e-06,5.092380206406233e-08
1937,1.1344597474760576e-06,2.0145789036973838e-08
1938,1.1318632360257652e-06,2.5930428915188486e-09
1939,9.925838426738665e-07,1.5294050470515685e-09
1940,9.357038877055857e-07,1.5214697057785997e-08
1941,1.4167212469828883e-06,0.0
1942,1.225821534944771e-06,1.2136847082899749e-08
1943,1.1903264542922898e-06,0.0
1944,1.1374679331765947e-06,6.4263723231761105e-09
1945,1.4225631375097691e-06,8.714016175304096e-09
1946,1.3238969991391514e-06,1.3921104269343232e-08
1947,1.391165618258583e-06,8.344609447874518e-09
1948,1.3133240273077718e-06,9.784699273041042e-09
1949,1.2585404540743639e-06,8.835307596655184e-09
1950,1.1039505167786956e-06,6.381216888229346e-09
1951,1.1610266525963198e-06,1.0661401539380222e-08
1952,1.1198581582050338e-06,1.0544804140977249e-08
1953,1.0515255262077972e-06,9.69644453618912e-09
1954,1.300724580488577e-06,1.9545072227344917e-09
1955,1.2773812763100523e-06,1.0324168187025862e-08
1956,1.3317183018557444e-06,8.72114158667614e-10
1957,1.03369938386777e-06,1.3252556385623393e-08
1958,1.0174859284006743e-06,2.4816730892496253e-09
1959,1.1137824067475321e-06,9.300897829689347e-09
1960,1.0035208433123444e-06,5.536666680683311e-09
1961,1.0102623697605395e-06,5.55852741612739e-09
1962,1.0527647802405227e-06,3.805173953708163e-09
1963,1.2725192561902077e-06,6.466053470433053e-09
1964,1.0665196583659053e-06,5.475571551727398e-09
1965,1.329159285745618e-06,4.924839203113152e-09
1966,1.118893070639615e-06,3.3234448526542337e-09
1967,1.0669246464090065e-06,3.944268467392931e-09
1968,1.8221673983020992e-06,3.5931326802796093e-09
1969,1.1640525485745457e-06,4.087581828571274e-09
1970,1.3313308500073617e-06,3.219107425067591e-09
1971,1.4998982180713938e-06,1.1818314327172175e-08
1972,1.1804468265097512e-06,7.69522046084603e-09
1973,1.2057376821417165e-06,1.102640756478479e-09
1974,9.659106261494799e-07,3.3753431161187564e-09
1975,1.1057425517435604e-06,3.4268881066168433e-09
1976,1.086712789089006e-06,6.2848797277581525e-09
1977,1.1935744268498638e-06,5.876781727920388e-09
1978,1.2011875334394517e-06,3.5643548113029055e-09
1979,1.1095341534428371e-06,2.3407893401383717e-09
1980,1.4355005859556513e-06,3.411090521154847e-09
1981,1.0557342129402514e-06,3.1627747087981106e-09
1982,1.0844506803664444e-06,4.345251713999687e-09
1983,1.2851667960944724e-06,6.946847541655643e-09
1984,1.1731394771175019e-06,4.639206796497319e-09
1985,1.1537839981201614e-06,6.617113967877231e-09
1986,1.330775774022186e-06,5.994485352545098e-09
1987,1.3517126618012298e-06,1.8332451112712533e-09
1988,1.2676715250847792e-06,2.398621523624911e-09
1989,1.3648960042189628e-06,3.841685636274406e-09
1990,1.3212978799970188e-06,3.814055737905164e-09
1991,1.3698244174520369e-06,4.68917216167597e-09
1992,1.3493852826229613e-06,3.856960972825618e-09
1993,1.5487623485910262e-06,1.661762283333701e-09
1994,1.4384725339766646e-06,1.0549853435293244e-08
1995,1.3306693880110743e-06,5.4224509327127635e-09
1996,1.4834557653387037e-06,4.804283193493575e-09
1997,1.4499760467856504e-06,1.1987236092636522e-08
1998,1.420425721931906e-06,4.291316191284977e-09
1999,1.4492107993646641e-06,1.0968483010742602e-08
2000,1.4049340499866503e-06,9.719669513685858e-09
2001,1.5636544645758477e-06,2.0591695459870607e-08
2002,1.7196294628263331e-06,1.3143664823189738e-08
2003,1.5580125136693823e-06,9.58392298855415e-09
2004,1.553569848766756e-06,1.2333415178034102e-08
2005,1.5398320449833136e-06,5.854874363109275e-09
2006,1.6945116705358032e-06,7.000412693969338e-09
2007,1.7495819939483681e-06,1.1184542181297275e-08
2008,1.8762536164729227e-06,8.940623352771127e-09
2009,1.4280737055116788e-06,7.1522885392028e-09
2010,1.3184106713026722e-06,9.447585824773341e-09
2011,1.4022505183675094e-06,5.353560705856353e-09
2012,1.1901267917835412e-06,7.489355802192676e-09
2013,1.1544188609491357e-06,6.136075203500013e-09
2014,1.065832080371365e-06,7.362513709807672e-09
2015,1.3982158009184786e-06,5.984753581600444e-09
2016,1.0690185696660137e-06,6.421154274960372e-09
2017,1.122214264626109e-06,5.0312225496895735e-09
2018,1.205803044967979e-06,5.421080029321956e-09
2019,1.2114640455251902e-06,5.867272001580659e-09
