year,son_DET os_NOUN,son_DET gosse_NOUN
1893,3.695049954899332e-08,6.774258043407144e-09
1894,4.096000538744704e-08,8.192000855444803e-09
1895,1.9259566164109287e-08,2.4074457982692365e-09
1896,1.1794058174530164e-08,2.358811590497112e-09
1897,4.77790516040244e-08,1.0488084734028291e-08
1898,1.640922964174507e-08,1.13167097914868e-09
1899,2.1557555740514545e-08,3.3165470370022376e-09
1900,2.491705552998269e-08,5.710158235139318e-09
1901,2.291382922292584e-08,6.706486921359556e-09
1902,3.044376062355525e-08,5.892340837476695e-09
1903,1.8900771392438287e-08,7.020286574288548e-09
1904,3.547252447333449e-08,2.6873125946735854e-09
1905,1.8062656259587584e-08,3.6125313851442797e-09
1906,2.3148830408104004e-08,6.173021205313489e-09
1907,3.08570609064418e-08,1.028568674676933e-09
1908,2.603036208803644e-08,1.1787333775714615e-08
1909,3.740668930163338e-08,7.151278680339601e-09
1910,2.8323997813828328e-08,7.481811059584231e-09
1911,2.2345572059379037e-08,3.7242617878519013e-09
1912,3.386123859083767e-08,2.0837685354990754e-08
1913,2.969674245401066e-08,1.1666577037772186e-08
1914,1.607218563792756e-08,1.4732836561837104e-08
1915,3.769843803791417e-08,4.00545903112004e-08
1916,1.5382446649780945e-08,3.186363928264768e-08
1917,2.3029491202919417e-08,2.412613364644045e-08
1918,5.858052087859278e-08,2.067547733020092e-08
1919,2.025726569820918e-08,1.7494911797033552e-08
1920,4.770505901419142e-08,1.2872793941909322e-08
1921,3.559191341651058e-08,9.844571380313027e-09
1922,2.5084981314371646e-08,1.4018077365562931e-08
1923,1.3800733000834953e-08,2.653987030143412e-08
1924,2.707241186783449e-08,7.734974438733389e-09
1925,3.849362206764795e-08,2.8595261936104066e-08
1926,5.127223712264595e-08,1.4489979882625903e-08
1927,3.0102906833917586e-08,2.7873062080630007e-08
1928,3.884854016256156e-08,1.82816659588525e-08
1929,1.8938690837799754e-08,2.8965056131369238e-08
1930,3.256117209193832e-08,2.10072066408884e-08
1931,2.3951248095954725e-08,2.0529641986399838e-08
1932,3.507051715700982e-08,3.507051549167528e-08
1933,1.8353059516584835e-08,2.867665571670841e-08
1934,4.193552882725271e-08,5.391711255242626e-08
1935,3.829851102921111e-08,4.0692165192979246e-08
1936,3.6374144141149145e-08,5.092380295224075e-08
1937,2.6441348555117372e-08,5.162358496235697e-08
1938,4.019216370831913e-08,3.500607925754906e-08
1939,2.7529290846928234e-08,5.352917487044806e-08
1940,1.5214697723919812e-08,2.2822046474857416e-08
1941,4.7224041566096275e-08,3.836953554881006e-08
1942,4.5513175450651033e-08,4.551317789314169e-08
1943,1.7419411690866582e-08,4.935499831049128e-08
1944,4.819779064746399e-08,5.1410978585408884e-08
1945,4.7927088075994106e-08,6.971212940243277e-08
1946,3.897909195416105e-08,8.213451696548191e-08
1947,5.602809238780537e-08,4.7683483384020064e-08
1948,5.653381518477829e-08,5.218506116122512e-08
1949,3.239612667016445e-08,4.7121639701330764e-08
1950,5.743095043975188e-08,4.892266147749069e-08
1951,4.797630870356784e-08,4.051332558319132e-08
1952,3.9015773722894664e-08,4.8506096916867136e-08
1953,2.693456935265459e-08,4.525007413214155e-08
1954,4.983993462381875e-08,3.713563767604455e-08
1955,3.9419553843345057e-08,8.447046706550054e-08
1956,3.5756678729015334e-08,4.098936634555628e-08
1957,4.5058691722221766e-08,5.6544239956934916e-08
1958,3.22617488279775e-08,4.9633459564546456e-08
1959,4.2629114460623896e-08,3.022791672524505e-08
1960,4.221708493901133e-08,4.982999923797138e-08
1961,3.960450667417348e-08,5.072156206153977e-08
1962,5.200404162852834e-08,4.312530199612752e-08
1963,5.948769032926293e-08,6.27207143999442e-08
1964,5.232212701988814e-08,2.5552667315409394e-08
1965,2.9001830270658502e-08,4.9795596090973504e-08
1966,4.3758689782791294e-08,4.265087660826339e-08
1967,5.3247622977536935e-08,3.648448387849612e-08
1968,5.030385830107065e-08,4.177016860174021e-08
1969,4.632593059161749e-08,4.178417023492642e-08
1970,4.184839710874577e-08,4.5067506726503836e-08
1971,2.7747345754391972e-08,3.23719047123916e-08
1972,4.822338073307009e-08,3.437198259348406e-08
1973,3.25279031487824e-08,3.8041106931174795e-08
1974,3.656621505587765e-08,3.4878545440708564e-08
1975,3.826691763464396e-08,5.026102423144607e-08
1976,3.6566571992580066e-08,4.799362596230594e-08
1977,3.761140415781128e-08,5.876781727920388e-08
1978,4.217819693508318e-08,6.356432846743587e-08
1979,6.027532750696452e-08,3.745262944221395e-08
1980,4.775526735167901e-08,5.1166355152787446e-08
1981,9.994368493915218e-08,4.1748625501103476e-08
1982,5.5246770047645555e-08,6.145427366988088e-08
1983,5.557478155449047e-08,4.9890995335033494e-08
1984,4.6392067076794774e-08,4.523226504460354e-08
1985,5.8350912768290186e-08,4.872602132888204e-08
1986,6.174319994167732e-08,4.016305427123612e-08
1987,4.6442206524943686e-08,3.666490189235816e-08
1988,3.6578978013235286e-08,3.657897762465723e-08
1989,3.677041959804228e-08,3.8416855918654846e-08
1990,3.269190707033687e-08,5.503137590068263e-08
1991,4.103025530444171e-08,4.3960990403490996e-08
1992,3.801861431229625e-08,6.171137556520989e-08
1993,5.096070765375771e-08,3.6004849990334264e-08
1994,5.591422075346131e-08,3.9034457333109174e-08
1995,4.121062641138096e-08,3.849940249933681e-08
1996,4.483997417814578e-08,4.3238546520996124e-08
1997,5.178486206514066e-08,3.404375226168099e-08
1998,4.434360045824093e-08,5.435667338460348e-08
1999,4.8444130956726283e-08,2.9249287103461086e-08
2000,4.285490384781099e-08,4.0204087614625905e-08
2001,4.8193330021151226e-08,3.1106602793595783e-08
2002,4.4688460654196405e-08,4.425033794941413e-08
2003,4.25026153161312e-08,3.5002153897512045e-08
2004,3.523833155827383e-08,5.32979735068384e-08
2005,6.260211593556164e-08,4.5037494955657564e-08
2006,5.888582699231648e-08,4.035532191748459e-08
2007,8.588130953612882e-08,5.552326598490254e-08
2008,7.280221547834032e-08,4.853481083699762e-08
2009,8.535064544012982e-08,3.909918011579805e-08
2010,1.417137869275109e-07,6.566072441316351e-08
2011,1.609892188447759e-07,8.22153942703352e-08
2012,1.974466524168328e-07,1.2187224873727587e-07
2013,1.854768136855256e-07,1.1184391590646214e-07
2014,1.914253580093117e-07,1.279778163443268e-07
2015,1.7200624979896162e-07,1.1038545499886254e-07
2016,1.74613965064907e-07,1.0522407434265801e-07
2017,1.768474799934694e-07,1.4691170102665296e-07
2018,2.0367772968210573e-07,1.393991988507537e-07
2019,1.8647720356756992e-07,1.1785563769350915e-07
