year,furent_VERB aux_ADP,furent_VERB faux_ADJ
1982,4.0969514003563745e-08,0.0
1983,4.483874249672226e-08,0.0
1984,3.943325666000419e-08,0.0
1985,3.9702683807263384e-08,1.8046674155058895e-09
1986,4.435919365164409e-08,5.994485463567401e-10
1987,4.0331389783432314e-08,0.0
1988,4.797243136067664e-08,0.0
1989,4.280735410588932e-08,1.0976244357863152e-09
1990,2.7788120249283565e-08,0.0
1991,2.7548885839223658e-08,0.0
1992,4.903850481241534e-08,1.1019888335184191e-09
1993,4.2097976660215863e-08,5.539207426075166e-10
1994,4.008944287647864e-08,0.0
1995,3.524592884218691e-08,0.0
1996,4.056949975961288e-08,0.0
1997,3.6441196726855196e-08,0.0
1998,4.052909829965756e-08,0.0
1999,3.244842972094375e-08,0.0
2000,3.887867805474343e-08,0.0
2001,5.257454205320755e-08,0.0
2002,3.417352800738627e-08,0.0
2003,3.375207668909752e-08,8.333845835650777e-10
2004,4.448839163728735e-08,0.0
2005,3.1976622238971686e-08,0.0
2006,4.200247616381603e-08,0.0
2007,4.7933752966855536e-08,0.0
2008,2.937633425403874e-08,4.257439678578834e-10
2009,3.528462499957641e-08,0.0
2010,3.637320489247031e-08,0.0
2011,3.556294103645996e-08,3.82397197240536e-10
2012,3.336167608836149e-08,3.404252713057332e-10
2013,4.1279051288256596e-08,0.0
2014,3.7678745457014884e-08,0.0
2015,4.4109849994811157e-08,0.0
2016,4.660515173782187e-08,0.0
2017,4.5029441508859236e-08,0.0
2018,3.975458895411066e-08,0.0
2019,3.7499521710060435e-08,0.0
