year,ancien_ADJ art_NOUN,ancien_ADJ part_NOUN
2009,2.2982687997163964e-07,9.53638501499654e-10
2010,1.1384341469522496e-07,4.723793023408973e-10
2011,6.080115300122202e-08,7.64794394481072e-10
2012,6.740420310791251e-08,1.3617010852229328e-09
2013,1.7153119635793246e-07,2.789125042035323e-10
2014,1.132960899874469e-06,1.0827225782605865e-09
2015,1.1364382315193211e-06,4.433150790905671e-10
2016,1.7146552977465035e-06,1.86420612280358e-09
2017,2.488945797018971e-06,7.54683426862357e-10
2018,2.029807323111754e-06,2.5814667070633845e-10
2019,2.232879616315131e-06,0.0
