year,premier_ADJ an_NOUN,premier_ADJ banc_NOUN
1952,1.4762725264461096e-08,1.339190152105374e-07
1953,8.619061908632375e-09,8.619061730996691e-08
1954,4.886268278880834e-09,7.524852518869807e-08
1955,4.6928039232341234e-09,7.977766447453405e-08
1956,7.849027428008526e-09,1.0290946872437701e-07
1957,1.2369053004057662e-08,1.0425344570963446e-07
1958,1.2408365002158916e-08,9.016745394774262e-08
1959,6.975673150222406e-09,9.84344978860463e-08
1960,1.591791637389761e-08,1.3080375738105943e-07
1961,9.72742331128984e-09,7.851419780990909e-08
1962,1.6489087428794846e-08,8.117704342058829e-08
1963,1.2932106940866106e-08,1.0087043023077058e-07
1964,1.2776333768727e-08,7.969998339074635e-08
1965,2.637524995074969e-07,8.59110838580257e-08
1966,2.1048483844765542e-08,9.084082563948215e-08
1967,2.4651678420806178e-08,1.0353704826826515e-07
1968,1.4372530721118437e-08,6.153239737183291e-08
1969,1.8893712194767431e-07,7.130559651069568e-08
1970,1.5175792539290356e-08,5.5644571977930823e-08
1971,1.849823050292798e-08,5.1383974519758624e-08
1972,1.5903454553267693e-08,7.592617662366408e-08
1973,9.372446041489013e-09,8.324937539327948e-08
1974,1.5751600079827455e-08,8.663380413054256e-08
1975,9.138368284311582e-09,6.511087224936318e-08
1976,1.2569759400005154e-08,4.456551039311307e-08
1977,1.704266772151186e-08,5.3478714789889636e-08
1978,1.9009891771837317e-08,5.4653440884067095e-08
1979,1.6385525825057812e-08,4.6815785026410595e-08
1980,1.3644362084619388e-08,8.527725725571145e-08
1981,1.0753433810073432e-08,3.415796712147312e-08
1982,1.6760255960868164e-08,6.021276988121826e-08
1983,6.946847541655643e-09,9.030902248241546e-08
1984,1.3917620222958504e-08,5.161117666574455e-08
1985,9.02333674446254e-09,4.8726018775369084e-08
1986,7.1933827783254856e-09,5.095312616276715e-08
1987,7.332980445085013e-09,5.6830597117141224e-08
1988,1.3792074093910145e-08,6.716140177331908e-08
1989,7.134558721588746e-09,5.268597291774313e-08
1990,9.262707045820662e-09,4.7403261760337045e-08
1991,7.033758464558559e-09,3.751337729340776e-08
1992,1.8733810946969243e-08,5.014049064833159e-08
1993,9.416652346772025e-09,6.702440913386454e-08
1994,1.0549853435293244e-08,4.9056819051429557e-08
1995,1.0302656505700725e-08,4.12106260228029e-08
1996,1.0676184380997711e-08,4.5907594170557786e-08
1997,2.4933450859521145e-08,4.746945692080118e-08
1998,1.668845261981744e-08,5.054216956068558e-08
1999,1.2339542720951613e-08,4.6159030375747534e-08
2000,1.0161472663305915e-08,4.550572541006659e-08
2001,1.1829271784336015e-08,4.6440845835604705e-08
2002,8.762442660348313e-09,5.3889024798081664e-08
2003,2.0417921575699438e-08,5.875361352991604e-08
2004,7.047666006343434e-09,3.832168307682515e-08
2005,9.007498746882447e-09,3.0175122844866564e-08
2006,1.1941880373456115e-08,4.735573311265284e-08
2007,1.2782334302130494e-08,4.393927355295091e-08
2008,4.683183701947868e-09,4.470311765203405e-08
2009,7.15228898329201e-09,4.434418943155549e-08
2010,6.613310454817167e-09,6.566072130453904e-08
2011,1.1471915639660324e-09,6.538992367022267e-08
2012,5.1063788752969685e-09,7.421271133734031e-08
2013,4.741512571460049e-09,8.72996110956592e-08
2014,6.279790909502481e-09,9.679540224905026e-08
2015,3.103205609145121e-09,9.17662214688919e-08
2016,3.5212781579474495e-09,9.673158274381422e-08
2017,1.509366853724714e-09,9.810884193939273e-08
2018,5.421079862788503e-09,9.448168347692132e-08
2019,4.846876733299865e-09,8.724378375291053e-08
