year,ses_DET eaux_NOUN,ses_DET chaux_NOUN
1844,3.849127978128308e-06,1.097712254427563e-09
1845,4.2560396451563065e-06,2.7901139176833567e-09
1846,4.042533049641861e-06,3.5127007969038004e-09
1847,3.7757957898065797e-06,0.0
1848,4.015369981402728e-06,4.82713291560799e-09
1849,3.980222174959636e-06,0.0
1850,3.942370099707659e-06,0.0
1851,4.119901419130656e-06,0.0
1852,4.3275595658087695e-06,6.510545436100301e-10
1853,4.1289937087185535e-06,1.1943863675867306e-09
1854,4.1461400144271465e-06,0.0
1855,4.2359970109373535e-06,2.1227748447927297e-09
1856,4.155729655508367e-06,1.0354378465748937e-09
1857,4.142448688071454e-06,0.0
1858,3.978558709150093e-06,2.936205500958522e-09
1859,4.140446108635842e-06,5.092173349652285e-10
1860,3.826067924705967e-06,3.204028820036342e-09
1861,4.2778507634011476e-06,0.0
1862,4.4524755082875345e-06,2.710791813242963e-09
1863,3.770439263917069e-06,9.989241656072068e-10
1864,4.161344378417198e-06,0.0
1865,3.77018224639869e-06,1.4120533631256649e-09
1866,3.763064995609966e-06,0.0
1867,3.5808896683420244e-06,0.0
1868,3.7473885186045663e-06,9.87974813071446e-10
1869,3.711474647616342e-06,0.0
1870,3.5453623326020534e-06,0.0
1871,3.5092370609390855e-06,2.1242354542039266e-09
1872,3.4149324648069523e-06,6.047339295989218e-10
1873,3.577834775114752e-06,0.0
1874,3.416281614931904e-06,0.0
1875,3.694962131817192e-06,5.721527140956084e-10
1876,4.102220998447592e-06,0.0
1877,4.404207629704615e-06,0.0
1878,3.4531508958934864e-06,6.039088673581716e-10
1879,3.714469713145263e-06,2.443730107160036e-09
1880,3.897558059406947e-06,2.5671385017744797e-09
1881,4.195357604430683e-06,0.0
1882,3.5526445998357303e-06,2.6621540527571597e-09
1883,3.6816469730638346e-06,3.159669414998234e-09
1884,3.677145201663734e-06,6.601696966868076e-10
1885,3.5670148719191275e-06,6.445635691854079e-10
1886,3.4713181236156743e-06,1.2906927748801422e-09
1887,3.410710263551664e-06,3.9173548849191775e-09
1888,3.1373361650821607e-06,0.0
1889,3.5454407765200813e-06,6.265136742733546e-10
1890,3.3938612631345677e-06,2.6217545912032847e-09
1891,2.7708734151588033e-06,7.649063604731055e-09
1892,3.497203081792577e-06,3.761107425503951e-09
1893,3.103226063672082e-06,1.2316833108982905e-09
1894,3.398420233224897e-06,1.2603078580752936e-09
1895,3.113429173140503e-06,0.0
1896,3.1112725480397785e-06,0.0
1897,2.7851690589386635e-06,5.826713556089658e-10
1898,2.899906910158734e-06,1.13167097914868e-09
1899,2.7765027112991447e-06,2.2110313580014918e-09
1900,2.951113614813039e-06,5.191053142894475e-10
1901,2.8262253195521225e-06,0.0
1902,2.4242071816615862e-06,2.9461704187383475e-09
1903,3.0840658098441054e-06,0.0
1904,2.8206032425259764e-06,1.0749250378694342e-09
1905,2.8337727684402125e-06,1.0321518084666081e-09
1906,2.9260121863217137e-06,1.0288369045596824e-09
1907,2.5642215888410647e-06,1.028568674676933e-09
1908,2.8972284695782946e-06,0.0
1909,2.320314870019047e-06,5.500983557560346e-10
1910,2.7249824228192665e-06,1.6032452032632705e-09
1911,2.569208696456826e-06,1.5961122423746588e-09
1912,2.618776001384049e-06,5.209421227725386e-10
1913,2.3577093415383388e-06,0.0
1914,2.5983365787851653e-06,8.036092680185902e-09
1915,2.2100709529127016e-06,3.534228465440492e-09
1916,2.2831945756252026e-06,1.0987462051303964e-09
1917,2.443319353062634e-06,2.1932848870420685e-09
1918,2.103155537724888e-06,1.1486376294556067e-09
1919,2.2982788436820556e-06,2.762354567309444e-09
1920,2.448859746095877e-06,0.0
1921,2.3513379758810515e-06,0.0
1922,2.1145162705238363e-06,1.4755870969551665e-09
1923,2.1221280803729314e-06,0.0
1924,2.1902869633549926e-06,0.0
1925,2.725348473120448e-06,1.0998177923937646e-09
1926,1.9550327365891462e-06,1.1146138456652466e-09
1927,2.1863631118890225e-06,0.0
1928,2.4554561974809985e-06,4.570416489713125e-09
1929,2.4709420358703937e-06,0.0
1930,2.214159593449949e-06,0.0
1931,2.197812243309727e-06,0.0
1932,2.552476132677839e-06,0.0
1933,1.956894983834445e-06,0.0
1934,2.2213849817376286e-06,0.0
1935,2.008278102039185e-06,0.0
1936,2.0769636392969915e-06,3.6374143697059935e-09
1937,1.9440685932181623e-06,0.0
1938,2.1094404232258057e-06,0.0
1939,1.858227179241112e-06,3.058810094103137e-09
1940,2.0260905699842624e-06,0.0
1941,1.7000654892740386e-06,0.0
1942,1.8387323379442932e-06,0.0
1943,1.6577472834455875e-06,0.0
1944,1.783318339221296e-06,0.0
1945,1.8735134901248784e-06,0.0
1946,1.7234327032156216e-06,0.0
1947,1.5330240614730428e-06,0.0
1948,1.5677261941959841e-06,0.0
1949,1.8554145384541698e-06,3.9268033269479474e-09
1950,1.976050256757844e-06,0.0
1951,1.6365252193395463e-06,0.0
1952,1.5732847913341175e-06,0.0
1953,1.616074058574668e-06,3.232148326759443e-09
1954,1.5655602823017034e-06,0.0
1955,1.4294280532567427e-06,0.0
1956,1.5654448972668433e-06,0.0
1957,1.4162565378228464e-06,0.0
1958,1.6072968875846527e-06,0.0
1959,1.2881742819104147e-06,0.0
1960,1.353022931027681e-06,0.0
1961,1.3423843441273675e-06,0.0
1962,1.3108823324614605e-06,0.0
1963,1.252474504553902e-06,6.466053248388448e-10
1964,1.482663080309976e-06,0.0
1965,1.319309681946379e-06,1.0944086747954884e-09
1966,1.3615045659776115e-06,0.0
1967,1.3188647791650965e-06,0.0
1968,1.6663153132867592e-06,0.0
1969,1.4615376286997162e-06,4.5417578031781147e-10
1970,1.5516098272883028e-06,0.0
1971,1.2311600414705026e-06,1.0276794970565106e-09
1972,1.3800095075566787e-06,0.0
1973,1.226687846411778e-06,1.102640756478479e-09
1974,1.2229992556456182e-06,1.1251143350321513e-09
1975,1.2930791015719478e-06,0.0
1976,1.1124236749537886e-06,0.0
1977,1.1160008810406907e-06,0.0
1978,1.3057420282791554e-06,1.7821774056514528e-09
1979,1.1212380819358714e-06,1.1703946700691858e-09
1980,1.391156338570454e-06,0.0
1981,1.22019844894794e-06,2.5302198114474095e-09
1982,1.0589999241972237e-06,0.0
1983,1.0496054976272262e-06,0.0
1984,1.101811591297519e-06,5.799008495621649e-10
1985,1.1940882806982245e-06,1.2031116103372597e-09
1986,9.878912443639365e-07,1.1988970927134801e-09
1987,1.0467829305582654e-06,6.110816852533674e-10
1988,9.50453763692849e-07,2.398621523624911e-09
1989,1.2298881983952015e-06,0.0
1990,1.0777432066788606e-06,1.089730194969718e-09
1991,1.041582315508549e-06,1.1722930404189924e-09
1992,1.056807288790651e-06,1.1019888335184191e-09
1993,1.1050718882188448e-06,5.539207426075166e-10
1994,1.2522676300363855e-06,0.0
1995,1.0329769111194764e-06,1.0844901643380922e-09
1996,1.050002737201794e-06,0.0
1997,1.0798102181297509e-06,0.0
1998,9.397982623227108e-07,0.0
1999,1.1420932963801533e-06,4.570201161957499e-10
2000,9.98033311105928e-07,0.0
2001,1.0506145642352749e-06,1.3143635069212678e-09
2002,1.0339682354754132e-06,4.38122149670761e-10
2003,1.0467310360695592e-06,0.0
2004,9.373395570833054e-07,8.809582507929292e-10
2005,9.782144125836112e-07,4.5037495954858286e-10
2006,1.122124949404224e-06,4.1178899179428186e-10
2007,1.0421596847720593e-06,7.988958938831558e-10
2008,1.1908058326071114e-06,8.514879357157668e-10
2009,1.2955178974038972e-06,0.0
2010,1.2584184929664843e-06,0.0
2011,1.4829362982027305e-06,3.82397197240536e-10
2012,1.6663816495565698e-06,3.404252713057332e-10
2013,1.2525960357834265e-06,0.0
2014,1.4077558816438795e-06,0.0
2015,1.7109745584775737e-06,8.866301581811342e-10
2016,2.066575945036675e-06,6.214020409345267e-10
2017,1.3310100044350293e-06,0.0
2018,1.5052531807668856e-06,7.744400121190154e-10
2019,1.4831442882723422e-06,0.0
