year,étiez_VERB aux_ADP,étiez_VERB chaud_ADJ
1993,1.883330469354405e-08,0.0
1994,1.5297286992677073e-08,5.274926606624319e-10
1995,8.133675954979935e-09,0.0
1996,1.1209993822092201e-08,0.0
1997,9.58978851883785e-09,0.0
1998,1.2397135762398648e-08,0.0
1999,9.140402212892695e-09,0.0
2000,1.0603275590881367e-08,0.0
2001,1.0076787404500465e-08,0.0
2002,1.0076809608960957e-08,0.0
2003,4.166922806803086e-09,0.0
2004,1.189293641346012e-08,0.0
2005,1.4411998705554652e-08,0.0
2006,1.4824403926638752e-08,0.0
2007,9.586750948642475e-09,3.994479469415779e-10
2008,1.1069342775726909e-08,0.0
2009,2.2410505451375684e-08,1.430457752249481e-09
2010,2.3146585093059002e-08,0.0
2011,2.6767803973370974e-08,0.0
2012,2.927657405393802e-08,3.404252713057332e-10
2013,2.7054513296320692e-08,0.0
2014,2.9666599843380936e-08,0.0
2015,3.125371250689568e-08,4.433150790905671e-10
2016,3.4798514292333493e-08,6.214020409345267e-10
2017,2.842640789424422e-08,2.515611330355938e-10
2018,4.311049295324665e-08,2.5814667070633845e-10
2019,3.698932360407525e-08,0.0
