year,nouveaux_ADJ arts_NOUN,nouveaux_ADJ chars_NOUN
1922,1.4755870969551665e-09,0.0
1923,1.1677542488541803e-08,2.1231896241147297e-09
1924,1.289162443462999e-09,1.289162443462999e-09
1925,1.0998177923937646e-09,0.0
1926,6.687683296036084e-09,1.1146138456652466e-09
1927,1.1149224876660924e-09,0.0
1928,6.8556245125250825e-09,0.0
1929,5.570202965543558e-09,2.2280812750352652e-09
1930,2.100720708497761e-09,1.0503603542488804e-09
1931,5.7026783295555106e-09,3.4216069977333063e-09
1932,3.287861094491973e-09,1.0959536611565568e-09
1933,3.4411986593596566e-09,1.1470662197865522e-09
1934,5.990790086229936e-09,1.1981580172459871e-09
1935,4.787313656606784e-09,4.787313656606784e-09
1936,8.487300195980652e-09,2.424942913137329e-09
1937,6.295559185076627e-09,6.295559185076627e-09
1938,7.779128452511941e-09,2.5930428915188486e-09
1939,1.5294050470515685e-09,1.5294050470515685e-09
1940,5.0715658339584024e-09,3.296517903095264e-08
1941,1.1806010391524069e-08,2.9515025978810172e-09
1942,3.034211770724937e-09,6.068423541449874e-09
1943,8.709705623388686e-09,5.806470415592457e-09
1944,0.0,3.534504600111177e-08
1945,1.089252066321933e-08,5.664110513947662e-08
1946,9.744772988540262e-09,1.6705326011390298e-08
1947,1.549713202209091e-08,3.33784391237657e-08
1948,1.195907639583993e-08,1.4133454628861841e-08
1949,2.945102384188658e-09,1.570721286370258e-08
1950,0.0,2.4461330738745346e-08
1951,6.396841278899501e-09,3.1984205062229876e-08
1952,6.326882129314981e-09,2.636200890915319e-08
1953,9.69644453618912e-09,6.464296653518886e-09
1954,1.9545072227344917e-09,8.795282502305213e-09
1955,9.385607846468247e-09,4.6928039232341234e-09
1956,3.488456634670456e-09,9.593255523299149e-09
1957,1.5903067307476704e-08,1.0602045019680872e-08
1958,3.3088973783179654e-09,1.2408365002158916e-08
1959,5.425523363911111e-09,0.0
1960,2.0070416439921246e-08,1.5225833038812198e-08
1961,4.16889545107324e-09,4.16889545107324e-09
1962,1.9025869768540815e-09,1.0147130247162295e-08
1963,3.2330267352165265e-09,1.0345685197421517e-08
1964,7.909158605823308e-09,9.734349326606662e-09
1965,6.5664522708175355e-09,1.2585699593614663e-08
1966,6.6468897053084675e-09,1.7171130961557424e-08
1967,8.874604162656397e-09,1.6763140597841897e-08
1968,1.616909670043576e-08,2.470278681609983e-08
1969,1.2262746373892242e-08,1.635032798041891e-08
1970,9.19744974625658e-09,2.0234390607498653e-08
1971,1.1818313883082965e-08,6.166076982339064e-09
1972,1.2825366713098418e-08,1.2825366713098418e-08
1973,1.1026407842340546e-08,1.7642252103655665e-08
1974,4.5004573956397564e-09,1.6876715136504572e-08
1975,6.282628195464213e-09,1.0851811893530794e-08
1976,6.28487961673585e-09,9.71299568552908e-09
1977,1.2928920156696222e-08,5.876781838942691e-09
1978,5.940591130126904e-09,1.0693064211864112e-08
1979,1.4629933597909428e-08,2.106710472737916e-08
1980,1.5349906234973787e-08,1.4212877097463661e-08
1981,1.075343419865149e-08,1.7711538125020354e-08
1982,6.2075020679230875e-09,1.4277255377947995e-08
1983,1.0104505676622466e-08,1.9577480414589843e-08
1984,1.1598016769198694e-08,1.3917620833581168e-08
1985,3.0077789148208467e-09,1.6242006850575308e-08
1986,4.196139880008332e-09,1.0790073723399018e-08
1987,5.49973533381376e-09,1.588812459374367e-08
1988,1.679035044332977e-08,2.4585870894711093e-08
1989,3.841685636274406e-09,2.414773736525433e-08
1990,5.448650863826288e-09,1.0352436741190019e-08
1991,7.033758298025106e-09,1.4067516929117119e-08
1992,1.1019888612739948e-08,9.366905473484621e-09
1993,1.0524494165053966e-08,9.970573366935298e-09
1994,1.160483886764041e-08,6.85740436656701e-09
1995,8.675921314704738e-09,1.3556127220759606e-08
1996,8.007138063703678e-09,8.007138507792888e-09
1997,1.1028256974299211e-08,1.4384683111323682e-08
1998,1.4781200818880791e-08,1.5734826774860267e-08
1999,1.1882523409667556e-08,5.484241422104574e-09
2000,5.3016375733960786e-09,9.71966962470816e-09
2001,1.9715452381774412e-08,4.819333043748486e-09
2002,1.7086764003693133e-08,4.381221607729913e-09
2003,1.1667384614000298e-08,4.583615376141381e-09
2004,7.047665923076707e-09,4.845270407116686e-09
2005,2.1167622543671882e-08,5.854874474131577e-09
2006,2.1824816787141543e-08,5.765045663075341e-09
2007,1.917350189728495e-08,5.991719120856942e-09
2008,1.6178271167177627e-08,9.792111205220166e-09
2009,1.0490023072406984e-08,1.3350939020995156e-08
2010,8.975207077543956e-09,7.085689368580006e-09
2011,1.3383901958929911e-08,1.4531093661673822e-08
2012,3.540422710557323e-08,8.851056776393307e-09
2013,8.925200134513034e-09,1.2272150018421968e-08
2014,6.712880029624557e-09,1.4508482415465096e-08
2015,9.97458915463767e-09,1.0861219479352258e-08
2016,6.628288140575478e-09,2.899876117012923e-09
2017,5.534344982294215e-09,7.798394818792076e-09
2018,9.809573597863164e-09,7.744399788123246e-09
2019,7.908062094053037e-09,1.0714148679369373e-08
