year,certains_DET arts_NOUN,certains_DET chars_NOUN
1912,4.271725434490392e-08,2.604710613862693e-09
1913,5.1969297532039604e-08,2.6514948014977335e-09
1914,4.0180463622974116e-08,6.696743715117748e-10
1915,3.180805752123206e-08,2.3561523843085297e-09
1916,3.955486249651585e-08,1.0987462051303964e-09
1917,3.618920063619413e-08,5.483212106582869e-09
1918,5.054005747240353e-08,1.1486376294556067e-09
1919,2.854433056587169e-08,9.207848372660976e-09
1920,5.300562078147664e-08,0.0
1921,3.4077364041706915e-08,0.0
1922,2.8036154731125862e-08,2.951174193910333e-09
1923,2.229349149729387e-08,0.0
1924,1.933743654092268e-08,0.0
1925,5.1691436020462334e-08,4.399271169575059e-09
1926,2.7865346474698072e-08,3.343841648018042e-09
1927,2.6758140592164636e-08,2.2298449753321847e-09
1928,5.827281057690925e-08,3.4278122562625413e-09
1929,3.119313873867213e-08,0.0
1930,6.722306267192835e-08,0.0
1931,4.105928219644284e-08,1.1405356659111021e-09
1932,2.5206933651489294e-08,3.287861094491973e-09
1933,3.900024991843054e-08,2.2941324395731044e-09
1934,4.193552882725271e-08,0.0
1935,7.420336256558357e-08,3.590485242455088e-09
1936,5.577368789033699e-08,2.424942913137329e-09
1937,5.162358496235697e-08,5.0364472592434595e-09
1938,3.8895643594827334e-08,1.2965214457594243e-09
1939,4.282334220562234e-08,3.058810094103137e-09
1940,3.550096039361961e-08,7.607348528892999e-09
1941,3.8369532440185594e-08,1.1806010835613279e-08
1942,2.7307905936524435e-08,6.068423541449874e-09
1943,3.4838822049465534e-08,1.4516175816936538e-08
1944,5.46241629706401e-08,1.927911696952833e-08
1945,7.189063344625879e-08,1.9606536394434215e-08
1946,7.517396571898871e-08,6.960552134671616e-09
1947,6.318061496202176e-08,1.1920870957027319e-08
1948,4.022598343311756e-08,5.435943917220243e-09
1949,5.399354718882421e-08,3.9268033269479474e-09
1950,5.211327058773918e-08,7.444753036267571e-09
1951,4.264560815592233e-08,1.3859822178829972e-08
1952,2.741649041126948e-08,1.2653764702719172e-08
1953,5.494651889037527e-08,1.0773827385790469e-08
1954,4.1044651233335117e-08,5.863521668203475e-09
1955,4.411235821066839e-08,1.8771215692936494e-09
1956,5.407107828148128e-08,4.360570571293465e-09
1957,4.1524676586135456e-08,3.534015080575159e-09
1958,2.4816730004317833e-08,1.6544486891589827e-09
1959,4.72795602668441e-08,2.3252243464000344e-09
1960,3.4604165088936156e-08,1.3149583755200922e-08
1961,3.613042842687264e-08,2.779263708063695e-09
1962,5.0735651790922986e-08,6.341956404476434e-10
1963,3.620989819097531e-08,5.1728425987107585e-09
1964,4.684655796616255e-08,2.4335873316516654e-09
1965,4.596516456345512e-08,1.6416130121932326e-09
1966,5.262120983395846e-08,5.539074865446025e-09
1967,5.4233691315630495e-08,8.381570326676524e-09
1968,5.7040982270883944e-08,7.63540675130514e-09
1969,5.5409444976728395e-08,9.083515495333927e-09
1970,2.2533751947717562e-08,4.598724956395017e-09
1971,2.8775025251448483e-08,6.166077093361366e-09
1972,3.231992556917973e-08,6.156176013405457e-09
1973,2.5360738176161135e-08,2.205281512956958e-09
1974,2.8127858486826085e-08,2.2502286700643026e-09
1975,3.655347313724633e-08,1.028066431985053e-08
1976,3.5995220803997086e-08,5.713526762818333e-09
1977,2.6445518219730957e-08,2.3507127355770763e-09
1978,4.33663159826736e-08,8.910887139279566e-09
1979,3.3941445654050995e-08,5.266776126333639e-09
1980,2.8994268819193536e-08,5.685150683554241e-09
1981,2.9730081951839793e-08,3.795329828193417e-09
1982,2.545075905580063e-08,6.207502400989995e-09
1983,3.157657957331139e-08,1.2630632539867293e-08
1984,2.8415140906901115e-08,1.0438215181096666e-08
1985,2.105445395805816e-08,7.820225467192188e-09
1986,4.3160295448707586e-08,5.3950369172106605e-09
1987,2.8720839484464022e-08,2.4443267410134695e-09
1988,5.516829604257367e-08,5.9965538645734284e-09
1989,3.3477544514326496e-08,4.390497854167563e-09
1990,3.705082729510423e-08,5.44865097484859e-09
1991,2.1687421913885174e-08,6.447611611282156e-09
1992,3.8018615367008124e-08,3.856960972825618e-09
1993,2.8803878393546256e-08,4.4313659408601325e-09
1994,3.16495588625898e-08,1.002236071911966e-08
1995,3.3076949346178e-08,2.7112253553340793e-09
1996,3.469759790597493e-08,5.3380921904988554e-09
1997,3.35642609261555e-08,2.8769365778558154e-09
1998,3.671459547494038e-08,5.721754958720737e-09
1999,5.118625301392399e-08,4.57020121746865e-09
2000,4.9481951203134145e-08,4.418031274155965e-09
2001,4.7317088691656295e-08,3.0668482198237257e-09
2002,4.600282532685185e-08,6.5718323005725665e-09
2003,3.041853752216994e-08,5.000307390368164e-09
2004,3.039305962460048e-08,5.7262286579096155e-09
2005,3.693074823729603e-08,4.053374524914943e-09
2006,2.923701836188286e-08,2.4707340062768424e-09
2007,4.1942036066444643e-08,7.988958938831558e-10
2008,4.129716524303717e-08,4.683183785214595e-09
2009,3.480780375042514e-08,4.291373256748443e-09
2010,2.645324093109025e-08,4.2514138876015295e-09
2011,3.0209378887313676e-08,1.529588788962144e-09
2012,3.131912573728357e-08,2.7234022259570168e-09
2013,2.8449075095693388e-08,3.346950105953539e-09
2014,2.7717698469764684e-08,2.8150787256819854e-09
2015,2.8815479738431016e-08,1.773260274728905e-09
2016,3.7905521665937414e-08,2.899876117012923e-09
2017,2.339518501148774e-08,1.5093667704579872e-09
2018,2.6330960967158035e-08,5.162933414126769e-10
2019,2.8060864964984944e-08,3.06118530524202e-09
