year,excellentes_ADJ eaux_NOUN,excellentes_ADJ chaux_NOUN
1967,9.860671168482327e-10,0.0
1968,8.982831700699023e-10,0.0
1969,2.7250546263957176e-09,4.5417578031781147e-10
1970,1.8394900047624674e-09,0.0
1971,4.1107179882260425e-09,0.0
1972,3.0780880067027283e-09,0.0
1973,5.513203782392395e-10,0.0
1974,1.6876715580593782e-09,0.0
1975,2.8557400888473694e-09,0.0
1976,5.713526984862938e-09,0.0
1977,2.938390863960194e-09,0.0
1978,2.970295565063452e-09,0.0
1979,5.851973350345929e-10,0.0
1980,4.548120546843393e-09,0.0
1981,3.1627747087981106e-09,0.0
1982,1.8622506869903077e-09,0.0
1983,1.89459470334441e-09,2.5261264191556165e-09
1984,2.3196033982486597e-09,0.0
1985,1.2031116103372597e-09,0.0
1986,1.1988970927134801e-09,0.0
1987,0.0,0.0
1988,2.398621523624911e-09,0.0
1989,1.0976244357863152e-09,0.0
1990,5.44865097484859e-10,0.0
1991,1.1722930404189924e-09,0.0
1992,1.1019888335184191e-09,0.0
1993,0.0,0.0
1994,1.0549853213248639e-09,0.0
1995,2.1689803286761844e-09,0.0
1996,1.067618438099771e-09,0.0
1997,4.79489448146353e-10,0.0
1998,3.814503379828693e-09,4.768129224785866e-10
1999,4.570201161957499e-10,0.0
2000,8.836062992401139e-10,0.0
2001,3.943090742808408e-09,0.0
2002,1.3143663935011318e-09,0.0
2003,1.6667691671301554e-09,0.0
2004,8.809582507929292e-10,0.0
2005,0.0,0.0
2006,0.0,0.0
2007,1.997239706952314e-09,7.988958938831558e-10
2008,1.7029758714315335e-09,0.0
2009,1.430457752249481e-09,0.0
2010,4.723793023408973e-10,0.0
2011,7.64794394481072e-10,0.0
2012,1.0212758416727752e-09,6.808505426114664e-10
2013,1.9523875849358774e-09,0.0
2014,1.9489005964601347e-09,0.0
2015,2.659890530054554e-09,0.0
2016,5.59261792432153e-09,0.0
2017,5.031222660711876e-10,0.0
2018,1.0325866828253538e-09,0.0
2019,3.5713827450933877e-09,0.0
