year,aurions_VERB assez_ADV,aurions_VERB chassé_VERB
1860,2.0597328287408345e-08,4.577183909670879e-10
1861,1.3204698667834691e-08,4.715963730639317e-10
1862,8.584174260306554e-09,0.0
1863,1.748117206545885e-08,0.0
1864,1.6781548595190543e-08,0.0
1865,1.553258677233771e-08,1.882737743486018e-09
1866,4.379051787850585e-09,0.0
1867,6.308654931785895e-09,1.455843445796745e-09
1868,2.4699371437009177e-09,1.4819622196071691e-09
1869,6.348574999037737e-09,0.0
1870,1.7202147262196377e-08,0.0
1871,1.1683295220166201e-08,1.0621177271019633e-09
1872,8.4662747923403e-09,6.047339295989218e-10
1873,1.0176207432266438e-08,0.0
1874,2.3898436563030145e-09,0.0
1875,1.1443054281912168e-09,0.0
1876,3.02300739996042e-09,1.813804439976252e-09
1877,3.030559980743419e-08,6.184815992682502e-10
1878,1.69094480639842e-08,0.0
1879,1.221865053580018e-09,0.0
1880,3.8507077526617195e-09,6.417846254436199e-10
1881,4.8807553554297556e-09,1.3945015142624584e-09
1882,1.3310770263785798e-09,6.655385131892899e-10
1883,2.5277355764075082e-09,0.0
1884,1.2543224237049344e-08,1.9805090900604227e-09
1885,1.0313017106966527e-08,0.0
1886,9.680196200179125e-09,0.0
1887,1.4363633837888301e-08,0.0
1888,7.60873763994141e-09,0.0
1889,1.2530273707511697e-08,0.0
1890,6.554386366985909e-09,0.0
1891,8.286486163910922e-09,6.374220040683554e-10
1892,1.2537024751679837e-09,0.0
1893,1.847525021858587e-09,0.0
1894,2.520615716150587e-09,0.0
1895,8.426059849853118e-09,0.0
1896,1.2973464080801023e-08,5.897029087265082e-09
1897,5.2440420894583895e-09,5.826713334045053e-09
1898,1.584339415217073e-08,0.0
1899,6.080336234504102e-09,4.4220627160029835e-09
1900,1.038210628578895e-09,0.0
1901,5.58873880507349e-09,0.0
1902,3.437198747846537e-09,4.419255628107521e-09
1903,1.1880484152015924e-08,0.0
1904,4.837162670412454e-09,1.0749250378694342e-09
1905,5.676835002077496e-09,5.160759042333041e-10
1906,5.658602919567102e-09,5.144184522798412e-10
1907,3.0857059130084963e-09,0.0
1908,4.911389073214423e-09,1.964555629285769e-09
1909,7.701377313651392e-09,0.0
1910,3.740905363258662e-09,1.6032452032632705e-09
1911,1.4365010514438836e-08,0.0
1912,9.897900277167082e-09,0.0
1913,7.954484182448596e-09,1.590896969716482e-09
1914,7.366418142140674e-09,6.696743715117748e-10
1915,3.534228465440492e-09,1.1780761921542648e-09
1916,9.888715624128963e-09,1.0987462051303964e-09
1917,8.773139548168274e-09,0.0
1918,3.44591288836682e-09,0.0
1919,1.2890987832747669e-08,0.0
1920,1.3630017114962811e-08,0.0
1921,5.300923255902035e-09,0.0
1922,1.2542490601674672e-08,0.0
1923,8.492758496458919e-09,1.0615948120573648e-09
1924,1.1602462102189293e-08,5.156649773851996e-09
1925,6.598906754362588e-09,1.0998177923937646e-09
1926,1.0031524944054127e-08,2.229227691330493e-09
1927,1.3379070296082318e-08,0.0
1928,7.998228745975666e-09,0.0
1929,4.4561625500705304e-09,1.1140406375176326e-09
1930,1.05036033204442e-08,0.0
1931,1.9389105432310316e-08,1.1405356659111021e-09
1932,1.0959536389520963e-08,1.0959536611565568e-09
1933,0.0,0.0
1934,2.3963160344919743e-09,0.0
1935,8.377798899061872e-09,3.590485242455088e-09
1936,1.33371855781661e-08,0.0
1937,0.0,0.0
1938,5.186085783037697e-09,0.0
1939,3.058810094103137e-09,3.058810094103137e-09
1940,2.5357829169792012e-09,0.0
1941,5.9030051957620344e-09,0.0
1942,0.0,0.0
1943,0.0,0.0
1944,0.0,0.0
1945,6.535512131478072e-09,0.0
1946,8.352662561605939e-09,0.0
1947,7.152522574216391e-09,0.0
1948,7.610321262063735e-09,2.174377566888097e-09
1949,9.817008317369869e-10,0.0
1950,3.190608444114673e-09,0.0
1951,4.264560704569931e-09,0.0
1952,2.1089607837865287e-09,0.0
1953,2.1547654771580937e-09,0.0
1954,7.818028890937967e-09,0.0
1955,9.385607846468247e-09,0.0
1956,7.849027205963921e-09,8.72114158667614e-10
1957,7.951533653738352e-09,1.7670075402875796e-09
1958,6.617794756635931e-09,0.0
1959,5.425523585955716e-09,0.0
1960,4.152500121534786e-09,0.0
1961,3.47407969059077e-09,0.0
1962,1.0147130247162295e-08,6.341956404476434e-10
1963,3.879631726988464e-09,0.0
1964,3.6503808864551957e-09,6.083968329129164e-10
1965,1.0944086747954884e-09,0.0
1966,5.539074976468328e-09,0.0
1967,6.409436092980059e-09,0.0
1968,5.3896989093971115e-09,0.0
1969,4.995933444718048e-09,4.5417578031781147e-10
1970,4.1388523719376735e-09,4.5987250119061684e-10
1971,3.5968783507200897e-09,5.138397485282553e-10
1972,6.156176013405457e-09,2.0520587451500205e-09
1973,2.7566018356850464e-09,5.513203782392395e-10
1974,6.750686232237513e-09,0.0
1975,7.4249242310031605e-09,5.711480177694739e-10
1976,5.713526984862938e-09,5.713526873840635e-10
1977,1.1753563677885381e-09,2.3507127355770763e-09
1978,5.940591130126904e-09,5.940591352171509e-10
1979,5.851973128301324e-09,5.851973350345929e-10
1980,5.685150683554241e-10,0.0
1981,3.795329828193417e-09,0.0
1982,5.586751949948621e-09,0.0
1983,1.2630632095778083e-09,6.315316047889041e-10
1984,2.8995041922996734e-09,0.0
1985,4.812446441349039e-09,1.2031116103372597e-09
1986,1.7983456945813714e-09,5.994485463567401e-10
1987,1.8332451112712533e-09,0.0
1988,1.1993107618124554e-09,5.996553809062277e-10
1989,5.488122178931576e-10,2.1952488715726304e-09
1990,0.0,1.6345953479657283e-09
1991,1.7584396161396398e-09,0.0
1992,3.30596661157756e-09,0.0
1993,5.539207315052863e-09,1.1078414852150331e-09
1994,2.1099706426497278e-09,5.274926606624319e-10
1995,4.337960657352369e-09,0.0
1996,4.804283193493575e-09,0.0
1997,6.7128524960935465e-09,0.0
1998,3.814503379828693e-09,9.536258449571733e-10
1999,8.683382013430219e-09,0.0
2000,1.3254094488601709e-09,8.836062992401139e-10
2001,1.7524847129024579e-09,0.0
2002,5.257465574004527e-09,1.3143663935011318e-09
2003,4.166922806803086e-09,4.1669229178253886e-10
2004,2.2023955992267474e-09,0.0
2005,2.702249757291497e-09,0.0
2006,1.2353669198716943e-09,1.6471559671771274e-09
2007,2.7961355453243186e-09,1.997239706952314e-09
2008,7.2376473703172906e-09,0.0
2009,3.814554005998616e-09,4.76819250749827e-10
2010,1.4171379625338432e-09,9.447586046817946e-10
2011,6.883149605840799e-09,0.0
2012,9.531907707582832e-09,3.404252713057332e-10
2013,6.414987652192394e-09,5.578250084070646e-10
2014,8.445236510112863e-09,8.661780737106994e-10
2015,9.087958829923082e-09,2.21657536769726e-09
2016,8.285359953674742e-09,2.278474076078396e-09
2017,1.0565567976072998e-08,1.2578056374223934e-09
2018,1.1358453733123497e-08,1.8070267504555204e-09
2019,9.438654302584837e-09,1.2754939326953263e-09
