year,derniers_ADJ arts_NOUN,derniers_ADJ chars_NOUN
1895,4.213029924926559e-09,0.0
1896,1.179405795248556e-09,0.0
1897,2.330685422435863e-09,0.0
1898,4.52668391659472e-09,0.0
1899,2.7637891975018647e-09,3.8693048765026106e-09
1900,4.671947717582725e-09,1.038210628578895e-09
1901,0.0,2.235495566438317e-09
1902,4.910283846193408e-10,0.0
1903,2.1600881083827517e-09,0.0
1904,2.6873125946735854e-09,5.374625189347171e-10
1905,1.0321518084666081e-09,0.0
1906,2.0576738091193647e-09,0.0
1907,3.0857059130084963e-09,2.057137349353866e-09
1908,6.875944702500192e-09,2.4556945366072114e-09
1909,4.400786846048277e-09,5.500983557560346e-10
1910,2.6720753387721174e-09,3.740905363258662e-09
1911,1.5961122423746588e-09,5.320374141248863e-10
1912,2.6047106693738442e-09,4.167536982180309e-09
1913,2.6514948014977335e-09,5.30298971401777e-10
1914,1.3393487430235496e-09,2.678697486047099e-09
1915,0.0,1.1780761921542648e-09
1916,0.0,1.0987462051303964e-09
1917,0.0,3.289927441585405e-09
1918,0.0,0.0
1919,0.0,1.8415696745321952e-09
1920,7.572231730534895e-10,0.0
1921,1.5145494858259667e-09,6.058197943303867e-09
1922,0.0,0.0
1923,3.1847844361720945e-09,2.1231896241147297e-09
1924,5.156649773851996e-09,3.867487219366694e-09
1925,0.0,2.1996355847875293e-09
1926,1.1146138456652466e-09,4.458455382660986e-09
1927,2.2298449753321847e-09,0.0
1928,4.570416489713125e-09,1.1426041224282812e-09
1929,4.4561625500705304e-09,1.1140406375176326e-09
1930,1.0503603542488804e-09,1.0503603542488804e-09
1931,0.0,0.0
1932,5.4797681947604815e-09,2.1919073223131136e-09
1933,0.0,4.588264879146209e-09
1934,1.1981580172459871e-09,0.0
1935,0.0,2.393656828303392e-09
1936,2.424942913137329e-09,1.091224355320719e-08
1937,0.0,2.5182236296217297e-09
1938,3.889564337278273e-09,1.2965214457594243e-09
1939,0.0,7.647025235257843e-09
1940,0.0,1.2678914806940611e-08
1941,0.0,2.3612020783048138e-08
1942,3.034211770724937e-09,6.068423541449874e-09
1943,5.806470415592457e-09,2.322588166236983e-08
1944,0.0,1.927911696952833e-08
1945,2.178504043826024e-09,5.2284097051824574e-08
1946,4.1763312808029696e-09,3.062643116891195e-08
1947,0.0,1.3112957830685446e-08
1948,3.2615663503321457e-09,1.4133454406817236e-08
1949,3.926803215925645e-09,7.853606653895895e-09
1950,4.2541445921528975e-09,7.444753258312176e-09
1951,3.1984206394497505e-09,1.5992101864981123e-08
1952,9.490323416017077e-09,8.435843135146115e-09
1953,1.0773827385790469e-09,2.0470272588113403e-08
1954,1.9545072227344917e-09,4.886268278880834e-09
1955,0.0,4.6928039232341234e-09
1956,2.616342476002842e-09,9.593255967388359e-09
1957,8.835037701437898e-10,7.951533653738352e-09
1958,0.0,9.099467845885556e-09
1959,1.5501495642666896e-09,2.325224457422337e-09
1960,1.3841666701708277e-09,4.152500121534786e-09
1961,2.779263708063695e-09,5.55852741612739e-09
1962,6.341956571009888e-09,1.1415521861124489e-08
1963,5.819448034571906e-09,1.2932106496776896e-09
1964,6.083968440151466e-09,8.517555549758526e-09
1965,1.0944086803466035e-08,8.755269398363907e-09
1966,2.769537488234164e-09,3.8773522170743036e-09
1967,6.409436092980059e-09,6.409436092980059e-09
1968,2.245707925174756e-09,1.0330256650092906e-08
1969,2.2708788183223305e-09,5.450109252791435e-09
1970,4.1388523719376735e-09,3.6789800095249348e-09
1971,3.083038491169532e-09,6.679916619845017e-09
1972,5.130146862875051e-10,9.234264020108185e-09
1973,2.205281512956958e-09,1.6539611902288698e-09
1974,0.0,7.313243344242437e-09
1975,5.711480177694739e-09,5.140332159925265e-09
1976,0.0,6.8562320265641574e-09
1977,0.0,4.11374712072643e-09
1978,2.3762365408686037e-09,4.752473081737207e-09
1979,0.0,2.3407893401383717e-09
1980,0.0,7.95921106799824e-09
1981,1.8976649140967083e-09,3.795329828193417e-09
1982,1.2415004579935385e-09,8.690503427999374e-09
1983,2.5261264191556165e-09,8.209910973278056e-09
1984,2.3196033982486597e-09,6.958810416790584e-09
1985,2.4062232206745193e-09,3.609334831011779e-09
1986,2.3977941854269602e-09,4.7955883708539204e-09
1987,2.4443267410134695e-09,6.110816852533674e-10
1988,1.798966087207532e-09,5.396898483667201e-09
1989,3.841685525252103e-09,1.0976243913773942e-08
1990,4.903785877363731e-09,9.80757164370516e-09
1991,5.861465202094962e-10,5.2753188484189195e-09
1992,1.65298330578878e-09,9.366905473484621e-09
1993,0.0,6.093128224193833e-09
1994,1.0549853213248639e-09,1.160483886764041e-08
1995,2.1689803286761844e-09,3.253470381991974e-09
1996,2.6690460952494277e-09,5.3380921904988554e-09
1997,9.58978896292706e-10,4.794894259418925e-09
1998,4.291316191284977e-09,3.337690568372409e-09
1999,2.285100553223174e-09,3.656160929565999e-09
2000,3.5344251969604557e-09,3.97622823555821e-09
2001,1.7524847129024579e-09,4.381211837767296e-09
2002,2.6287327870022636e-09,6.133709984368352e-09
2003,5.416999959706459e-09,5.000307723435071e-09
2004,3.0833537945085254e-09,3.523833003171717e-09
2005,2.251874686720612e-09,4.954124666056714e-09
2006,3.706100981659688e-09,7.000412693969338e-09
2007,2.3966877371606188e-09,1.1983438685803094e-09
2008,2.1287198670449925e-09,4.257439734089985e-09
2009,3.814554005998616e-09,2.860915504498962e-09
2010,1.4171379625338432e-09,6.613310343794865e-09
2011,1.1471915639660324e-09,3.4415748029203996e-09
2012,0.0,5.1063788752969685e-09
2013,0.0,3.0680376017500066e-09
2014,8.661780737106994e-10,5.630157673408576e-09
2015,2.21657536769726e-09,4.876465897751814e-09
2016,2.278474076078396e-09,3.5212781579474495e-09
2017,2.515611330355938e-10,3.5218559180094644e-09
2018,1.0325866828253538e-09,4.130346731301415e-09
2019,3.5713829116268414e-09,4.3366790158927415e-09
