year,plusieurs_DET airs_NOUN,plusieurs_DET chairs_NOUN
1959,2.0151945223645384e-08,0.0
1960,2.5607082898559952e-08,0.0
1961,1.598076654341085e-08,0.0
1962,3.424656330741627e-08,0.0
1963,5.172842765244212e-08,0.0
1964,2.068549243006146e-08,0.0
1965,2.7360216536820303e-08,0.0
1966,2.215629990587331e-08,0.0
1967,3.204718207472368e-08,0.0
1968,3.27873351801955e-08,4.4914158503495116e-10
1969,2.8613074021244245e-08,0.0
1970,2.8052221878738237e-08,1.3796175313274261e-09
1971,4.110717910510431e-08,0.0
1972,9.952484647524074e-08,0.0
1973,2.2604135341275366e-08,0.0
1974,2.531507237168995e-08,0.0
1975,1.8276735680444745e-08,0.0
1976,1.5426522226302808e-08,0.0
1977,1.704266811008992e-08,0.0
1978,2.07920705097564e-08,0.0
1979,1.0533551697555765e-08,0.0
1980,2.4446148327861295e-08,0.0
1981,2.0874313833019187e-08,0.0
1982,2.7933760748943826e-08,0.0
1983,2.0840542402922324e-08,0.0
1984,3.363424899704981e-08,5.799008495621649e-10
1985,1.864822973818292e-08,0.0
1986,1.678455929798872e-08,5.994485463567401e-10
1987,2.1998941002188133e-08,0.0
1988,1.2592763165564236e-08,5.996553809062277e-10
1989,3.347754684579485e-08,0.0
1990,1.9070278800548124e-08,0.0
1991,4.8064014990245596e-08,0.0
1992,1.0468894195980738e-08,0.0
1993,3.046564067687996e-08,5.539207426075166e-10
1994,1.9517228444509982e-08,0.0
1995,3.307695128906829e-08,1.626735190995987e-09
1996,2.935950593752068e-08,5.338092190498855e-10
1997,2.3015492622846523e-08,0.0
1998,2.288702038999446e-08,0.0
1999,3.793266811769058e-08,0.0
2000,1.5463110347724296e-08,0.0
2001,2.3658543346627425e-08,0.0
2002,2.1029863794819192e-08,0.0
2003,4.125253760811631e-08,0.0
2004,2.378587282692024e-08,4.404791253964646e-10
2005,1.8014998715010222e-08,0.0
2006,2.3060183040879423e-08,4.1178899179428186e-10
2007,2.1969636831986605e-08,0.0
2008,2.8099102378220664e-08,0.0
2009,2.145686650578682e-08,0.0
2010,1.9367552228644058e-08,4.723793023408973e-10
2011,1.3383901875663184e-08,0.0
2012,8.170206539093172e-09,6.808505426114664e-10
2013,1.3387799813191492e-08,0.0
2014,1.4725027419615344e-08,0.0
2015,1.2856137154848568e-08,0.0
2016,1.6570720351438695e-08,0.0
2017,9.810883938587978e-09,0.0
2018,8.776986804015507e-09,0.0
2019,1.607122351865442e-08,0.0
