year,vos_DET airs_NOUN,vos_DET chers_ADJ
1930,3.7812974085227324e-08,5.7769820926978355e-08
1931,2.8513392535955973e-08,6.843213729013087e-08
1932,2.6302887090601246e-08,6.904508120797459e-08
1933,3.211785326584504e-08,6.997103696448903e-08
1934,1.677421224144382e-08,4.313368862085554e-08
1935,2.393656828303392e-08,7.659701584117329e-08
1936,2.0612015205756506e-08,7.274828695003066e-08
1937,3.651424218542587e-08,6.169647714937554e-08
1938,2.2040865133021725e-08,3.500607925754906e-08
1939,3.6705721129237645e-08,5.199976982339649e-08
1940,4.3108308034334186e-08,6.846613587185857e-08
1941,2.6563523380929155e-08,5.9030050181263505e-08
1942,2.7307905936524435e-08,1.0012898843392293e-07
1943,5.8064703711835364e-08,6.387117679196308e-08
1944,3.213186161588055e-08,5.7837350908584995e-08
1945,1.5249527862692958e-08,7.189063477852642e-08
1946,6.125285700875338e-08,8.491873604299371e-08
1947,4.0530959921625254e-08,1.370900217789739e-07
1948,2.9354097819123126e-08,7.175445659868274e-08
1949,2.552422073698324e-08,6.47922533403289e-08
1950,3.19060831088791e-08,6.806631214217873e-08
1951,1.7058242818279723e-08,1.2153998185659987e-07
1952,2.741649041126948e-08,9.173979209631256e-08
1953,2.693456835345387e-08,4.632745742583211e-08
1954,2.8340354951694735e-08,7.036225779799565e-08
1955,3.378819002364253e-08,2.7218262754757916e-08
1956,2.8779766569897447e-08,3.5756678729015334e-08
1957,2.6505112771246786e-08,6.891329684677316e-08
1958,3.7225095728121715e-08,4.384289153946952e-08
1959,3.7978666100890734e-08,5.5805383425422406e-08
1960,4.0832916214927906e-08,6.782416961392812e-08
1961,2.640300600376122e-08,6.253343043383097e-08
1962,3.107558699255719e-08,5.390663071480617e-08
1963,3.879631949033069e-08,5.625466392711331e-08
1964,2.9203048756976102e-08,1.0403585720686337e-07
1965,3.994591679656878e-08,1.1162968149847075e-07
1966,4.7636043332133227e-08,4.929776509232653e-08
1967,4.9303355398322424e-08,6.360132903671101e-08
1968,4.2668450106475575e-08,6.153239695549928e-08
1969,3.860494268703718e-08,3.270065629390473e-08
1970,2.3453497643988186e-08,4.6447123480675145e-08
1971,2.620582706391872e-08,7.502060528352672e-08
1972,2.4111690422046195e-08,4.668433528642879e-08
1973,7.718485461882807e-09,6.009392056194329e-08
1974,1.9689501584707614e-08,3.09406438248061e-08
1975,1.313640396460869e-08,3.1413139645053434e-08
1976,2.1140049488721502e-08,3.142439708447853e-08
1977,1.763034590540613e-08,5.465407015847745e-08
1978,2.316830594040198e-08,4.455443658457625e-08
1979,2.867466974976196e-08,9.129078648584255e-08
1980,1.5349907178663358e-08,5.34404157037649e-08
1981,3.099519241267501e-08,6.199038576903959e-08
1982,9.9320033308814e-09,2.6692258958682658e-08
1983,3.410270732473464e-08,8.525676764570278e-08
1984,2.899504214504134e-08,3.189454744756404e-08
1985,2.225756545737312e-08,3.128090186876875e-08
1986,2.2779044428489215e-08,4.615753756986862e-08
1987,1.8332450224534114e-08,4.1553553931095166e-08
1988,1.1993107784658008e-08,2.878345739532051e-08
1989,1.2622680567453415e-08,6.750389935916701e-08
1990,1.47113579651581e-08,3.868542108875772e-08
1991,2.0515127652220855e-08,3.751337640522934e-08
1992,2.1488782808720686e-08,3.305966445044106e-08
1993,1.717154241021035e-08,5.428423160980245e-08
1994,1.7407257746349103e-08,4.167192096948824e-08
1995,1.626735279813829e-08,3.524592884218691e-08
1996,1.7615704006601618e-08,5.658377566497563e-08
1997,1.8220598585472203e-08,4.746945436728822e-08
1998,1.2873949017944142e-08,3.099283996110813e-08
1999,9.597422329088445e-09,5.164327437912064e-08
2000,1.5021306976059634e-08,4.0645890875268265e-08
2001,1.533424159871899e-08,3.6364057709459274e-08
2002,2.2782351449812666e-08,4.0745359086713506e-08
2003,1.4584229823810801e-08,4.166922940029849e-08
2004,2.2904915297772277e-08,4.4488391109931413e-08
2005,1.711424801875694e-08,7.926599554508584e-08
2006,2.017765970974139e-08,3.664922054724684e-08
2007,2.5165220352008077e-08,4.03442428353884e-08
2008,2.639612536881053e-08,4.768332440008294e-08
2009,2.288732470212551e-08,5.245011935883781e-08
2010,4.2986517012622016e-08,4.2986517012622016e-08
2011,3.823972066774317e-08,5.353560772469734e-08
2012,5.7531869934734914e-08,6.29786767181173e-08
2013,6.387096518345459e-08,7.140160418472874e-08
2014,7.665676071688665e-08,7.730639106640069e-08
2015,7.403361701463496e-08,8.422986264022825e-08
2016,7.726098316673813e-08,7.99537280826712e-08
2017,4.779661522125167e-08,6.817306363871012e-08
2018,6.815071795784888e-08,7.512068278536788e-08
2019,5.892781684835313e-08,6.122370566075119e-08
