year,départs_NOUN légaux_ADJ
1800,0.0
1801,0.0
1802,0.0
1803,0.0
1804,0.0
1805,0.0
1806,0.0
1807,0.0
1808,0.0
1809,0.0
1810,0.0
1811,0.0
1812,0.0
1813,0.0
1814,0.0
1815,0.0
1816,0.0
1817,0.0
1818,0.0
1819,0.0
1820,0.0
1821,0.0
1822,0.0
1823,0.0
1824,0.0
1825,0.0
1826,0.0
1827,0.0
1828,0.0
1829,0.0
1830,0.0
1831,0.0
1832,0.0
1833,0.0
1834,0.0
1835,0.0
1836,0.0
1837,0.0
1838,0.0
1839,0.0
1840,0.0
1841,0.0
1842,0.0
1843,0.0
1844,0.0
1845,0.0
1846,0.0
1847,0.0
1848,0.0
1849,0.0
1850,0.0
1851,0.0
1852,0.0
1853,0.0
1854,0.0
1855,0.0
1856,0.0
1857,0.0
1858,0.0
1859,0.0
1860,0.0
1861,0.0
1862,0.0
1863,0.0
1864,0.0
1865,0.0
1866,0.0
1867,0.0
1868,0.0
1869,0.0
1870,0.0
1871,0.0
1872,0.0
1873,0.0
1874,0.0
1875,0.0
1876,0.0
1877,0.0
1878,0.0
1879,0.0
1880,0.0
1881,0.0
1882,0.0
1883,0.0
1884,0.0
1885,0.0
1886,0.0
1887,0.0
1888,0.0
1889,0.0
1890,0.0
1891,0.0
1892,0.0
1893,0.0
1894,0.0
1895,0.0
1896,0.0
1897,0.0
1898,0.0
1899,0.0
1900,0.0
1901,0.0
1902,0.0
1903,0.0
1904,0.0
1905,0.0
1906,0.0
1907,0.0
1908,0.0
1909,0.0
1910,0.0
1911,0.0
1912,0.0
1913,0.0
1914,0.0
1915,0.0
1916,0.0
1917,0.0
1918,0.0
1919,0.0
1920,0.0
1921,0.0
1922,7.377935484775833e-10
1923,1.0615948120573648e-09
1924,0.0
1925,0.0
1926,0.0
1927,0.0
1928,0.0
1929,0.0
1930,0.0
1931,0.0
1932,0.0
1933,0.0
1934,0.0
1935,0.0
1936,0.0
1937,0.0
1938,0.0
1939,0.0
1940,0.0
1941,0.0
1942,0.0
1943,0.0
1944,0.0
1945,0.0
1946,0.0
1947,0.0
1948,0.0
1949,0.0
1950,0.0
1951,0.0
1952,0.0
1953,0.0
1954,0.0
1955,0.0
1956,0.0
1957,0.0
1958,0.0
1959,0.0
1960,0.0
1961,0.0
1962,0.0
1963,0.0
1964,0.0
1965,0.0
1966,0.0
1967,0.0
1968,0.0
1969,1.3625273131978588e-09
1970,0.0
1971,5.138397485282553e-10
1972,5.130146862875051e-10
1973,0.0
1974,1.1251143350321513e-09
1975,5.711480177694739e-10
1976,1.142705374768127e-09
1977,2.3507127355770763e-09
1978,5.940591352171509e-10
1979,2.3407893401383717e-09
1980,5.685150683554241e-10
1981,1.2651099057237047e-09
1982,1.8622506869903077e-09
1983,3.78918940668882e-09
1984,4.639206796497319e-09
1985,3.609334831011779e-09
1986,8.392279760016663e-09
1987,1.4054879038383206e-08
1988,7.195864348830128e-09
1989,1.0427432250992297e-08
1990,6.538381391862913e-09
1991,5.8614650910726596e-09
1992,4.958949695321735e-09
1993,6.093128224193833e-09
1994,1.5824779264761446e-09
1995,4.880205572987961e-09
1996,1.6014276571496566e-09
1997,3.835915585170824e-09
1998,2.3840645013706308e-09
1999,1.3710603763428253e-09
2000,3.97622823555821e-09
2001,2.6287270138425356e-09
2002,8.76244299341522e-10
2003,4.1669229178253886e-10
2004,8.809582507929292e-10
2005,1.8014998381943315e-09
2006,1.2353669198716943e-09
2007,2.3966877371606188e-09
2008,4.257439678578834e-10
2009,2.860915504498962e-09
2010,9.447586046817946e-10
2011,7.64794394481072e-10
2012,5.446804340891731e-09
2013,1.9523875849358774e-09
2014,4.330890368553497e-10
2015,4.433150790905671e-10
2016,1.0356699942093428e-09
2017,5.031222660711876e-10
2018,7.744400121190154e-10
2019,1.02039510174734e-09
