year,serais_VERB en_ADP,serais_VERB lent_ADJ
1904,6.71828175313749e-08,0.0
1905,9.599011718819384e-08,0.0
1906,7.922044176211784e-08,0.0
1907,1.0851399423472685e-07,0.0
1908,9.921006238755581e-08,0.0
1909,1.1001966981893929e-07,0.0
1910,9.459146355084158e-08,0.0
1911,6.171634225893285e-08,0.0
1912,1.0210465717364059e-07,0.0
1913,1.0659009319624602e-07,0.0
1914,6.428874144148722e-08,0.0
1915,6.361611326610728e-08,0.0
1916,5.6036057571873243e-08,1.0987462051303964e-09
1917,4.0575770299255964e-08,0.0
1918,5.283732917860107e-08,0.0
1919,5.1563951330990676e-08,0.0
1920,1.0979736231320203e-07,0.0
1921,6.209653236055601e-08,0.0
1922,5.090775445637519e-08,0.0
1923,1.1146745748646936e-07,0.0
1924,1.1086797258030856e-07,0.0
1925,9.898359820681435e-08,1.0998177923937646e-09
1926,9.697140512798796e-08,0.0
1927,1.0814748208076708e-07,1.1149224876660924e-09
1928,9.940655587570291e-08,0.0
1929,1.1140406286358484e-07,0.0
1930,9.768351105776674e-08,0.0
1931,1.1291302826066385e-07,0.0
1932,1.0301964437076094e-07,0.0
1933,7.685343916818965e-08,0.0
1934,8.626737724171107e-08,0.0
1935,1.0651773152403621e-07,0.0
1936,7.881064334469556e-08,0.0
1937,1.5109341688912536e-07,0.0
1938,9.723910920911294e-08,0.0
1939,7.799965828780842e-08,0.0
1940,4.81798743123818e-08,0.0
1941,9.444808313219255e-08,0.0
1942,1.0316320242509391e-07,0.0
1943,1.5096823346993915e-07,0.0
1944,1.0603514510876266e-07,0.0
1945,1.3942425880486553e-07,0.0
1946,8.770295778504078e-08,0.0
1947,1.2278496797080152e-07,0.0
1948,1.174163912764925e-07,0.0
1949,1.364564212735786e-07,0.0
1950,1.1486190487630665e-07,0.0
1951,1.3539980159293918e-07,0.0
1952,8.963083075741451e-08,0.0
1953,1.335954635806047e-07,0.0
1954,1.338837449793573e-07,0.0
1955,1.220129064449793e-07,0.0
1956,9.767678932348645e-08,0.0
1957,6.096176008441034e-08,0.0
1958,8.354965785883905e-08,0.0
1959,9.61092752049808e-08,7.750747821333448e-10
1960,1.2042249863952748e-07,0.0
1961,9.17157052526818e-08,0.0
1962,1.135210183633717e-07,0.0
1963,9.052474325699222e-08,6.466053248388448e-10
1964,1.1985417813775712e-07,0.0
1965,1.1053527515514361e-07,0.0
1966,1.1244321740377927e-07,0.0
1967,1.0896041402475021e-07,0.0
1968,1.266579232606091e-07,0.0
1969,1.185398801339943e-07,0.0
1970,1.0301143760216291e-07,0.0
1971,1.0893402446754408e-07,0.0
1972,9.593374983296599e-08,1.0260293725750103e-09
1973,8.600597567465229e-08,0.0
1974,9.788494992335472e-08,0.0
1975,8.85279405338224e-08,0.0
1976,8.913102078622614e-08,0.0
1977,8.462566114531e-08,0.0
1978,8.49504573352533e-08,1.1881182704343018e-09
1979,8.017203612098456e-08,0.0
1980,9.835310521566498e-08,0.0
1981,1.0184134424662261e-07,0.0
1982,1.0056153598725359e-07,0.0
1983,9.662433342327859e-08,0.0
1984,9.742334583506818e-08,0.0
1985,7.760069564710648e-08,0.0
1986,1.0130680294651029e-07,5.994485463567401e-10
1987,9.349550111892313e-08,0.0
1988,8.93486529207621e-08,0.0
1989,1.1195768934157968e-07,0.0
1990,8.445409349633337e-08,0.0
1991,9.495573749518371e-08,1.1722930404189924e-09
1992,9.311805371226001e-08,5.509944167592096e-10
1993,1.0247534021345928e-07,0.0
1994,9.23112182249497e-08,0.0
1995,1.0736452793480566e-07,0.0
1996,8.43418561657927e-08,0.0
1997,1.0356971813507698e-07,0.0
1998,9.870027639635737e-08,4.768129224785866e-10
1999,9.825932778539936e-08,0.0
2000,8.747702651135114e-08,0.0
2001,8.80623574062156e-08,0.0
2002,1.0164433916770577e-07,0.0
2003,1.275078460594159e-07,0.0
2004,1.211317623983632e-07,0.0
2005,1.1619673756513293e-07,0.0
2006,1.243602696376911e-07,0.0
2007,1.533880151782796e-07,0.0
2008,1.6050547912982438e-07,0.0
2009,1.8500587373182498e-07,4.76819250749827e-10
2010,2.30521095545555e-07,0.0
2011,2.592653061128658e-07,0.0
2012,3.571061029106204e-07,0.0
2013,3.854570707062521e-07,0.0
2014,3.8696504134350107e-07,0.0
2015,3.717196932484512e-07,4.433150790905671e-10
2016,4.132323283556616e-07,6.214020409345267e-10
2017,4.422444703777728e-07,0.0
2018,4.974486387254728e-07,7.744400121190154e-10
2019,4.4234127472009277e-07,0.0
