year,ces_DET êtres_NOUN,ces_DET etres_NOUN,ces_DET lettres_NOUN
1867,2.7428091442516234e-06,1.1161466417775046e-08,9.303810166727544e-06
1868,2.9565146490995176e-06,1.0867722832763604e-08,8.890291308460974e-06
1869,3.14889308583588e-06,6.348574999037737e-09,9.175155796015133e-06
1870,2.9346861794010692e-06,1.204150246181257e-08,8.98525441783704e-06
1871,3.3286769394180737e-06,6.37270636261178e-09,7.267009340949926e-06
1872,2.7013464887204464e-06,9.071009166028432e-09,7.669840176305343e-06
1873,2.520107940995331e-06,7.78180558880237e-09,7.445392213867308e-06
1874,2.2279317875018023e-06,2.3898436007918633e-09,8.843616484455197e-06
1875,2.776657225922463e-06,5.1493745933939294e-09,8.519926026906433e-06
1876,2.9927773397275814e-06,3.627608879952504e-09,7.915442687078666e-06
1877,2.6730775459782308e-06,4.329371305900054e-09,8.380425839504824e-06
1878,2.4367723909790584e-06,4.227361960484899e-09,8.463782855017143e-06
1879,2.9251448694367355e-06,2.8102896787451925e-08,9.341158545339567e-06
1880,2.573556386664677e-06,5.134277003548959e-09,9.135162486018089e-06
1881,2.45432269707635e-06,1.6734018393194106e-08,8.873213150906167e-06
1882,2.6814547737785688e-06,3.3276925659464496e-09,8.514899590750247e-06
1883,2.888569838432886e-06,4.423537203201988e-09,8.851497842243816e-06
1884,2.7634703627654744e-06,4.621187876807653e-09,7.994655220500135e-06
1885,2.3481449886730843e-06,3.8673814151124475e-09,8.45087312129067e-06
1886,2.283880903064528e-06,1.936039106809062e-09,8.357235909528526e-06
1887,2.4183136275723882e-06,4.570247291724172e-09,7.213155971186325e-06
1888,2.3999227067861284e-06,6.340614699951175e-09,8.086186035427545e-06
1889,2.402053311811869e-06,2.506054641582267e-09,8.134653629809918e-06
1890,2.1111678307761395e-06,2.621754646714436e-09,7.042032891035888e-06
1891,2.5356646204954814e-06,8.923907723890068e-09,6.50680363278866e-06
1892,2.082399802816326e-06,2.5074049503359674e-09,7.344815816878736e-06
1893,2.3716061292589075e-06,6.158416554491453e-10,7.301418722960307e-06
1894,2.2893491262721e-06,3.150769645188234e-09,7.380362909259475e-06
1895,2.3406392557490108e-06,8.426060071897723e-09,7.159141812707048e-06
1896,2.509775555381566e-06,7.666137613604462e-09,6.671898407972776e-06
1897,2.1815214950038353e-06,9.32274157872115e-09,6.910482303723597e-06
1898,3.07248674857874e-06,1.0185038590293516e-08,8.381155183201372e-06
1899,2.39731070905691e-06,6.633094074004475e-09,8.133278699418156e-06
1900,2.2804297259426676e-06,9.8630008604772e-09,7.574785001907003e-06
1901,2.4238360651906987e-06,1.3412973398629902e-08,6.590240817061499e-06
1902,1.8767104847938754e-06,1.9641135939885146e-09,6.006259312130169e-06
1903,2.1951895092797713e-06,1.2960528428251905e-08,6.581788563053692e-06
1904,2.189622250625689e-06,1.6123875568041512e-08,6.723118552542928e-06
1905,1.9734741982802007e-06,7.741138674521864e-09,6.68318302743387e-06
1906,2.189364835203378e-06,1.6461390306421464e-08,6.613877802763568e-06
1907,2.0401659952540285e-06,5.657127710723131e-09,6.495925603644537e-06
1908,2.172798545529986e-06,5.893666887857307e-09,7.065524355809316e-06
1909,2.2141457947100207e-06,4.400786846048277e-09,7.229942557529512e-06
1910,2.32256797971786e-06,5.878565856320961e-09,6.595750939197842e-06
1911,2.1371943716985697e-06,1.1172785474578006e-08,6.8217835469397414e-06
1912,2.2140040840668007e-06,9.376958098883392e-09,6.772768522012029e-06
1913,2.3025580588864614e-06,8.484783708961885e-09,6.655782575748503e-06
1914,2.1938533336651744e-06,1.4063162023791875e-08,6.3270836534456976e-06
1915,1.76593616174614e-06,5.890380849749022e-09,5.902161865023459e-06
1916,1.7052540925988069e-06,6.592477230782379e-09,6.029918939276513e-06
1917,2.048528131126659e-06,1.0966424435210342e-09,5.752986439233609e-06
1918,1.91248165037905e-06,5.743188147278033e-09,5.089613537734294e-06
1919,1.9585093298246647e-06,1.473255778483562e-08,4.674824561234914e-06
1920,2.1323405547946095e-06,1.514446301698058e-08,5.046135306940869e-06
1921,2.1582331299896396e-06,8.330022172042817e-09,4.61331762124928e-06
1922,2.147717012235262e-06,6.6401419362982494e-09,4.513820986318251e-06
1923,2.1720229597121943e-06,2.0170300985000722e-08,5.159350811467789e-06
1924,2.4300713192815238e-06,7.734974660777993e-09,5.770291153339713e-06
1925,2.601069155616642e-06,8.798542339150117e-09,5.8180361968140915e-06
1926,2.5279443036652083e-06,2.6750732518010523e-08,5.991049512488189e-06
1927,2.594424643120874e-06,1.3379070296082318e-08,5.546739355821728e-06
1928,2.2920639395351827e-06,4.5704163786908225e-09,5.375952298436459e-06
1929,2.1289315697003985e-06,2.2280812750352652e-09,5.5145011508273e-06
1930,2.0166918375252862e-06,2.100720708497761e-09,5.6425357719547264e-06
1931,2.0301535101907575e-06,7.983749661377715e-09,4.837011687186532e-06
1932,1.8477779093473146e-06,1.2055490383744427e-08,5.02385160316976e-06
1933,1.727481702573641e-06,9.176529758292418e-09,5.691742861912985e-06
1934,1.7936425962261637e-06,5.990790086229936e-09,5.013092925665319e-06
1935,2.066922689891726e-06,8.377798899061872e-09,5.110457129475776e-06
1936,2.132737321858258e-06,6.0623572828433225e-09,4.617091313718902e-06
1937,2.0019877382537743e-06,0.0,4.851357807922341e-06
1938,2.1262952145661984e-06,6.482607117774819e-09,4.198136402067121e-06
1939,2.0662261874804244e-06,1.3764645423464117e-08,4.107981968815011e-06
1940,1.5924716763038305e-06,0.0,4.062324276965512e-06
1941,2.036536784544296e-06,2.9515025978810172e-09,4.577780419623423e-06
1942,2.1573244879391495e-06,3.034211770724937e-09,5.288631282240885e-06
1943,2.4067820731943357e-06,0.0,4.314207560085492e-06
1944,2.609107241369202e-06,3.2131861615880553e-09,3.7015904155168755e-06
1945,2.7558076567402168e-06,6.535512131478072e-09,3.895165143319446e-06
1946,2.4668195806043514e-06,2.7842208538686464e-09,4.080275640916398e-06
1947,2.579676390723762e-06,9.536696765621855e-09,4.4822474727368444e-06
1948,2.2167779860637893e-06,1.1959076839929139e-08,3.558368939948764e-06
1949,2.236314514902915e-06,1.7670615193310368e-08,3.2121252093730845e-06
1950,2.270649702040828e-06,8.508289184305795e-09,3.477763117487598e-06
1951,1.9041264067709562e-06,7.462981344019681e-09,4.2475024013555185e-06
1952,2.102633985145985e-06,7.381362521208246e-09,3.4597502232003308e-06
1953,2.1806227294973723e-06,1.616074141175261e-08,4.0983640161584844e-06
1954,2.3004550513405775e-06,7.818029112982572e-09,3.834743182551392e-06
1955,1.8855685794960664e-06,6.569925492527773e-09,3.9672965499448765e-06
1956,2.1314470188826817e-06,8.72114158667614e-09,3.85212819153935e-06
1957,1.7943961125865826e-06,7.068030161150318e-09,3.779629073719093e-06
1958,1.7801868068545446e-06,7.4450192122377246e-09,3.7762791977868915e-06
1959,1.8191004613754558e-06,4.960478539040025e-08,4.073793018477545e-06
1960,1.909457964188732e-06,9.689166802218097e-09,3.7559363139649804e-06
1961,2.0142713736959195e-06,1.2506686519753174e-08,4.14805105464211e-06
1962,2.087137957573759e-06,4.5027891970583767e-08,3.9675278014073e-06
1963,1.9837851397142003e-06,1.4225316924409981e-08,3.5640884759047253e-06
1964,1.8604774965069737e-06,1.8251905264943247e-08,4.549591515967677e-06
1965,1.986898993777686e-06,1.4774516721161035e-08,5.103227813663125e-06
1966,2.0084685417032233e-06,1.440159480559089e-08,4.33875728589328e-06
1967,1.9203656478339326e-06,1.133977206579928e-08,8.221827727084019e-06
1968,1.97712127203431e-06,1.7067379842750086e-08,5.367241868725614e-06
1969,1.8839211719523519e-06,1.0446042891798513e-08,4.18931735168826e-06
1970,1.7645307508473707e-06,1.6095537180849107e-08,4.277733992807953e-06
1971,1.7717194253918933e-06,1.0276794970565106e-08,3.8722963395798615e-06
1972,1.7955513698098002e-06,5.643161493651405e-09,3.6429172265428633e-06
1973,1.6953101038552632e-06,2.4258095698836968e-08,4.024087459697512e-06
1974,1.4575855828979911e-06,2.250228647859842e-08,3.7370673666714538e-06
1975,1.2650928624680091e-06,9.138368284311582e-09,3.6107977594568297e-06
1976,1.4678050774818985e-06,1.7711933697484028e-08,5.251874156897429e-06
1977,1.3175745436910802e-06,1.2928919546073558e-08,3.5007990017987822e-06
1978,1.5356429088342338e-06,6.534650598410963e-09,3.4360380372078225e-06
1979,1.7807554399951186e-06,1.5800327823889404e-08,3.528739867419972e-06
1980,1.6697287890110601e-06,2.899426809754857e-08,3.4400846846693867e-06
1981,1.7306704052089117e-06,9.488324348438937e-09,3.136839966444427e-06
1982,1.810107676192274e-06,1.6760256071890467e-08,3.489237050402494e-06
1983,1.565566890349146e-06,2.0209010576088815e-08,3.1216606561912386e-06
1984,1.5199201186533173e-06,1.797692672500517e-08,3.344288227680181e-06
1985,1.5598342173461788e-06,7.218669662023558e-09,3.0198102045631003e-06
1986,1.6257044137546472e-06,1.0790073612376716e-08,3.153698768798563e-06
1987,1.6713084534103473e-06,7.944061852782625e-09,3.2057345062952436e-06
1988,1.6898288208722079e-06,4.377484297268808e-08,2.8279747450454806e-06
1989,1.466975049879693e-06,7.134558721588746e-09,3.4575169554074137e-06
1990,1.6874472379413419e-06,1.0897302060719483e-08,2.794068270972616e-06
1991,1.584940193311013e-06,1.5239809691980355e-08,3.115368722106382e-06
1992,1.6144136907314532e-06,3.856960972825618e-09,3.0795076906287022e-06
1993,1.61855638225461e-06,8.862732159276021e-09,3.4459410098719445e-06
1994,1.8372569314806242e-06,1.3187316405538496e-08,3.182890640829328e-06
1995,1.5611236392487626e-06,1.1929391807719014e-08,3.0880857337933776e-06
1996,1.6996485499021219e-06,9.074756945892659e-09,3.1884423652428495e-06
1997,1.6657463106639625e-06,6.712852385071244e-09,2.9603678264322753e-06
1998,1.588740673241773e-06,9.059445638115449e-09,3.3395977023786827e-06
1999,1.685490133240819e-06,1.8737824458714414e-08,3.0154187538045107e-06
2000,1.8683855103063252e-06,3.1368023734046346e-08,2.966708228413495e-06
2001,1.8024305603603352e-06,1.840108909689775e-08,3.268384062948826e-06
2002,1.6556636381892531e-06,1.095305346421327e-08,3.1610513957502917e-06
2003,1.7117719437464984e-06,7.917153710401692e-09,3.0914401776271916e-06
2004,1.6473919259851755e-06,9.250061494547879e-09,3.033579849542889e-06
2005,1.771775075098958e-06,2.2969123714133843e-08,3.0584963592872327e-06
2006,1.7488678594190787e-06,1.4824403926638752e-08,3.2086597627767333e-06
2007,1.7611660183547428e-06,8.388406691484107e-09,3.1480492053148623e-06
2008,1.6808371299248392e-06,6.3861594623570994e-09,2.939762048015382e-06
2009,1.8271713173589887e-06,1.2874119548200724e-08,2.751724022864721e-06
2010,1.9235284867136215e-06,3.779034363216027e-09,2.3628413030607476e-06
2011,1.9200163592358876e-06,5.735957819830162e-09,2.1735456554594634e-06
2012,2.216508846686338e-06,1.0553183493744456e-08,2.5150619116232065e-06
2013,2.417892488892903e-06,1.3945624655065103e-09,2.5436821200486293e-06
2014,2.6333978553338966e-06,3.248167693148396e-09,2.910574791847864e-06
2015,2.5907334020303097e-06,3.3248630099125265e-09,2.839876362514815e-06
2016,2.6364015184299205e-06,3.7284121345848575e-09,3.229633347423544e-06
2017,2.113365013656221e-06,5.031222521933998e-09,2.1634257643121657e-06
2018,2.490082891881684e-06,9.809573486840861e-09,2.5300954478169047e-06
2019,2.7142509679833893e-06,4.0815804625005114e-09,3.4622006399587235e-06
