year,mêmes_ADJ âmes_NOUN,mêmes_ADJ ames_NOUN,mêmes_ADJ lames_NOUN
1921,2.499006690470651e-08,0.0,1.5145494858259667e-09
1922,1.623145884366295e-08,0.0,4.426761179843197e-09
1923,2.653987074552333e-08,0.0,5.307974060286824e-09
1924,1.2891624656674594e-08,0.0,5.156649773851996e-09
1925,3.189471442510694e-08,0.0,9.898360353588487e-09
1926,2.5636119005412183e-08,0.0,4.458455382660986e-09
1927,1.5608915049369898e-08,0.0,5.574612327308159e-09
1928,1.2568645679778001e-08,1.1426041224282812e-09,0.0
1929,2.0052731031228177e-08,1.1140406375176326e-09,4.4561625500705304e-09
1930,2.10072066408884e-08,1.0503603542488804e-09,6.302162347537887e-09
1931,1.9389105432310316e-08,0.0,5.7026783295555106e-09
1932,2.1919072779041926e-08,1.0959536611565568e-09,4.383814644626227e-09
1933,1.1470662641954732e-08,0.0,3.4411986593596566e-09
1934,2.3963160344919743e-08,0.0,7.188948103475923e-09
1935,2.6330225111337313e-08,0.0,0.0
1936,1.9399543305098632e-08,0.0,7.274828739411987e-09
1937,2.7700460591972842e-08,0.0,2.5182236296217297e-09
1938,3.1116513810047763e-08,0.0,1.2965214457594243e-09
1939,1.8352860564618823e-08,0.0,7.647025235257843e-09
1940,7.607348528892999e-09,0.0,1.5214697057785997e-08
1941,1.7709016475464523e-08,0.0,2.9515025978810172e-09
1942,4.247896612241675e-08,0.0,3.034211770724937e-09
1943,1.4516175816936538e-08,0.0,1.7419411690866582e-08
1944,2.8918675454292497e-08,0.0,9.639558484764166e-09
1945,8.714016175304096e-09,0.0,1.742803235060819e-08
1946,2.7842208538686464e-08,0.0,6.960552134671616e-09
1947,1.6689218895749036e-08,0.0,4.7683483828109274e-09
1948,9.784699273041042e-09,0.0,4.348755133776194e-09
1949,1.2762110479513922e-08,0.0,1.570721330779179e-08
1950,1.4889506516624351e-08,0.0,7.444753258312176e-09
1951,2.2388944032059044e-08,0.0,5.330700769690111e-09
1952,1.5817205323287453e-08,0.0,3.1634410646574906e-09
1953,1.1851209791302608e-08,0.0,6.464296653518886e-09
1954,3.0294863506696856e-08,9.772536113672459e-10,6.840775057526116e-09
1955,8.447047505910632e-09,0.0,1.8771215692936494e-09
1956,6.104799332717903e-09,8.72114158667614e-10,6.104799332717903e-09
1957,8.835037590415595e-09,0.0,1.0602045463770082e-08
1958,2.4816730892496253e-09,0.0,8.272243445794913e-10
1959,1.3176271629333769e-08,3.100299128533379e-09,5.425523585955716e-09
1960,2.2838749558218296e-08,0.0,1.3841666701708277e-09
1961,1.320150300188061e-08,0.0,6.25334317660986e-09
1962,5.0735651235811474e-09,0.0,6.341956293454132e-09
1963,9.052474325699222e-09,0.0,5.819448034571906e-09
1964,2.1293889318485526e-08,1.8251904432275978e-09,2.4335873316516654e-09
1965,8.20806533852192e-09,0.0,1.4227312661319047e-08
1966,9.970334780007306e-09,0.0,7.754704434148607e-09
1967,1.1339771788243524e-08,0.0,4.437302081328198e-09
1968,2.0211372131484495e-08,2.69484942694298e-09,8.982831312120965e-09
1969,6.358460868938209e-09,9.083515606356229e-10,2.2708788183223305e-09
1970,1.1496812390987543e-08,0.0,9.657322941336588e-09
1971,1.6956711590410123e-08,3.083038491169532e-09,6.679916619845017e-09
1972,5.130146973897354e-09,5.130146862875051e-10,1.0260293725750103e-09
1973,7.1671650836435674e-09,1.102640756478479e-09,3.3079223804577396e-09
1974,4.500457340128605e-09,0.0,3.3753431161187564e-09
1975,1.5420996035686585e-08,0.0,3.4268881066168433e-09
1976,6.8562320265641574e-09,0.0,6.2848797277581525e-09
1977,8.815172591880582e-09,0.0,2.938390863960194e-09
1978,1.2475242172627077e-08,5.940591352171509e-10,2.970295565063452e-09
1979,5.266775904289034e-09,1.7555920051037788e-09,1.1703946700691858e-09
1980,3.411090521154847e-09,0.0,4.548120546843393e-09
1981,5.060439622894819e-09,1.2651099057237047e-09,1.2651099057237047e-09
1982,6.828252629986764e-09,1.2415004579935385e-09,1.2415004579935385e-09
1983,1.3893695083311286e-08,0.0,3.157658134966823e-09
1984,1.275781880138993e-08,0.0,2.3196033982486597e-09
1985,9.02333674446254e-09,0.0,1.8046674155058895e-09
1986,7.1933827783254856e-09,1.1988970927134801e-09,5.994485463567401e-10
1987,6.721898593298192e-09,0.0,6.110816852533674e-10
1988,7.195864348830128e-09,0.0,2.398621523624911e-09
1989,6.585746614717891e-09,5.488122178931576e-10,1.0976244357863152e-09
1990,8.172976073694826e-09,0.0,2.179460389939436e-09
1991,5.8614650910726596e-09,0.0,1.7584396161396398e-09
1992,8.815910668147353e-09,5.509944167592096e-10,1.65298330578878e-09
1993,4.4313659408601325e-09,0.0,1.1078414852150331e-09
1994,1.1077346151466827e-08,0.0,1.5824779264761446e-09
1995,5.964695848348356e-09,0.0,1.626735190995987e-09
1996,7.473328622609188e-09,0.0,5.338092190498855e-10
1997,1.054876808126437e-08,0.0,1.917957792585412e-09
1998,1.0489884516573511e-08,0.0,1.9072516899143466e-09
1999,4.570201106446348e-09,9.140402323914998e-10,0.0
2000,3.97622823555821e-09,0.0,1.3254094488601709e-09
2001,1.270551397425379e-08,8.762423564512289e-10,8.762423564512289e-10
2002,9.63868718173444e-09,0.0,0.0
2003,1.0000615446870142e-08,0.0,1.2500769308587678e-09
2004,1.1011977996133737e-08,4.404791253964646e-10,8.809582507929292e-10
2005,5.854874363109275e-09,0.0,2.251874686720612e-09
2006,7.412201963319376e-09,0.0,8.235779835885637e-10
2007,6.391167151065247e-09,0.0,1.1983438685803094e-09
2008,1.0217855006544596e-08,0.0,4.257439678578834e-10
2009,5.245011536203492e-09,0.0,0.0
2010,6.613310343794865e-09,0.0,9.447586046817946e-10
2011,1.0324724186716594e-08,0.0,0.0
2012,1.7021264397953928e-08,3.404252713057332e-10,2.382976926895708e-09
2013,1.2829975304384789e-08,0.0,2.2313000336282585e-09
2014,1.2992670939127038e-08,0.0,1.7323561474213989e-09
2015,1.8619234154471087e-08,2.2165753954528356e-10,8.866301581811342e-10
2016,1.2013772199281902e-08,0.0,1.6570720351438695e-09
2017,8.301517695485927e-09,2.515611330355938e-10,5.031222660711876e-10
2018,1.4714360396794746e-08,0.0,1.8070267504555204e-09
2019,2.3213988953330045e-08,0.0,1.2754939326953263e-09
