year,serez_VERB à_ADP,serez_VERB a_ADP,serez_VERB là_ADV
1871,1.8374636567841662e-07,1.0621177271019633e-09,2.8677177965619194e-08
1872,2.8301548127274145e-07,2.4189357183956872e-09,6.289232601375261e-08
1873,3.2504004821021226e-07,5.986004469882289e-10,5.566984029314881e-08
1874,2.6049295343000267e-07,1.7923826867161097e-09,4.719941060216115e-08
1875,3.461524045178521e-07,6.293679688518239e-09,5.2065896483100005e-08
1876,3.0290533459265134e-07,9.673623679873344e-09,5.622793608495158e-08
1877,3.135701831524784e-07,4.9478527941460015e-09,5.318941731502491e-08
1878,2.518299879739061e-07,4.227361960484899e-09,4.3481438893877566e-08
1879,3.4212220612062083e-07,1.2218650868867087e-08,6.353698012162567e-08
1880,3.106237613792473e-07,3.2089231272180996e-09,5.0700986520269e-08
1881,3.7581816059173434e-07,4.8807553554297556e-09,6.414706632540401e-08
1882,3.347658719121682e-07,2.6621540527571597e-09,3.3276926103553706e-08
1883,2.62884498170024e-07,1.2638677882037541e-09,5.687405035814663e-08
1884,2.7397041435506253e-07,3.300848483434038e-09,4.951272813968899e-08
1885,2.0948316148405866e-07,1.2891271383708158e-09,5.0920522909336796e-08
1886,1.684354060671467e-07,6.453463874400711e-10,4.5174246565693466e-08
1887,1.8150410596717848e-07,2.6115698492645834e-09,5.810742820244741e-08
1888,2.0099749065138894e-07,3.1703073499755874e-09,3.804368731152863e-08
1889,2.4120777197822463e-07,6.265136742733546e-10,4.698852507090123e-08
1890,2.7397334179113386e-07,1.3108772956016423e-09,6.423298515301212e-08
1891,2.1927317561676318e-07,1.2748440081367107e-09,4.398211927991724e-08
1892,1.717572359893893e-07,6.268512375839919e-10,3.57305189879753e-08
1893,1.7428318699330703e-07,1.2316833108982905e-09,2.5249507373814595e-08
1894,2.2685541978262336e-07,6.301539290376468e-10,6.049477718761409e-08
1895,2.2148500988805608e-07,1.2037228991346183e-09,5.1760085995056215e-08
1896,1.9578136800646462e-07,5.89702897624278e-10,3.3613066108273415e-08
1897,1.9344689405897952e-07,5.826713556089658e-10,2.505486840220783e-08
1898,1.6409229885994137e-07,1.13167097914868e-09,4.809601605870739e-08
1899,1.9235972104070242e-07,5.527578395003729e-10,6.743645997175918e-08
1900,2.0816122514588642e-07,1.038210628578895e-09,4.6200373304827735e-08
1901,1.916937435453292e-07,6.147612696683069e-09,5.532851687917173e-08
1902,1.772612421291342e-07,5.892340837476695e-09,3.289890315727462e-08
1903,1.8144740465686482e-07,5.940242076007962e-09,4.5361851164216205e-08
1904,1.714505373229258e-07,8.599400302955473e-09,4.5146851590516235e-08
1905,1.60499610046827e-07,5.676835002077496e-09,3.715746643706552e-08
1906,2.1348365919493517e-07,5.144184522798412e-10,4.578324208637241e-08
1907,1.9028520625852252e-07,0.0,2.3142794347563722e-08
1908,1.8565050652341597e-07,5.40252820258047e-09,4.911388984396581e-08
1909,1.8428295334160794e-07,5.500983557560346e-10,4.8958753495753626e-08
1910,2.0842188064307265e-07,1.6032452032632705e-09,5.344150721953156e-08
1911,1.840849392920063e-07,0.0,2.8730021028877673e-08
1912,2.2556794476713549e-07,0.0,3.5945006970905524e-08
1913,1.8719553906976216e-07,1.060597942803554e-09,4.7726906871048413e-08
1914,2.1831384344750404e-07,2.0090231700464756e-09,4.085013571852869e-08
1915,1.6021836302115844e-07,1.1780761921542648e-09,4.476689596799588e-08
1916,1.6151568615896394e-07,1.0987462051303964e-09,1.8678685265172135e-08
1917,1.7765607651654136e-07,3.289927441585405e-09,2.52227767560953e-08
1918,1.6770108857144805e-07,2.2972752589112133e-09,2.412139110674616e-08
1919,1.7863226275949273e-07,3.6831394045755417e-09,3.6831394822911534e-08
1920,1.976352450583363e-07,3.786115865267448e-09,3.407504323149624e-08
1921,1.711440944518472e-07,0.0,2.120369302360814e-08
1922,1.6674134428740217e-07,2.21338064543275e-09,5.016996240669869e-08
1923,2.0701098435438325e-07,3.1847844361720945e-09,5.201814445854325e-08
1924,1.8306106142063072e-07,1.289162443462999e-09,5.9301473953610184e-08
1925,2.3316137287565653e-07,0.0,5.0591619782380803e-08
1926,2.140058654731547e-07,2.229227691330493e-09,4.0126099776216506e-08
1927,2.2967402912854595e-07,0.0,6.801027296887696e-08
1928,1.9767051639973943e-07,0.0,4.4561559775502246e-08
1929,2.595714647668501e-07,0.0,5.124586976990031e-08
1930,1.964173890200982e-07,0.0,5.146765857944047e-08
1931,2.0871802064448275e-07,0.0,5.018356930008849e-08
1932,1.775444928853176e-07,0.0,5.4797684612140074e-08
1933,1.915600620350233e-07,1.1470662197865522e-09,2.6382522833046096e-08
1934,1.6414765013905708e-07,0.0,4.193552882725271e-08
1935,2.106418008906985e-07,0.0,5.146362269670135e-08
1936,1.5762128668939113e-07,0.0,3.516167268458048e-08
1937,1.3346584637474734e-07,0.0,4.0291578073947676e-08
1938,1.5039648815218243e-07,0.0,4.537825049055755e-08
1939,1.758815812991088e-07,0.0,4.435274547631707e-08
1940,1.2425336137766863e-07,5.0715658339584024e-09,5.5787225505810056e-08
1941,2.597322179553885e-07,0.0,1.7709016475464523e-08
1942,2.0936060707299475e-07,0.0,3.944475324146879e-08
1943,1.7129087837020052e-07,5.806470415592457e-09,3.774205836748479e-08
1944,1.2531425852557732e-07,0.0,4.177142187700156e-08
1945,2.047793827841815e-07,2.178504043826024e-09,5.664110602765504e-08
1946,1.6426902504917962e-07,2.7842208538686464e-09,3.6194869323935563e-08
1947,2.6941168584926345e-07,1.1920870957027319e-09,6.07964452115084e-08
1948,1.9460679823168903e-07,0.0,5.109787437618252e-08
1949,1.6492573706727853e-07,6.871905600114303e-09,5.5956945743673714e-08
1950,2.0419894042333908e-07,6.381216888229346e-09,4.785912821603233e-08
1951,2.2175716196670692e-07,2.1322803522849654e-09,5.543929049167673e-08
1952,2.2987671854934888e-07,0.0,2.9525450528922192e-08
1953,2.003931882654797e-07,5.386913803917537e-09,4.3095308654983455e-08
1954,1.866554413254562e-07,0.0,6.743049851820615e-08
1955,1.8395790846170712e-07,0.0,5.349796339260138e-08
1956,2.0930740163294104e-07,8.72114158667614e-10,4.7094165012140365e-08
1957,1.6521519796697248e-07,8.835037701437898e-10,4.4175187952077977e-08
1958,2.08460534167898e-07,0.0,3.8052320405768114e-08
1959,1.8679301660995407e-07,7.750747821333448e-10,5.735553543217975e-08
1960,2.0693292412943265e-07,1.3841666701708277e-09,4.706166834012038e-08
1961,2.1678256700852216e-07,1.3896318540318475e-09,6.183861955832981e-08
1962,1.8264834977799183e-07,4.43936931660005e-09,5.200404373795209e-08
1963,1.894553633974283e-07,6.466053248388448e-10,4.267594988505152e-08
1964,2.737785678164073e-07,6.083968329129164e-10,5.1105335074908e-08
1965,2.0465442673867074e-07,3.830430195250756e-09,4.487075599968193e-08
1966,1.7503475646662991e-07,1.6617224263271169e-09,3.8773524835278295e-08
1967,2.1151139151243115e-07,0.0,4.733121983235833e-08
1968,1.9088517433374363e-07,2.6948494546985557e-09,4.311759127517689e-08
1969,1.930247037762456e-07,3.179230406713529e-09,4.042164292172856e-08
1970,1.5175793066646293e-07,1.8394900047624674e-09,3.862929176534635e-08
1971,1.8087159503465955e-07,1.541519245584766e-09,4.521789875866489e-08
1972,1.672427885068828e-07,2.0520586896388693e-09,2.4111690422046195e-08
1973,1.6705007510608993e-07,1.102640756478479e-09,3.142526239230392e-08
1974,1.248876912995911e-07,1.6876715580593782e-09,3.600365872102884e-08
1975,1.2565256213292741e-07,1.1422960355389478e-09,3.7695770060963696e-08
1976,1.274116527838487e-07,1.142705374768127e-09,2.0568696967870892e-08
1977,1.0166832709046503e-07,0.0,2.6445517775641747e-08
1978,1.4019795457898e-07,5.940591352171509e-10,2.673266052966028e-08
1979,1.5332170733017847e-07,5.851973128301324e-09,3.2771051650115623e-08
1980,1.2393628878726304e-07,5.685150683554241e-10,3.411090432337005e-08
1981,1.60036407237385e-07,2.5302198114474095e-09,3.985096341807548e-08
1982,1.3284055455642374e-07,6.207502289967692e-10,3.848651530802272e-08
1983,1.3514775787371036e-07,0.0,2.9050454486423405e-08
1984,1.1829977353272625e-07,0.0,3.36342509399401e-08
1985,1.317407196665954e-07,3.609334831011779e-09,3.66949031160857e-08
1986,1.4806379056153673e-07,2.997242676272549e-09,3.476801424540099e-08
1987,1.2038309193940222e-07,6.110816852533674e-10,3.177624918748734e-08
1988,1.5531074382124643e-07,1.1993107618124554e-09,2.5785181989590455e-08
1989,1.2567799956286763e-07,0.0,2.469655058234821e-08
1990,1.1333194294138593e-07,3.269190529398003e-09,3.4871366239030976e-08
1991,1.266076452566267e-07,3.5168792322792797e-09,3.692722927439718e-08
1992,1.1515783171489602e-07,5.509944167592096e-10,3.4161654838271716e-08
1993,1.5122036245429626e-07,1.1078414852150331e-09,3.43430848204207e-08
1994,1.40840541007492e-07,2.6374632478010085e-09,2.2682185019107237e-08
1995,1.0953350937370487e-07,5.422450821690461e-10,4.337960746170211e-08
1996,1.1797183674389089e-07,2.135236876199542e-09,3.202855225481471e-08
1997,1.2370827562335762e-07,4.79489448146353e-10,3.020783623242096e-08
1998,1.3207717586283252e-07,9.536258449571733e-10,2.860877579280441e-08
1999,1.371060278643199e-07,0.0,3.107736645802106e-08
2000,1.047073467930204e-07,2.2090157481002848e-09,2.783359853708589e-08
2001,1.1128278032401795e-07,0.0,4.1183390919741214e-08
2002,1.1128302901397547e-07,5.257465796049132e-09,2.6725450297249154e-08
2003,1.4250876745336427e-07,8.333845835650777e-10,2.8335076507346457e-08
2004,1.4712003348904545e-07,1.7619165015858584e-09,3.876216325693349e-08
2005,1.5582973844630033e-07,9.007499190971657e-10,3.1976622238971686e-08
2006,1.5977413170276122e-07,1.6471559671771274e-09,3.500206346984669e-08
2007,1.83346614335278e-07,4.393927444112933e-09,5.991719120856942e-08
2008,2.337334450430717e-07,1.2772318758180745e-09,5.960415450090295e-08
2009,2.565287502420688e-07,4.76819250749827e-10,8.201291024079183e-08
2010,2.7539712732504995e-07,1.8895172093635892e-09,8.927968764282923e-08
2011,4.0151707025870564e-07,0.0,1.0783600856711928e-07
2012,4.578719767778239e-07,0.0,1.2255310366526828e-07
2013,4.830764623875439e-07,0.0,1.252317076705367e-07
2014,4.826777058042353e-07,2.1654451842767486e-10,1.4118703006715805e-07
2015,4.858733291257522e-07,2.2165753954528356e-10,1.5205706915821793e-07
2016,5.35648553068313e-07,2.0713400439298368e-10,1.6177165207409416e-07
2017,4.4476007587945787e-07,5.031222660711876e-10,1.240196354501677e-07
2018,5.142281906955759e-07,5.162933414126769e-10,1.5798576669112663e-07
2019,4.928508587909164e-07,2.55098775436835e-10,1.5688574706018699e-07
