year,ancien_ADJ art_NOUN,ancien_ADJ char_NOUN
2002,5.691206581559527e-07,1.752488598683044e-09
2003,5.20865370390311e-07,4.1669229178253886e-10
2004,2.0085848007056484e-07,4.404791253964646e-10
2005,4.773974541238957e-07,0.0
2006,8.482852908997529e-08,8.235779835885637e-10
2007,7.34984206829381e-08,1.1983438685803094e-09
2008,9.06834670411083e-08,0.0
2009,2.2982687997163964e-07,1.430457752249481e-09
2010,1.1384341469522496e-07,9.447586046817946e-10
2011,6.080115300122202e-08,0.0
2012,6.740420310791251e-08,1.7021263287730903e-09
2013,1.7153119635793246e-07,1.9523875849358774e-09
2014,1.132960899874469e-06,0.0
2015,1.1364382315193211e-06,6.649726325136385e-10
2016,1.7146552977465035e-06,1.0356699942093428e-09
2017,2.488945797018971e-06,5.031222660711876e-10
2018,2.029807323111754e-06,0.0
2019,2.232879616315131e-06,1.53059265262101e-09
