year,dix_DET ans_NOUN,dix_DET gens_NOUN
1970,2.3631467797713412e-05,9.197450023812337e-10
1971,2.3510737946708105e-05,2.0553589941130213e-09
1972,2.341450237963727e-05,2.0520587451500205e-09
1973,2.274196538110118e-05,2.205281512956958e-09
1974,2.2818444449512754e-05,2.2502286700643026e-09
1975,2.2102857542449783e-05,5.711480177694739e-10
1976,2.2296466795523884e-05,5.713526873840635e-10
1977,2.2224814301807783e-05,5.876781838942691e-10
1978,2.4256621827589697e-05,0.0
1979,2.3761937427480007e-05,1.7555920051037788e-09
1980,2.3672398356211488e-05,5.685150683554241e-10
1981,2.3489927343689487e-05,2.5302198114474095e-09
1982,2.303728331298771e-05,0.0
1983,2.3720327590126544e-05,0.0
1984,2.48307751462562e-05,0.0
1985,2.5361592633998953e-05,2.4062232206745193e-09
1986,2.5502938569843536e-05,1.7983456945813714e-09
1987,2.5003017981362063e-05,0.0
1988,2.5061997348529985e-05,1.798966087207532e-09
1989,2.5958818014260032e-05,0.0
1990,2.6422143037052592e-05,5.44865097484859e-10
1991,2.6545404352873447e-05,1.1722930404189924e-09
1992,2.6245517801726237e-05,5.509944167592096e-10
1993,2.593346152934828e-05,1.661762283333701e-09
1994,2.56160981280118e-05,1.5824779264761446e-09
1995,2.5520765348119312e-05,1.0844901643380922e-09
1996,2.5282806518589496e-05,0.0
1997,2.5684332285891287e-05,0.0
1998,2.6387780508230207e-05,1.43043876743576e-09
1999,2.5746684514160734e-05,0.0
2000,2.6073012122651562e-05,4.4180314962005696e-10
2001,2.6455071520103957e-05,4.3812117822561447e-10
2002,2.567395790720184e-05,1.3143663935011318e-09
2003,2.5632825554566807e-05,0.0
2004,2.6275902200723067e-05,0.0
2005,2.514263223929447e-05,4.5037495954858286e-10
2006,2.559556810410868e-05,4.1178899179428186e-10
2007,2.5213154913217295e-05,3.994479469415779e-10
2008,2.5303667825937737e-05,8.514879357157668e-10
2009,2.43397148551594e-05,4.76819250749827e-10
2010,2.4732363726798212e-05,4.723793023408973e-10
2011,2.3976686634341604e-05,0.0
2012,2.512849073355028e-05,6.808505426114664e-10
2013,2.526919456613541e-05,1.1156500168141292e-09
2014,2.7515445708559128e-05,1.0827225782605865e-09
2015,2.5791848770495562e-05,2.659890530054554e-09
2016,2.465992531597294e-05,1.0356699942093428e-09
2017,2.523963098610693e-05,2.515611330355938e-10
2018,2.5311797799076885e-05,2.5814667070633845e-10
2019,2.5908086399795138e-05,1.53059265262101e-09
