year,autres_ADJ îles_NOUN,autres_ADJ iles_NOUN
1841,6.773678449256693e-07,9.374000908835001e-08
1842,5.702025478449002e-07,7.043678396101427e-08
1843,6.39718450656801e-07,9.923610377882142e-08
1844,5.609309650100869e-07,7.629100068351491e-08
1845,4.0121838651430153e-07,6.082448272826113e-08
1846,7.394235324031939e-07,9.367201991850038e-08
1847,6.008051363082245e-07,8.952751251456448e-08
1848,7.433784625643369e-07,6.275273001232762e-08
1849,6.041558435754268e-07,9.720121418865801e-08
1850,3.346975079310255e-07,9.640374543096186e-08
1851,3.934157652984993e-07,7.029888338117019e-08
1852,3.3854837511171354e-07,7.096494414327026e-08
1853,6.258584297480496e-07,8.300984966069791e-08
1854,3.184942334866214e-07,6.546537323348645e-08
1855,4.7390947344183587e-07,8.915654348129465e-08
1856,4.2918897563692937e-07,6.83388988731437e-08
1857,3.1339288852905156e-07,5.320844853606843e-08
1858,2.7747143938050556e-07,4.159624533706108e-08
1859,4.1552135421341063e-07,4.2265037469846334e-08
1860,2.709692998870139e-07,3.570203510605552e-08
1861,3.2398671945266244e-07,4.621644400515379e-08
1862,3.234878251934248e-07,3.659569014491382e-08
1863,3.2964498419829624e-07,5.19440564450413e-08
1864,3.6631720945479174e-07,3.931676972879217e-08
1865,3.614856609601702e-07,2.6829012678142306e-08
1866,3.0312768767304377e-07,4.184427054854112e-08
1867,2.766102511486679e-07,3.494024269912188e-08
1868,2.2377629060876814e-07,2.5687345028835296e-08
1869,2.749421241787786e-07,2.441759672233701e-08
1870,2.9530352207984834e-07,2.2362791174401764e-08
1871,2.411007358205097e-07,1.911811953192455e-08
1872,2.9329595463423175e-07,2.6003559305820545e-08
1873,3.950763062254836e-07,4.0106228560432555e-08
1874,2.921583925896698e-07,3.584765456698946e-08
1875,3.232662919572249e-07,3.83342312337831e-08
1876,3.827127421640597e-07,2.5997862973525798e-08
1877,3.704704706342099e-07,3.277952553837338e-08
1878,3.8529386037211566e-07,3.804625897663172e-08
1879,3.683923179842452e-07,2.6881031511827302e-08
1880,4.2999571281399085e-07,3.4656369329866266e-08
1881,3.8906592614296187e-07,5.647731143865187e-08
1882,4.0198526729540163e-07,3.0614772494885756e-08
1883,3.766325953336036e-07,3.4124430947635176e-08
1884,5.096510156121781e-07,5.677459302688703e-08
1885,3.8287075421195027e-07,3.6095559541315936e-08
1886,3.465510212130596e-07,9.55112642309075e-08
1887,4.302561427138585e-07,4.635536371422333e-08
1888,2.8786389805190993e-07,3.170307283362206e-08
1889,3.9908921145581644e-07,5.45066875523581e-08
1890,2.8904845505994814e-07,3.736000159237918e-08
1891,2.8110309102657993e-07,3.8245320910235137e-08
1892,2.626506785396998e-07,5.3909207098357115e-08
1893,3.042257790131231e-07,4.2493073337812604e-08
1894,2.3693787909451203e-07,4.6631390970830466e-08
1895,2.852823266508153e-07,4.4537746823891666e-08
1896,2.411884921782459e-07,4.2458609073037223e-08
1897,4.847825749720869e-07,5.302309369348279e-08
1898,2.450067748682727e-07,4.5266837944701876e-08
1899,3.145191964648575e-07,7.738609575369537e-08
1900,3.078294525948877e-07,5.45060585555035e-08
1901,2.0119460319989457e-07,4.806315456740151e-08
1902,2.553347706601983e-07,3.7809184227910464e-08
1903,2.4408995136226963e-07,4.158169653045718e-08
1904,1.977862025270838e-07,3.869730225147805e-08
1905,2.193322599097769e-07,4.076999593483066e-08
1906,3.019636218848376e-07,5.298510008522328e-08
1907,2.3348509614606883e-07,3.9599892032171624e-08
1908,2.0038467352101463e-07,2.5539223624804208e-08
1909,2.051866904717592e-07,2.585462199888866e-08
1910,1.865108592014053e-07,3.2064904731399224e-08
1911,2.564420300554815e-07,3.6710580797461034e-08
1912,1.807669191000727e-07,2.3963337258958717e-08
1913,2.1583167453265162e-07,3.924212471639876e-08
1914,2.2568026941671704e-07,2.879599858562898e-08
1915,1.7906757654451155e-07,2.1205371458776767e-08
1916,1.5492321381316287e-07,1.098746227334857e-08
1917,1.9958892993887645e-07,2.4126133979507358e-08
1918,1.7229564530651942e-07,2.756730399511298e-08
1919,2.1454286525113275e-07,2.3940406101985445e-08
1920,2.332247390768316e-07,2.2716694747515476e-08
1921,2.0067780998056506e-07,3.7106461903135823e-08
1922,2.1469792849115876e-07,2.6560568577860266e-08
1923,2.038262105763522e-07,2.2293490609115452e-08
1924,2.500975142538664e-07,2.4494086647841584e-08
1925,2.5405792025701146e-07,6.048997924779087e-08
1926,2.1957892215596075e-07,3.009457349989475e-08
1927,2.296740357898841e-07,2.7873061858585402e-08
1928,3.0279007912081823e-07,5.827280880055241e-08
1929,2.573433759422983e-07,2.562293466290555e-08
1930,2.762447808279944e-07,4.621585647512916e-08
1931,2.839933941345407e-07,2.737285598186645e-08
1932,2.827560320328715e-07,3.178265617354015e-08
1933,2.3629563816740529e-07,4.1294384578449694e-08
1934,2.5640581036157073e-07,4.073737258636356e-08
1935,3.9615020686056823e-07,1.6755597798123745e-08
1936,2.970554930925573e-07,2.424942913137329e-08
1937,2.971504016180404e-07,4.532802544421344e-08
1938,2.670834176043968e-07,7.519824563040345e-08
1939,3.1046922188693316e-07,4.5882152299725476e-08
1940,2.3582781238928874e-07,1.775048041885441e-08
1941,3.246652946486961e-07,8.854507793643052e-09
1942,2.306000936869168e-07,1.5171058853624686e-08
1943,2.29355578085233e-07,1.4516176038981143e-08
1944,3.405977224701928e-07,2.5705489292704442e-08
1945,2.832055172596881e-07,6.099811278303946e-08
1946,2.4083511007688685e-07,7.795818213196526e-08
1947,2.086152430802457e-07,2.5033828343623554e-08
1948,2.6092531246746375e-07,4.348755200389576e-08
1949,3.1708935921415105e-07,3.3377827390879133e-08
1950,2.1164369190529442e-07,1.3825969702452312e-08
1951,2.654689126302401e-07,2.771964457970455e-08
1952,2.710014541662531e-07,4.007025466989944e-08
1953,3.0920884652729796e-07,3.339886467390585e-08
1954,3.205391863048135e-07,3.224936895307451e-08
1955,3.4914461455315404e-07,4.223523575319632e-08
1956,2.354708237284342e-07,8.546718710533696e-08
1957,3.1452733173509273e-07,2.4738106174648777e-08
1958,2.9201020590452487e-07,2.8952852393349104e-08
1959,2.8522751804871405e-07,4.960478627857867e-08
1960,2.560708343701812e-07,2.9067500184609685e-08
1961,2.5360781313876757e-07,2.1539293626471334e-08
1962,2.435311139414864e-07,1.8391673961559718e-08
1963,2.7028102689286015e-07,1.8104948984465352e-08
1964,2.2693201973122967e-07,2.737785725903663e-08
1965,1.614252846948716e-07,1.8604948082145967e-08
1966,2.4593491154689673e-07,3.0464910705241266e-08
1967,2.450376670459775e-07,2.3172577523489224e-08
1968,2.2636736302095173e-07,3.413476046265629e-08
1969,2.3662557824266628e-07,3.042977719802664e-08
1970,2.2441778427251258e-07,3.265094719595574e-08
1971,2.2454796466675475e-07,1.9525910444073702e-08
1972,3.3705063628985954e-07,2.6676763686950267e-08
1973,2.3541380600455852e-07,3.9695068176914816e-08
1974,3.144694677992277e-07,5.8505943978381936e-08
1975,2.5187628338585455e-07,3.655347358133554e-08
1976,2.828195713178161e-07,3.599521963826291e-08
1977,2.5916608015208453e-07,3.173462226335744e-08
1978,3.605938951878329e-07,4.990096802437449e-08
1979,2.7562795779090266e-07,2.984506330960812e-08
1980,2.990389216250833e-07,4.604972092536741e-08
1981,2.3847321095615825e-07,2.2139423072609077e-08
1982,3.798991272674357e-07,4.1590264676649724e-08
1983,3.403955339820186e-07,4.673333942051272e-08
1984,3.8273455160720005e-07,4.291266236799984e-08
1985,3.8018326442568195e-07,4.812446330326736e-08
1986,3.776525865362146e-07,5.155257420952353e-08
1987,3.8803688084954047e-07,4.888653482026939e-08
1988,4.065663397057051e-07,5.2769673297703434e-08
1989,3.847173708493301e-07,3.6221606158903796e-08
1990,3.81950442829293e-07,3.2691906515225355e-08
1991,3.3410352173746105e-07,3.985796298566768e-08
1992,5.664222655354934e-07,3.250867131043833e-08
1993,4.015925263445297e-07,2.880387806047935e-08
1994,3.8084970910290394e-07,2.32096768471024e-08
1995,4.424719897144769e-07,2.114755837112625e-08
1996,5.129906792689098e-07,2.6156651511399787e-08
1997,4.737355769890428e-07,2.541294086277901e-08
1998,4.014764787285685e-07,2.4794272857064925e-08
1999,3.9486537417587897e-07,1.6909744382509473e-08
2000,4.97912138186507e-07,1.3254094599624011e-08
2001,4.836857754320079e-07,4.381211782256145e-09
2002,4.2103537856164053e-07,1.0953053741769025e-08
2003,4.096085352012224e-07,7.083768904792009e-09
2004,3.9555024078374856e-07,2.554778888441689e-08
2005,3.7246010053948453e-07,5.854874474131577e-09
2006,3.5249138985449235e-07,1.2353669642806153e-08
2007,3.223544808861334e-07,6.790615098006825e-09
2008,4.393677728309342e-07,6.3861596011349775e-09
2009,3.7668719943262374e-07,8.105927262747059e-09
2010,4.0057765371415144e-07,0.0
2011,4.2025452695604315e-07,2.2943831556876404e-09
2012,4.854464390469104e-07,6.808505315092361e-09
2013,3.818312248604627e-07,1.6734749697100426e-09
2014,3.1572190162254543e-07,1.5158116567492996e-09
2015,4.0009186452749645e-07,2.2165753260638965e-09
2016,3.512992645671176e-07,3.107010093650331e-09
2017,2.7395006907404706e-07,3.2702948127294462e-09
2018,3.1519707821558995e-07,7.744400121190154e-10
2019,3.561178907318663e-07,1.275493877184175e-09
