year,tes_DET ans_NOUN,tes_DET gens_NOUN
2010,7.558068837454357e-09,3.6373207334960966e-08
2011,5.7359579308524644e-09,3.2886159351264155e-08
2012,8.851057275993668e-09,5.140421688309971e-08
2013,6.4149877077035455e-09,7.586419936700395e-08
2014,8.012147389990787e-09,5.4136130245296954e-08
2015,7.093041445860315e-09,7.669350843286793e-08
2016,9.11389658186934e-09,7.850378880291942e-08
2017,2.7671724911471074e-09,1.2980554986441462e-07
2018,8.26069346260283e-09,5.705041283832202e-08
2019,9.693753078021672e-09,5.688702753303687e-08
