year,un_DET if_NOUN,un_DET kif_NOUN
1902,1.5712907974752e-08,4.910283846193408e-10
1903,2.4300990775216746e-08,0.0
1904,1.827372564378038e-08,0.0
1905,1.1869745852877145e-08,0.0
1906,2.2634411678268407e-08,0.0
1907,1.2342824262656649e-08,0.0
1908,2.7994917939366815e-08,0.0
1909,1.7603148050326922e-08,0.0
1910,1.8170112192628096e-08,0.0
1911,1.8621310271527136e-08,0.0
1912,2.8130875462384353e-08,0.0
1913,2.439375268448174e-08,0.0
1914,1.2054138687211946e-08,0.0
1915,8.246533123035249e-09,0.0
1916,2.197492365851872e-08,0.0
1917,2.5222776534050695e-08,0.0
1918,1.4932289182922887e-08,0.0
1919,3.314825275380073e-08,8.287063479883727e-09
1920,1.8930578882248028e-08,3.028892692213958e-09
1921,3.180553953541221e-08,0.0
1922,2.6560567523148393e-08,0.0
1923,3.715581797791856e-08,0.0
1924,1.9337436318878076e-08,0.0
1925,2.749544503188872e-08,0.0
1926,2.786534636367577e-08,2.229227691330493e-09
1927,3.344767540713889e-08,0.0
1928,3.427812411693765e-08,0.0
1929,1.6710609784809094e-08,0.0
1930,2.2057566884114976e-08,0.0
1931,1.8248570654577634e-08,0.0
1932,2.7398841417891617e-08,0.0
1933,1.2617728861741284e-08,0.0
1934,3.354842448288764e-08,0.0
1935,2.154291145473053e-08,0.0
1936,2.5461901476120374e-08,0.0
1937,2.770046048095054e-08,0.0
1938,2.0744343798284604e-08,0.0
1939,1.3764645423464117e-08,0.0
1940,1.0143131667916805e-08,0.0
1941,1.1806010835613279e-08,0.0
1942,3.6410540360520827e-08,3.034211770724937e-09
1943,3.193558839598154e-08,0.0
1944,2.2492303131116387e-08,3.2131861615880553e-09
1945,1.089252021913012e-08,0.0
1946,2.0881657292193267e-08,0.0
1947,2.026548062694644e-08,0.0
1948,1.3046265401328583e-08,0.0
1949,2.2579119796084512e-08,5.890204768377316e-09
1950,1.595304199852876e-08,2.1270722960764488e-09
1951,1.5992102531114938e-08,0.0
1952,8.435843024123812e-09,0.0
1953,1.8315506888910704e-08,0.0
1954,2.931760900715119e-08,0.0
1955,2.0648337262230143e-08,2.815682353940474e-09
1956,2.8779766569897447e-08,0.0
1957,1.1485549400447326e-08,0.0
1958,9.926692356998501e-09,0.0
1959,2.1702094787912074e-08,0.0
1960,1.4533749814749086e-08,0.0
1961,2.0844477421899654e-08,6.948159270159238e-10
1962,1.3318108060822453e-08,0.0
1963,9.69907976156037e-09,0.0
1964,1.764350837651918e-08,0.0
1965,1.915215241954371e-08,0.0
1966,1.3293779854706145e-08,0.0
1967,2.1200442734681246e-08,1.4791006197611978e-09
1968,2.470278706590001e-08,0.0
1969,1.407944941189676e-08,0.0
1970,1.1496812585276572e-08,1.3796175313274261e-09
1971,1.9525910222029097e-08,2.0553589941130213e-09
1972,2.4111690311023892e-08,0.0
1973,1.984753356110147e-08,0.0
1974,2.08146151980948e-08,0.0
1975,1.2565256390928425e-08,0.0
1976,1.7140580732544208e-08,5.713526873840635e-10
1977,3.5260689701388515e-08,5.876781838942691e-10
1978,2.019801104147234e-08,0.0
1979,1.697072249395859e-08,1.7555920051037788e-09
1980,1.876099753328475e-08,0.0
1981,2.0241757991978915e-08,0.0
1982,1.6760255960868164e-08,6.207502289967692e-10
1983,2.0209010909155722e-08,1.89459470334441e-09
1984,2.2036231783761906e-08,1.1598016991243298e-09
1985,1.0226448909911312e-08,0.0
1986,2.0980698400840936e-08,0.0
1987,2.9331921447273146e-08,6.110816852533674e-10
1988,2.4585870672666488e-08,0.0
1989,2.744061089465788e-08,0.0
1990,1.5256222729576052e-08,1.089730194969718e-09
1991,1.6998248975053087e-08,2.344586136349136e-09
1992,1.6529832502776287e-08,1.1019888335184191e-09
1993,1.5509781237099673e-08,2.2156829704300662e-09
1994,2.162719903164856e-08,0.0
1995,1.8436332627214114e-08,5.422450821690461e-10
1996,1.921713188579588e-08,0.0
1997,2.109753616252874e-08,9.58978896292706e-10
1998,1.6211639697338853e-08,1.43043876743576e-09
1999,2.467908624681492e-08,0.0
2000,1.634671664696441e-08,1.3254094488601709e-09
2001,1.2705513779964761e-08,1.7524847129024579e-09
2002,1.8839252380331573e-08,4.38122149670761e-10
2003,3.0001844841809344e-08,4.1669229178253886e-10
2004,1.6297727806202644e-08,3.9643119897903034e-09
2005,1.4862373332036327e-08,3.15262471684008e-09
2006,2.2648393716018234e-08,2.8825228315376705e-09
2007,1.9972397347078896e-08,3.1955835755326234e-09
2008,1.873273400287978e-08,2.554463751636149e-09
2009,2.9085974073694842e-08,9.53638501499654e-10
2010,2.6925619733830786e-08,9.447586046817946e-10
2011,4.244608886594392e-08,1.2236710089652547e-08
2012,3.131912360010425e-08,4.0851031724020714e-09
2013,2.705451368489875e-08,3.346950105953539e-09
2014,3.053277713993552e-08,4.114345711347944e-09
2015,2.5490616742396277e-08,6.871383823048305e-09
2016,3.314144159105581e-08,5.799752011981241e-09
2017,2.3143625071941898e-08,1.056556764300609e-08
2018,3.278462706868268e-08,3.407536119937049e-08
2019,3.1122050769827325e-08,3.9030112031213093e-08
