year,en_ADP heures_NOUN,en_ADP coeurs_NOUN
1866,5.7900795269461014e-08,4.865612912574591e-10
1867,1.1112937947643786e-07,0.0
1868,1.8672723844925798e-07,9.87974813071446e-10
1869,1.1915786757299429e-07,0.0
1870,5.447346396181274e-08,0.0
1871,1.2426777296070668e-07,0.0
1872,1.106663096717142e-07,6.047339295989218e-10
1873,1.0954387902328833e-07,5.986004469882289e-10
1874,9.200898282157866e-08,5.974609140757536e-10
1875,1.4532679415424354e-07,5.721527140956084e-10
1876,8.343500224050615e-08,1.209202959984168e-09
1877,1.700824441286386e-07,0.0
1878,1.1232704988373143e-07,0.0
1879,1.2218650780049245e-07,6.10932526790009e-10
1880,1.1295409496625552e-07,0.0
1881,1.2480788313951052e-07,0.0
1882,1.7104340099827198e-07,0.0
1883,1.3776158258593796e-07,6.319338941018771e-10
1884,1.7098395233006158e-07,6.601696966868076e-10
1885,1.4824962091264382e-07,1.933690763067375e-09
1886,1.4068551479340385e-07,0.0
1887,1.3645452018318238e-07,0.0
1888,1.9085250180239655e-07,6.340614699951175e-10
1889,1.3344741489618173e-07,0.0
1890,1.2125615000968537e-07,0.0
1891,2.2182285530636392e-07,0.0
1892,2.43218277296009e-07,6.268512375839919e-10
1893,2.543426096401902e-07,1.2316833108982905e-09
1894,1.7140187513753347e-07,6.301539290376468e-10
1895,2.0824406687935948e-07,1.2037228991346183e-09
1896,2.358811637126479e-07,5.89702897624278e-10
1897,2.2957251466504403e-07,0.0
1898,2.3029503870564128e-07,0.0
1899,2.4763550143802604e-07,0.0
1900,1.801295408387915e-07,0.0
1901,1.8275175883708528e-07,0.0
1902,2.9412601298961505e-07,0.0
1903,3.558745240717087e-07,5.400220270956879e-10
1904,2.7410589176213307e-07,0.0
1905,3.5557629340932095e-07,0.0
1906,2.1759900792339693e-07,1.0288369045596824e-09
1907,3.4817050575952635e-07,0.0
1908,2.4998970094003425e-07,4.911389073214423e-10
1909,3.2565822583041637e-07,0.0
1910,2.859120546983007e-07,0.0
1911,2.883642767903538e-07,2.6601871816467337e-09
1912,2.495312715344866e-07,0.0
1913,2.858311398679092e-07,5.30298971401777e-10
1914,2.7925421319796584e-07,0.0
1915,4.4295665047044963e-07,0.0
1916,3.197351345907151e-07,0.0
1917,2.1823184259694983e-07,2.1932848870420685e-09
1918,2.848621258877415e-07,1.1486376294556067e-09
1919,3.305617664040028e-07,0.0
1920,3.346926442659992e-07,0.0
1921,3.475891103832396e-07,2.2718242842501013e-09
1922,3.4528737297145895e-07,7.377935484775833e-10
1923,2.9087697273055824e-07,0.0
1924,4.086645007950196e-07,1.289162443462999e-09
1925,4.597238498771361e-07,0.0
1926,3.9680253172136304e-07,1.1146138456652466e-09
1927,3.3559167589292116e-07,1.1149224876660924e-09
1928,3.8277238179063033e-07,0.0
1929,4.1219503943423774e-07,0.0
1930,4.49554222514692e-07,0.0
1931,3.4900390133429937e-07,0.0
1932,3.6604853570487705e-07,0.0
1933,5.769743001149408e-07,0.0
1934,4.0737372231092195e-07,0.0
1935,4.727472351362394e-07,2.393656828303392e-09
1936,3.649539133121493e-07,0.0
1937,5.703776484455858e-07,1.2591118148108649e-09
1938,1.1357528015842888e-06,1.2965214457594243e-09
1939,9.772897771043176e-07,1.5294050470515685e-09
1940,5.375859757350554e-07,0.0
1941,6.906515856996975e-07,0.0
1942,4.763712411204324e-07,0.0
1943,1.1380681721462338e-06,5.806470415592457e-09
1944,5.719471527498854e-07,0.0
1945,3.986662360233595e-07,0.0
1946,5.053361018525493e-07,0.0
1947,5.662413649076825e-07,0.0
1948,7.044983243442715e-07,6.523132700664291e-09
1949,5.428805867069286e-07,0.0
1950,5.23259794604769e-07,0.0
1951,7.825468806288427e-07,0.0
1952,6.85412260281737e-07,1.0544803918932644e-09
1953,6.076438856528199e-07,0.0
1954,5.765796364798348e-07,0.0
1955,5.434266885373518e-07,1.8771215692936494e-09
1956,7.491460394248861e-07,0.0
1957,6.246371455631561e-07,8.835037701437898e-10
1958,7.213396298055841e-07,0.0
1959,6.735399598056802e-07,0.0
1960,7.529866465905144e-07,0.0
1961,6.468736488685067e-07,6.948159270159238e-10
1962,6.881022462934538e-07,1.2683912808952869e-09
1963,7.979109604150381e-07,0.0
1964,6.990479715085485e-07,1.8251904432275978e-09
1965,7.343482333332929e-07,5.472043373977442e-10
1966,7.045703158681249e-07,0.0
1967,7.124334864272441e-07,4.930335584241163e-10
1968,6.171205306770844e-07,4.4914158503495116e-10
1969,6.290334333414194e-07,4.5417578031781147e-10
1970,5.592049334701699e-07,0.0
1971,7.27083262042072e-07,2.0553589941130213e-09
1972,7.243767350395558e-07,2.565073486948677e-09
1973,7.167165150256949e-07,5.513203782392395e-10
1974,7.538265918149989e-07,1.1251143350321513e-09
1975,7.693363541783071e-07,1.7134440533084216e-09
1976,7.073346193209318e-07,5.713526873840635e-10
1977,6.006071284758718e-07,1.7630346071939584e-09
1978,6.2435613878975e-07,2.3762365408686037e-09
1979,6.577618201220048e-07,0.0
1980,6.276406492311537e-07,5.685150683554241e-10
1981,6.331874908838131e-07,1.2651099057237047e-09
1982,5.661242175047931e-07,6.207502289967692e-10
1983,6.024811343152692e-07,1.89459470334441e-09
1984,5.648234111532702e-07,2.8995041922996734e-09
1985,5.883215683510912e-07,0.0
1986,5.748711422448594e-07,4.196139880008332e-09
1987,4.961983375295631e-07,1.8332451112712533e-09
1988,4.947156913015505e-07,0.0
1989,4.5880701859957185e-07,3.2928733073589456e-09
1990,6.418510689609747e-07,1.089730194969718e-09
1991,4.6305575285288114e-07,1.7584396161396398e-09
1992,4.0553190494563296e-07,0.0
1993,5.661070279217029e-07,2.2156829704300662e-09
1994,4.810732976423537e-07,4.747434001473039e-09
1995,4.86393832321852e-07,1.626735190995987e-09
1996,4.772254502682927e-07,2.135236876199542e-09
1997,5.451794908850616e-07,9.58978896292706e-10
1998,4.853955570816026e-07,0.0
1999,5.662479103385465e-07,0.0
2000,5.959924749276979e-07,1.7672125984802278e-09
2001,5.301266372548241e-07,4.3812117822561447e-10
2002,5.827024718296769e-07,8.76244299341522e-10
2003,5.196153052833274e-07,2.083461403401543e-09
2004,4.880508651661231e-07,8.809582507929292e-10
2005,4.945117098031915e-07,1.3511248786457486e-09
2006,4.019060617643788e-07,1.2353669198716943e-09
2007,4.401916489094049e-07,0.0
2008,4.83645155369139e-07,0.0
2009,4.47256469415791e-07,0.0
2010,5.79137041878397e-07,4.723793023408973e-10
2011,5.487399934167581e-07,1.529588788962144e-09
2012,4.806804834722733e-07,3.404252713057332e-10
2013,4.897703488326854e-07,1.6734750252211938e-09
2014,3.9627646375439696e-07,1.9489005964601347e-09
2015,4.300156328795879e-07,8.866301581811342e-10
2016,4.3829555695928946e-07,2.0713400439298368e-10
2017,5.066441348677841e-07,0.0
2018,4.837668885482316e-07,5.162933414126769e-10
2019,4.7422863724833064e-07,1.02039510174734e-09
