year,ait_VERB ôté_VERB,ait_VERB oté_VERB,ait_VERB noté_VERB
1984,6.958810416790584e-09,0.0,3.653375202361531e-08
1985,9.624892882698077e-09,0.0,1.5038894574104233e-08
1986,8.991728250862252e-09,5.994485463567401e-10,2.2779044428489215e-08
1987,7.332980445085013e-09,0.0,2.0776777631681398e-08
1988,5.99655392008458e-09,0.0,2.818380373525997e-08
1989,1.0976244357863152e-09,0.0,1.92084268491044e-08
1990,5.993515905799995e-09,0.0,2.1249737969242233e-08
1991,7.6199047072123e-09,0.0,2.4618154625954958e-08
1992,8.815910668147353e-09,0.0,2.3692759754112558e-08
1993,7.200969598386564e-09,0.0,1.883330469354405e-08
1994,7.912389854425328e-09,0.0,2.479215588380157e-08
1995,1.0302656505700725e-08,0.0,3.036572593373421e-08
1996,6.4057106285986265e-09,0.0,2.6156651955488996e-08
1997,8.151320507465698e-09,0.0,2.109753616252874e-08
1998,4.7681290027412615e-09,0.0,1.859570453177639e-08
1999,8.683382013430219e-09,0.0,2.4679085441903226e-08
2000,3.97622823555821e-09,0.0,2.5182780305499364e-08
2001,1.4019877703219663e-08,0.0,2.5849150375734098e-08
2002,1.270554239596322e-08,0.0,1.9715496790695397e-08
2003,7.500461585152607e-09,0.0,2.0001230893740285e-08
2004,7.488145215006625e-09,0.0,1.497629043001325e-08
2005,9.457874483587148e-09,0.0,2.2518747755384538e-08
2006,1.1941880373456115e-08,0.0,2.141302779534726e-08
2007,1.078509459517818e-08,0.0,2.3167981311189578e-08
2008,1.4049550856043425e-08,0.0,1.8732734474724566e-08
2009,5.245011536203492e-09,0.0,2.1933685090402832e-08
2010,2.0312310056169736e-08,0.0,2.5036102968556406e-08
2011,1.1089518636708817e-08,0.0,2.0267052036615496e-08
2012,1.4297861561374248e-08,0.0,2.11063664323774e-08
2013,1.5061274893923837e-08,0.0,1.3945625099154313e-08
2014,1.8839372728507442e-08,0.0,1.4941571535587173e-08
2015,1.2412821881468972e-08,0.0,1.662431614590787e-08
2016,1.4085112631789798e-08,0.0,1.2635174684305639e-08
2017,1.282961736848165e-08,0.0,1.7860839918171223e-08
2018,9.551427204712581e-09,0.0,1.8328414341794996e-08
2019,1.1734544003161318e-08,2.55098775436835e-10,1.3010037491767434e-08
