year,aient_VERB ôté_VERB,aient_VERB noté_VERB
1906,2.0576738091193647e-09,5.658602919567102e-09
1907,5.65712765521198e-09,9.771402353919711e-09
1908,4.911389073214423e-10,3.437972351250096e-09
1909,2.2003934230241384e-09,6.0510818578052294e-09
1910,0.0,5.344150677544235e-10
1911,1.0640748282497725e-09,7.448523575703803e-09
1912,5.730363294986773e-09,5.2094213387476884e-09
1913,2.121195885607108e-09,1.3787773589513108e-08
1914,0.0,2.0090231700464756e-09
1915,1.1780761921542648e-09,0.0
1916,3.2962386153911893e-09,0.0
1917,3.289927441585405e-09,0.0
1918,0.0,9.189101035644853e-09
1919,3.6831393490643904e-09,7.366278698128781e-09
1920,1.514446346106979e-09,3.786115865267448e-09
1921,7.572747429129834e-10,4.543648568500203e-09
1922,2.2133805899215986e-09,8.853522359686394e-09
1923,1.0615948120573648e-09,8.492758496458919e-09
1924,0.0,3.867487219366694e-09
1925,2.1996355847875293e-09,6.598906754362588e-09
1926,0.0,7.802296586589819e-09
1927,0.0,2.2298449753321847e-09
1928,0.0,2.2852082448565625e-09
1929,5.570202965543558e-09,5.570202965543558e-09
1930,0.0,2.100720708497761e-09
1931,0.0,5.7026783295555106e-09
1932,0.0,1.0959536611565568e-09
1933,0.0,1.0323596200123575e-08
1934,0.0,4.7926320689839486e-09
1935,1.196828414151696e-09,9.574627313213568e-09
1936,0.0,3.6374143697059935e-09
1937,1.2591118148108649e-09,6.295559185076627e-09
1938,2.5930428915188486e-09,1.5558256905023882e-08
1939,0.0,0.0
1940,5.0715658339584024e-09,0.0
1941,0.0,0.0
1942,0.0,1.517105907566929e-08
1943,0.0,5.806470415592457e-09
1944,0.0,3.2131861615880553e-09
1945,0.0,2.178504043826024e-09
1946,0.0,6.960552134671616e-09
1947,0.0,9.536696765621855e-09
1948,0.0,3.2615663503321457e-09
1949,0.0,5.890204768377316e-09
1950,2.1270722960764488e-09,6.381216888229346e-09
1951,3.1984206394497505e-09,6.396841278899501e-09
1952,1.0544803918932644e-09,6.326882129314981e-09
1953,0.0,3.232148326759443e-09
1954,3.9090144454689835e-09,7.818028890937967e-09
1955,9.385607846468247e-10,4.6928039232341234e-09
1956,8.72114158667614e-10,6.976913269340912e-09
1957,2.6505113659425206e-09,5.301022731885041e-09
1958,8.272243445794913e-10,4.1361216673863055e-09
1959,3.8753737996444215e-09,3.8753737996444215e-09
1960,3.460416619915918e-09,4.844583401109048e-09
1961,0.0,1.389631876236308e-08
1962,3.805173953708163e-09,8.244543714397423e-09
1963,0.0,3.879631726988464e-09
1964,5.475571551727398e-09,6.6923653285755336e-09
1965,1.0944086747954884e-09,3.830430195250756e-09
1966,0.0,4.431259803538978e-09
1967,3.451234853457663e-09,7.395503320850594e-09
1968,4.4914158503495116e-10,7.635406973349745e-09
1969,3.6334062425424918e-09,4.995933444718048e-09
1970,1.3796175313274261e-09,4.1388523719376735e-09
1971,1.0276794970565106e-09,3.083038491169532e-09
1972,0.0,4.104117490300041e-09
1973,0.0,7.1671650836435674e-09
1974,5.625571675160757e-10,2.2502286700643026e-09
1975,3.4268881066168433e-09,3.4268881066168433e-09
1976,5.713526873840635e-10,2.856763492431469e-09
1977,0.0,8.815172591880582e-09
1978,5.940591352171509e-10,1.0099005187669263e-08
1979,0.0,5.266775904289034e-09
1980,5.685150683554241e-10,2.8425752862659692e-09
1981,0.0,1.2651099057237047e-09
1982,1.8622506869903077e-09,9.311253101884631e-09
1983,0.0,3.78918940668882e-09
1984,5.799008495621649e-10,2.3196033982486597e-09
1985,1.8046674155058895e-09,4.210890747202711e-09
1986,1.1988970927134801e-09,1.1988970927134801e-09
1987,6.110816852533674e-10,5.49973533381376e-09
1988,1.1993107618124554e-09,2.99827696004229e-09
1989,1.0976244357863152e-09,6.585746614717891e-09
1990,1.089730194969718e-09,3.814055737905164e-09
1991,0.0,3.5168792322792797e-09
1992,3.30596661157756e-09,8.815910668147353e-09
1993,1.1078414852150331e-09,9.416652346772025e-09
1994,2.637463358823311e-09,4.747434001473039e-09
1995,1.0844901643380922e-09,2.1689803286761844e-09
1996,2.6690460952494277e-09,1.0676184380997711e-08
1997,9.58978896292706e-10,2.3974471297094624e-09
1998,1.43043876743576e-09,2.86087753487152e-09
1999,1.8280804647829996e-09,3.656160929565999e-09
2000,2.2090156370779823e-09,3.97622823555821e-09
2001,8.762423564512289e-10,7.886181485616817e-09
2002,8.76244299341522e-10,5.6955880012310445e-09
2003,0.0,7.083769126836614e-09
2004,2.2023955992267474e-09,4.404791198453495e-09
2005,4.5037495954858286e-10,7.205999352777326e-09
2006,1.6471559671771274e-09,3.706100981659688e-09
2007,1.997239706952314e-09,6.391167151065247e-09
2008,1.2772318758180745e-09,2.9802078582719105e-09
2009,3.337734755248789e-09,4.291373478793048e-09
2010,1.4171379625338432e-09,1.4171379625338432e-09
2011,3.82397197240536e-10,2.2943831279320648e-09
2012,2.382976926895708e-09,2.7234021704458655e-09
2013,1.6734750252211938e-09,1.9523875849358774e-09
2014,2.815078836704288e-09,5.197068553286499e-09
2015,1.5516027351836215e-09,3.546520632724537e-09
2016,2.278474076078396e-09,1.6570720351438695e-09
2017,1.2578056374223934e-09,2.264050280587071e-09
2018,2.581466596041082e-09,1.0325866828253538e-09
2019,2.55098775436835e-10,3.06118530524202e-09
