year,pouvaient_VERB ôter_VERB,pouvaient_VERB noter_VERB
1914,0.0,3.3483718020477227e-09
1915,1.1780761921542648e-09,1.1780761921542648e-09
1916,0.0,4.394984820521586e-09
1917,0.0,0.0
1918,2.2972752589112133e-09,1.1486376294556067e-09
1919,3.6831393490643904e-09,3.6831393490643904e-09
1920,0.0,2.2716695191604686e-09
1921,1.5145494858259667e-09,0.0
1922,1.4755870969551665e-09,1.0329110011753073e-08
1923,1.0615948120573648e-09,5.307974060286824e-09
1924,1.289162443462999e-09,5.156649773851996e-09
1925,5.499089184013428e-09,4.399271169575059e-09
1926,0.0,3.343841648018042e-09
1927,4.4596899506643695e-09,0.0
1928,0.0,3.4278122562625413e-09
1929,1.1140406375176326e-09,2.2280812750352652e-09
1930,1.0503603542488804e-09,1.0503603542488804e-09
1931,0.0,1.1405356659111021e-09
1932,3.287861094491973e-09,0.0
1933,0.0,1.1470662197865522e-09
1934,0.0,2.3963160344919743e-09
1935,3.590485242455088e-09,9.574627313213568e-09
1936,0.0,4.849885826274658e-09
1937,0.0,1.2591118148108649e-09
1938,3.8895642262559704e-09,5.186085783037697e-09
1939,1.5294050470515685e-09,0.0
1940,0.0,5.0715658339584024e-09
1941,2.9515025978810172e-09,0.0
1942,3.034211770724937e-09,0.0
1943,5.806470415592457e-09,0.0
1944,0.0,0.0
1945,0.0,0.0
1946,0.0,2.7842208538686464e-09
1947,0.0,1.1920870957027319e-09
1948,3.2615663503321457e-09,1.0871887834440486e-09
1949,9.817008317369869e-10,9.817008317369869e-10
1950,1.0635361480382244e-09,1.4889506516624351e-08
1951,2.1322803522849654e-09,1.0661401761424827e-09
1952,0.0,6.326882129314981e-09
1953,1.0773827385790469e-09,2.1547654771580937e-09
1954,1.9545072227344917e-09,9.772536113672459e-10
1955,0.0,2.815682353940474e-09
1956,2.616342476002842e-09,1.744228317335228e-09
1957,0.0,0.0
1958,5.790570245522986e-09,8.272243445794913e-10
1959,0.0,3.100299128533379e-09
1960,2.7683333403416555e-09,4.152500121534786e-09
1961,2.08444772553662e-09,1.3896318540318475e-09
1962,3.170978146727066e-09,6.976152100435229e-09
1963,6.466053248388448e-10,6.466053248388448e-10
1964,2.4335873316516654e-09,1.8251904432275978e-09
1965,0.0,3.2832261354087677e-09
1966,3.8773522170743036e-09,1.1078149508847446e-09
1967,1.4791006197611978e-09,9.860671168482327e-10
1968,3.1439910674890825e-09,1.7965663401398047e-09
1969,4.5417578031781147e-10,2.2708788183223305e-09
1970,4.5987250119061684e-10,1.3796175313274261e-09
1971,5.138397485282553e-10,1.541519245584766e-09
1972,1.5390440033513642e-09,2.0520587451500205e-09
1973,0.0,3.3079223804577396e-09
1974,2.2502286700643026e-09,6.1881286761433785e-09
1975,1.7134440533084216e-09,1.1422960355389478e-09
1976,5.713526873840635e-10,1.7140580066410394e-09
1977,1.1753563677885381e-09,1.7630346071939584e-09
1978,3.5643548113029055e-09,5.940591352171509e-10
1979,2.3407893401383717e-09,2.925986564150662e-09
1980,2.8425752862659692e-09,1.1370301367108482e-09
1981,0.0,0.0
1982,1.8622506869903077e-09,1.2415004579935385e-09
1983,6.315316047889041e-10,3.78918940668882e-09
1984,5.799008495621649e-10,1.1598016991243298e-09
1985,1.2031116103372597e-09,1.2031116103372597e-09
1986,5.994485463567401e-10,1.7983456945813714e-09
1987,1.2221633705067347e-09,7.944062296871834e-09
1988,2.99827696004229e-09,5.996553809062277e-10
1989,0.0,2.1952488715726304e-09
1990,5.44865097484859e-10,1.6345953479657283e-09
1991,1.1722930404189924e-09,1.1722930404189924e-09
1992,1.65298330578878e-09,0.0
1993,1.1078414852150331e-09,2.7696036575264316e-09
1994,5.274926606624319e-10,1.5824779264761446e-09
1995,1.0844901643380922e-09,0.0
1996,0.0,3.736664311304594e-09
1997,9.58978896292706e-10,2.3974471297094624e-09
1998,2.86087753487152e-09,1.43043876743576e-09
1999,0.0,2.285100553223174e-09
2000,8.836062992401139e-10,2.6508188977203417e-09
2001,8.762423564512289e-10,2.190605918883648e-09
2002,3.066854992184176e-09,0.0
2003,1.6667691671301554e-09,2.083461403401543e-09
2004,0.0,3.9643119897903034e-09
2005,2.702249757291497e-09,9.007499190971657e-10
2006,4.1178899179428186e-10,2.0589450144825605e-09
2007,3.994479469415779e-10,1.5977917877663117e-09
2008,8.514879357157668e-10,2.1287198670449925e-09
2009,9.53638501499654e-10,1.907277002999308e-09
2010,1.8895172093635892e-09,1.4171379625338432e-09
2011,3.4415748029203996e-09,7.64794394481072e-10
2012,3.063827413996023e-09,1.3617010852229328e-09
2013,3.0680376017500066e-09,1.6734750252211938e-09
2014,3.4647122948427977e-09,1.5158115873603606e-09
2015,2.438232948875907e-09,1.7732603163622684e-09
2016,2.278474076078396e-09,2.6927420293532123e-09
2017,2.264050280587071e-09,2.264050280587071e-09
2018,4.3884935685412074e-09,1.0325866828253538e-09
2019,2.806086474294034e-09,2.04079020349468e-09
