year,voulait_VERB ôter_VERB,voulait_VERB oter_VERB,voulait_VERB noter_VERB
1890,2.5562107097698572e-08,6.554386478008212e-10,1.9663159989136147e-09
1891,3.824531802365527e-09,0.0,5.736798147637501e-09
1892,1.3163876211308434e-08,0.0,4.387958441043338e-09
1893,7.390100087434348e-09,6.158416554491453e-10,4.310891643655168e-09
1894,6.9316934414587195e-09,6.301539290376468e-10,6.9316934414587195e-09
1895,1.5648398132839247e-08,2.4074457982692365e-09,8.426059849853118e-09
1896,1.4152869098893461e-08,0.0,1.7691086373616827e-09
1897,5.826713334045053e-09,0.0,4.078699600285063e-09
1898,9.05336783318944e-09,0.0,3.960848538042683e-09
1899,9.39688327150634e-09,0.0,1.6582735185011188e-09
1900,8.824790675987515e-09,0.0,1.5573159428683425e-09
1901,1.7325090695408107e-08,5.588738916095792e-10,8.38310842965484e-09
1902,4.910283735171106e-09,0.0,4.419255628107521e-09
1903,1.5120615870500842e-08,0.0,2.1600881083827517e-09
1904,3.2247751136083025e-09,0.0,4.299700151477737e-09
1905,7.2250627702885595e-09,0.0,1.0321518084666081e-09
1906,8.745113966313056e-09,0.0,7.716276506641861e-09
1907,4.6285588695127444e-09,0.0,5.142843373384665e-10
1908,3.929111258571538e-09,0.0,5.893666887857307e-09
1909,7.701377313651392e-09,0.0,2.2003934230241384e-09
1910,1.7101282168141552e-08,0.0,3.740905363258662e-09
1911,1.276889793899727e-08,5.320374141248863e-10,1.5961122423746588e-09
1912,5.730363294986773e-09,0.0,1.5628263128064646e-09
1913,8.484783542428431e-09,0.0,2.121195885607108e-09
1914,1.339348720819089e-08,0.0,5.357394972094198e-09
1915,4.712304768617059e-09,0.0,1.1780761921542648e-09
1916,9.888715624128963e-09,0.0,3.2962386153911893e-09
1917,1.315970976634162e-08,0.0,1.0966424213165737e-08
1918,9.189101035644853e-09,0.0,2.2972752589112133e-09
1919,1.8415696745321952e-09,0.0,0.0
1920,1.2872794385998532e-08,0.0,4.543339038320937e-09
1921,3.0290989716519334e-09,0.0,2.2718242842501013e-09
1922,5.164555005876537e-09,0.0,2.951174193910333e-09
1923,7.431163684401554e-09,0.0,3.1847844361720945e-09
1924,1.4180787211159895e-08,0.0,1.289162443462999e-09
1925,9.898360353588487e-09,0.0,8.798542339150117e-09
1926,7.802296586589819e-09,0.0,8.916910765321973e-09
1927,1.1149224654616319e-08,0.0,7.804457524684949e-09
1928,1.2568645679778001e-08,0.0,1.1426041446327417e-08
1929,1.5596569369336066e-08,0.0,7.798284684668033e-09
1930,8.402882833991043e-09,0.0,1.1553964007759987e-08
1931,1.0264820993199919e-08,0.0,2.2810713318222042e-09
1932,8.767629289252454e-09,0.0,6.575722188983946e-09
1933,5.735331320977366e-09,0.0,1.0323596200123575e-08
1934,4.7926320689839486e-09,0.0,2.3963160344919743e-09
1935,2.393656828303392e-09,0.0,2.393656828303392e-09
1936,0.0,0.0,4.849885826274658e-09
1937,1.2591118148108649e-09,0.0,0.0
1938,2.5930428915188486e-09,0.0,0.0
1939,1.5294050470515685e-09,0.0,1.5294050470515685e-09
1940,7.607348528892999e-09,0.0,2.5357829169792012e-09
1941,2.9515025978810172e-09,0.0,8.854508237732261e-09
1942,1.2136847082899749e-08,0.0,6.068423541449874e-09
1943,1.7419411690866582e-08,0.0,0.0
1944,6.4263723231761105e-09,0.0,0.0
1945,6.535512131478072e-09,0.0,0.0
1946,6.960552134671616e-09,0.0,1.3921104269343232e-09
1947,1.0728784083369192e-08,0.0,4.7683483828109274e-09
1948,1.4133454406817236e-08,0.0,3.2615663503321457e-09
1949,1.9634016634739737e-09,0.0,2.945102384188658e-09
1950,4.2541445921528975e-09,0.0,6.381216888229346e-09
1951,4.264560704569931e-09,0.0,3.1984206394497505e-09
1952,9.490323193972472e-09,0.0,6.326882129314981e-09
1953,1.0773827385790469e-09,0.0,1.0773827385790469e-09
1954,6.840775057526116e-09,0.0,4.886268278880834e-09
1955,3.754243138587299e-09,0.0,0.0
1956,3.488456634670456e-09,0.0,2.616342476002842e-09
1957,1.7670075402875796e-09,0.0,1.1485549400447326e-08
1958,1.4890038535497752e-08,0.0,4.9633461784992505e-09
1959,5.425523585955716e-09,0.0,3.100299128533379e-09
1960,4.844583401109048e-09,0.0,1.3841666701708277e-09
1961,5.55852741612739e-09,0.0,1.3896318540318475e-09
1962,8.8787386332001e-09,0.0,5.7077609305622445e-09
1963,2.5864212993553792e-09,0.0,7.1126584622049904e-09
1964,7.300761772910391e-09,0.0,4.258777774879263e-09
1965,8.755269398363907e-09,5.472043373977442e-10,2.188817349590977e-09
1966,9.416426749453422e-09,0.0,5.539074754423723e-10
1967,9.860671390526932e-09,0.0,5.916402479044791e-09
1968,4.042274071025531e-09,0.0,6.737123747768692e-09
1969,1.3171097990039016e-08,0.0,3.1792304344691047e-09
1970,5.058597540852361e-09,0.0,3.6789800095249348e-09
1971,8.221435976452085e-09,5.138397485282553e-10,1.541519245584766e-09
1972,4.6171320100540925e-09,0.0,3.5911027485013847e-09
1973,4.410563025913916e-09,0.0,1.6539611902288698e-09
1974,5.625571564138454e-09,0.0,2.812785782069227e-09
1975,1.2565256390928425e-08,0.0,2.8557400888473694e-09
1976,3.4281160132820787e-09,0.0,1.142705374768127e-09
1977,6.464460078348111e-09,0.0,2.3507127355770763e-09
1978,2.970295565063452e-09,0.0,0.0
1979,9.363157360553487e-09,0.0,1.1703946700691858e-09
1980,5.116635559687666e-09,0.0,3.97960553399912e-09
1981,5.69299452024552e-09,0.0,1.2651099057237047e-09
1982,5.586751949948621e-09,0.0,2.483000915987077e-09
1983,3.78918940668882e-09,0.0,2.5261264191556165e-09
1984,5.799008384599347e-09,0.0,5.799008495621649e-10
1985,3.609334831011779e-09,0.0,1.2031116103372597e-09
1986,4.196139880008332e-09,0.0,4.196139880008332e-09
1987,1.0388388815840699e-08,0.0,3.0554083707556856e-09
1988,4.797243047249822e-09,0.0,1.798966087207532e-09
1989,6.585746614717891e-09,0.0,2.1952488715726304e-09
1990,7.628111475810329e-09,0.0,1.6345953479657283e-09
1991,7.6199047072123e-09,0.0,5.861465202094962e-10
1992,3.856960972825618e-09,0.0,2.2039776670368383e-09
1993,7.200969598386564e-09,0.0,1.661762283333701e-09
1994,5.802419433820205e-09,0.0,2.637463358823311e-09
1995,3.795715741716776e-09,0.0,1.626735190995987e-09
1996,2.135236876199542e-09,0.0,3.2028553142993132e-09
1997,3.835915585170824e-09,0.0,2.876936688878118e-09
1998,6.675381136744818e-09,0.0,2.3840645013706308e-09
1999,4.570201106446348e-09,0.0,2.7421207526856506e-09
2000,7.510653432518666e-09,0.0,1.3254094488601709e-09
2001,8.762423675534592e-09,4.3812117822561447e-10,4.3812117822561447e-10
2002,9.200564754507923e-09,0.0,1.3143663935011318e-09
2003,9.58392298855415e-09,0.0,2.9168460979889232e-09
2004,3.9643119897903034e-09,0.0,3.0833537945085254e-09
2005,7.205999352777326e-09,0.0,9.007499190971657e-10
2006,4.117890028965121e-09,0.0,8.235779835885637e-10
2007,6.391167151065247e-09,0.0,0.0
2008,3.405951742863067e-09,0.0,1.2772318758180745e-09
2009,3.337734755248789e-09,0.0,0.0
2010,7.558068837454357e-09,0.0,2.3618964561933353e-09
2011,8.795135286732148e-09,0.0,2.6767803529281764e-09
2012,7.829781267787439e-09,0.0,4.425528388196653e-09
2013,1.310888730898796e-08,0.0,3.904775169871755e-09
2014,8.87832563023494e-09,0.0,4.7639794331644225e-09
2015,1.0639562120218216e-08,0.0,4.654808538617772e-09
2016,1.1806638333666797e-08,0.0,4.142679976837371e-09
2017,1.509366853724714e-08,0.0,2.5156112748447867e-09
2018,1.5488799576246493e-08,0.0,2.581466596041082e-09
2019,1.0459049626376782e-08,0.0,2.2958890344426663e-09
