year,voulaient_VERB ôter_VERB,voulaient_VERB noter_VERB
1875,8.010138330405425e-09,0.0
1876,1.874264654588842e-08,0.0
1877,6.184816214727107e-09,6.184815992682502e-10
1878,9.662541877730746e-09,0.0
1879,1.4051448005147904e-08,6.10932526790009e-10
1880,1.2835692508872398e-09,0.0
1881,2.091752326904839e-09,2.091752326904839e-09
1882,4.6587693702804245e-09,0.0
1883,1.8958017378167824e-09,0.0
1884,5.941527270181268e-09,0.0
1885,9.66845359329227e-09,6.445635691854079e-10
1886,6.453463874400711e-10,0.0
1887,6.528924623161458e-10,6.528924623161458e-10
1888,3.1703073499755874e-09,0.0
1889,3.759081934617825e-09,0.0
1890,7.209825181320184e-09,0.0
1891,5.099376032546843e-09,0.0
1892,4.387958441043338e-09,0.0
1893,0.0,0.0
1894,6.301539290376468e-10,0.0
1895,5.416753268150387e-09,0.0
1896,4.1279202278587945e-09,1.179405795248556e-09
1897,2.330685422435863e-09,0.0
1898,0.0,0.0
1899,4.9748205555033564e-09,1.6582735185011188e-09
1900,6.22926377147337e-09,1.5573159428683425e-09
1901,5.588738916095792e-10,1.1177477832191585e-09
1902,4.910283846193408e-10,0.0
1903,5.400220270956879e-10,5.400220270956879e-10
1904,3.2247751136083025e-09,5.374625189347171e-10
1905,2.0643036169332163e-09,0.0
1906,1.5432553013283723e-09,0.0
1907,0.0,0.0
1908,4.911389073214423e-10,9.822778146428846e-10
1909,1.1001967115120692e-09,0.0
1910,5.344150677544235e-10,0.0
1911,3.1922244847493175e-09,0.0
1912,2.6047106693738442e-09,0.0
1913,2.6514948014977335e-09,0.0
1914,0.0,0.0
1915,0.0,0.0
1916,0.0,1.0987462051303964e-09
1917,0.0,0.0
1918,0.0,0.0
1919,9.207848372660976e-10,6.4454939163738345e-09
1920,3.786115865267448e-09,1.514446346106979e-09
1921,7.572747429129834e-10,7.572747429129834e-10
1922,0.0,1.4755870969551665e-09
1923,0.0,0.0
1924,0.0,0.0
1925,3.299453377181294e-09,0.0
1926,0.0,0.0
1927,0.0,0.0
1928,0.0,0.0
1929,0.0,0.0
1930,0.0,0.0
1931,1.1405356659111021e-09,1.1405356659111021e-09
1932,0.0,0.0
1933,0.0,1.1470662197865522e-09
1934,0.0,3.5944740517379614e-09
1935,1.196828414151696e-09,3.590485242455088e-09
1936,0.0,1.2124714565686645e-09
1937,0.0,1.2591118148108649e-09
1938,5.186085783037697e-09,2.5930428915188486e-09
1939,0.0,4.588215141154706e-09
1940,7.607348528892999e-09,2.5357829169792012e-09
1941,2.9515025978810172e-09,0.0
1942,0.0,0.0
1943,5.806470415592457e-09,0.0
1944,0.0,0.0
1945,2.178504043826024e-09,0.0
1946,0.0,0.0
1947,0.0,0.0
1948,0.0,0.0
1949,0.0,1.9634016634739737e-09
1950,0.0,0.0
1951,3.1984206394497505e-09,1.0661401761424827e-09
1952,4.2179215675730575e-09,4.2179215675730575e-09
1953,2.1547654771580937e-09,0.0
1954,4.886268278880834e-09,9.772536113672459e-10
1955,1.8771215692936494e-09,0.0
1956,0.0,0.0
1957,1.7670075402875796e-09,0.0
1958,0.0,0.0
1959,0.0,0.0
1960,2.076250060767393e-09,6.920833350854139e-10
1961,4.16889545107324e-09,0.0
1962,4.43936931660005e-09,3.170978146727066e-09
1963,3.2330267352165265e-09,1.939815863494232e-09
1964,1.2167936658258327e-09,6.083968329129164e-10
1965,4.377634699181954e-09,0.0
1966,5.539074754423723e-10,0.0
1967,1.9721342336964653e-09,0.0
1968,2.245707841908029e-09,1.3474247273492779e-09
1969,9.083515606356229e-10,0.0
1970,1.3796175313274261e-09,0.0
1971,1.0276794970565106e-09,0.0
1972,5.130146862875051e-10,0.0
1973,0.0,0.0
1974,0.0,0.0
1975,5.711480177694739e-10,5.711480177694739e-10
1976,2.285410749536254e-09,1.142705374768127e-09
1977,0.0,1.7630346071939584e-09
1978,1.1881182704343018e-09,0.0
1979,5.851973350345929e-10,0.0
1980,0.0,0.0
1981,0.0,0.0
1982,0.0,0.0
1983,1.2630632095778083e-09,0.0
1984,0.0,0.0
1985,0.0,0.0
1986,2.997242676272549e-09,0.0
1987,0.0,0.0
1988,5.996553809062277e-10,0.0
1989,0.0,0.0
1990,2.179460389939436e-09,1.089730194969718e-09
1991,1.1722930404189924e-09,5.861465202094962e-10
1992,1.65298330578878e-09,1.65298330578878e-09
1993,0.0,1.1078414852150331e-09
1994,1.5824779264761446e-09,5.274926606624319e-10
1995,3.253470381991974e-09,0.0
1996,1.067618438099771e-09,1.067618438099771e-09
1997,1.917957792585412e-09,4.79489448146353e-10
1998,0.0,0.0
1999,2.285100553223174e-09,2.7421207526856506e-09
2000,1.3254094488601709e-09,0.0
2001,1.3143635069212678e-09,4.3812117822561447e-10
2002,8.76244299341522e-10,4.38122149670761e-10
2003,1.2500769308587678e-09,0.0
2004,8.809582507929292e-10,0.0
2005,1.3511248786457486e-09,0.0
2006,8.235779835885637e-10,0.0
2007,1.997239706952314e-09,0.0
2008,4.257439678578834e-10,0.0
2009,2.384096253749135e-09,0.0
2010,2.8342759250676863e-09,0.0
2011,2.2943831279320648e-09,0.0
2012,1.0212758416727752e-09,0.0
2013,1.6734750252211938e-09,0.0
2014,8.661780737106994e-10,0.0
2015,6.649726325136385e-10,4.433150790905671e-10
2016,6.214020409345267e-10,2.0713400439298368e-10
2017,5.031222660711876e-10,0.0
2018,7.744400121190154e-10,0.0
2019,2.2958890344426663e-09,0.0
