year,aucun_DET âge_NOUN,aucun_DET age_NOUN,aucun_DET sage_ADJ
1904,4.729670344261194e-08,1.0749250378694342e-09,0.0
1905,4.386645069409667e-08,1.0321518084666081e-09,2.5803795766776716e-09
1906,5.041300887853595e-08,0.0,4.629766126029722e-09
1907,4.2685599055403145e-08,2.571421631181181e-09,5.142843373384665e-10
1908,4.6167056400037154e-08,1.964555629285769e-09,2.9468334439286537e-09
1909,4.620826032919467e-08,1.1001967115120692e-09,0.0
1910,6.466422464157517e-08,1.068830135508847e-09,0.0
1911,5.213966769446188e-08,5.320374141248863e-10,1.5961122423746588e-09
1912,4.323819613460955e-08,0.0,4.688479160463999e-09
1913,5.090870036639217e-08,2.121195885607108e-09,1.060597942803554e-09
1914,7.165515647500342e-08,0.0,1.1384464593255927e-08
1915,5.1835352010698443e-08,0.0,5.890381071793627e-09
1916,4.724608526629481e-08,1.0987462051303964e-09,2.197492410260793e-09
1917,3.83824856342585e-08,0.0,0.0
1918,6.432370724951397e-08,0.0,0.0
1919,3.867296261006459e-08,0.0,0.0
1920,5.3762846619065385e-08,7.572231730534895e-10,0.0
1921,6.512563133220794e-08,2.27182422873895e-09,1.5145494858259667e-09
1922,5.754789622613998e-08,7.377935484775833e-10,7.377935484775833e-10
1923,4.564857825073432e-08,0.0,1.0615948120573648e-09
1924,4.1253197746726755e-08,0.0,1.289162443462999e-09
1925,3.1894716423508385e-08,2.1996355847875293e-09,2.1996355847875293e-09
1926,4.45845556029667e-08,1.1146138456652466e-09,5.57306911730393e-09
1927,5.2401356143150224e-08,1.1149224876660924e-09,4.459690061686672e-09
1928,3.1992914539813455e-08,2.2852082448565625e-09,5.713020501119104e-09
1929,4.567566680435675e-08,1.1140406375176326e-09,0.0
1930,5.041729611576784e-08,1.0503603542488804e-09,3.1510811737689437e-09
1931,1.9389107208667156e-08,0.0,1.1405356659111021e-09
1932,2.7398840973802407e-08,2.1919073223131136e-09,0.0
1933,2.523545683530415e-08,0.0,1.1470662197865522e-09
1934,3.714290031098244e-08,1.1981580172459871e-09,5.990790086229936e-09
1935,4.906996586839796e-08,0.0,4.787313656606784e-09
1936,3.152425698260686e-08,1.2124714565686645e-09,0.0
1937,1.888667666705146e-08,1.2591118148108649e-09,6.295559185076627e-09
1938,3.111651514231539e-08,0.0,5.186085783037697e-09
1939,3.364691014695609e-08,0.0,0.0
1940,3.296517858686343e-08,2.5357829169792012e-09,1.2678914806940611e-08
1941,2.6563524713196784e-08,0.0,2.9515025978810172e-09
1942,5.158160121254696e-08,0.0,3.034211770724937e-09
1943,7.258088197126256e-08,0.0,0.0
1944,6.747690939334916e-08,0.0,1.6065930807940276e-08
1945,3.7034568745042407e-08,2.178504043826024e-09,0.0
1946,5.568441618919451e-08,0.0,4.1763312808029696e-09
1947,6.31806162942894e-08,0.0,3.5762612871081956e-09
1948,3.8051608086675515e-08,2.174377566888097e-09,4.348755133776194e-09
1949,3.8286331438541765e-08,0.0,1.9634016634739737e-09
1950,4.4668517773516214e-08,0.0,3.190608444114673e-09
1951,4.904244754744269e-08,1.0661401761424827e-09,0.0
1952,3.47978517112324e-08,0.0,3.163441175679793e-09
1953,3.23214819353268e-08,1.0773827385790469e-09,1.0773827385790469e-09
1954,3.713563812013376e-08,0.0,2.9317608341017376e-09
1955,6.757637383003612e-08,0.0,9.385607846468247e-10
1956,2.180285396669035e-08,0.0,0.0
1957,3.5340151804952313e-08,8.835037701437898e-10,0.0
1958,3.722509589465517e-08,0.0,6.617794756635931e-09
1959,3.797866376942238e-08,1.5501495642666896e-09,1.5501495642666896e-09
1960,4.221708316265449e-08,0.0,1.3841666701708277e-09
1961,3.68252436322436e-08,0.0,4.86371165564492e-09
1962,3.170978235544908e-08,0.0,3.1709782577493684e-09
1963,3.5563294309426396e-08,0.0,1.2932106496776896e-09
1964,3.102823864509219e-08,0.0,2.4335873316516654e-09
1965,4.4870754223325093e-08,0.0,6.0192477668863376e-09
1966,3.988133656651627e-08,1.6617224263271169e-09,3.323444963676536e-09
1967,3.3526281306706096e-08,0.0,1.1339771344154315e-08
1968,3.278733573530701e-08,1.7965663401398047e-09,4.491415683816058e-09
1969,4.587175372883223e-08,1.3625273131978588e-09,6.812636565989294e-09
1970,2.5292986927105687e-08,1.3796175035718505e-09,4.598724956395017e-09
1971,2.6719667367558486e-08,2.5691987426412766e-09,2.5691987426412766e-09
1972,3.5398014741616635e-08,0.0,1.5390440588625154e-09
1973,2.7566019800140396e-08,1.6539611347177186e-09,5.513203782392395e-10
1974,3.3753430717098354e-08,5.625571675160757e-10,5.625571675160757e-10
1975,4.512069295969923e-08,5.711480177694739e-10,1.1422960355389478e-09
1976,3.485251509616205e-08,1.7140580621521906e-09,7.427584769459372e-09
1977,3.937443748824876e-08,1.1753563677885381e-09,5.876781838942691e-10
1978,4.39603775603814e-08,5.940591352171509e-10,3.5643548113029055e-09
1979,2.5163485517509798e-08,0.0,5.266775904289034e-09
1980,3.752199440043569e-08,5.685150683554241e-10,6.822181042309694e-09
1981,3.6055631813525224e-08,0.0,1.2651099057237047e-09
1982,3.476201193564066e-08,0.0,2.483000915987077e-09
1983,2.5892796351456582e-08,6.315316047889041e-10,2.5261264191556165e-09
1984,3.3054348591576854e-08,0.0,3.479405208395292e-09
1985,3.9702684251352593e-08,6.015558051686298e-10,3.0077789148208467e-09
1986,3.1770773567529886e-08,0.0,1.7983456390702202e-09
1987,2.3221103706561053e-08,0.0,1.8332451112712533e-09
1988,2.8783458949632745e-08,0.0,2.99827696004229e-09
1989,2.9635858989074393e-08,0.0,5.488122178931576e-09
1990,4.304434364499343e-08,5.44865097484859e-10,2.7243255429354463e-09
1991,2.5204299980430278e-08,0.0,4.10302547493302e-09
1992,3.250867131043833e-08,1.1019888335184191e-09,1.1019888335184191e-09
1993,2.7696037907531945e-08,5.539207426075166e-10,1.661762283333701e-09
1994,3.6396993641218955e-08,0.0,3.692448513614721e-09
1995,4.012613680215438e-08,0.0,1.6267352465071383e-09
1996,3.3096171137003694e-08,0.0,1.6014276571496566e-09
1997,3.6441199391390455e-08,0.0,8.151320507465698e-09
1998,3.337690479554567e-08,0.0,3.337690568372409e-09
1999,3.7475647918228105e-08,9.140402323914998e-10,4.570201106446348e-09
2000,2.6066385938605663e-08,0.0,3.092622158362701e-09
2001,2.2782301822843465e-08,0.0,4.8193329327261836e-09
2002,2.0153619662011124e-08,0.0,8.76244299341522e-09
2003,3.7502304817138565e-08,0.0,6.250384321226932e-09
2004,2.0262039379659313e-08,0.0,3.523833003171717e-09
2005,3.017512173464354e-08,0.0,1.8014998381943315e-09
2006,3.417848759568187e-08,4.1178899179428186e-10,7.412201741274771e-09
2007,3.1156940138998834e-08,3.994479469415779e-10,6.7906151812735516e-09
2008,2.980207702840687e-08,0.0,1.2772318758180745e-09
2009,2.002640919762655e-08,0.0,2.384096253749135e-09
2010,2.503610230242259e-08,1.4171379625338432e-09,4.723793023408973e-09
2011,3.250376101604502e-08,0.0,1.147191591721608e-09
2012,2.4851045443696762e-08,0.0,4.425528637996834e-09
2013,3.068037623954467e-08,0.0,4.741512571460049e-09
2014,3.118240976540676e-08,0.0,4.330890313042346e-09
2015,3.701680828527287e-08,0.0,1.5516028045725605e-09
2016,3.64555834408975e-08,1.2428039986023265e-09,4.556948152156792e-09
2017,3.043889629239516e-08,0.0,1.0817129109108592e-08
2018,2.5556520899527868e-08,2.5814667070633845e-10,5.421079973810805e-09
2019,3.061185349650941e-08,0.0,3.316284080678855e-09
