year,ancien_ADJ honneur_NOUN,ancien_ADJ sonneur_NOUN
1893,1.4164357686752282e-08,4.926733243593162e-09
1894,6.9316934414587195e-09,6.301539290376468e-10
1895,6.6204757231957956e-09,2.4074457982692365e-09
1896,6.486732040400511e-09,5.89702897624278e-10
1897,3.4960281336537946e-09,1.1653427112179315e-09
1898,5.092519295146758e-09,5.6583546736987955e-09
1899,3.8693048765026106e-09,7.738609753005221e-09
1900,4.15284251431558e-09,0.0
1901,5.588738916095792e-10,1.1177477832191585e-09
1902,3.437198747846537e-09,0.0
1903,4.320176216765503e-09,5.400220270956879e-10
1904,5.374625189347171e-10,1.6123875568041512e-09
1905,3.096455536422127e-09,1.5482277682110634e-09
1906,5.144184522798412e-10,1.0288369045596824e-09
1907,7.71426478252124e-09,5.65712765521198e-09
1908,1.964555629285769e-09,4.911389073214423e-10
1909,7.151278680339601e-09,3.850688656825696e-09
1910,6.947395991829808e-09,3.206490406526541e-09
1911,5.3203743632934675e-09,1.0640748282497725e-09
1912,6.772247651554153e-09,0.0
1913,3.181793939432964e-09,3.181793939432964e-09
1914,0.0,3.3483718020477227e-09
1915,0.0,0.0
1916,0.0,0.0
1917,1.0966424435210342e-09,0.0
1918,1.1486376294556067e-09,0.0
1919,3.6831393490643904e-09,0.0
1920,3.786115865267448e-09,1.514446346106979e-09
1921,1.5145494858259667e-09,1.5145494858259667e-09
1922,6.640141769764796e-09,1.4755870969551665e-09
1923,1.3800733000834953e-08,0.0
1924,2.578324886925998e-09,2.578324886925998e-09
1925,8.798542339150117e-09,0.0
1926,4.458455382660986e-09,0.0
1927,1.6723836537835268e-08,1.1149224876660924e-09
1928,1.1426041224282812e-09,2.2852082448565625e-09
1929,1.1140406375176326e-09,0.0
1930,7.352522590764465e-09,1.0503603542488804e-09
1931,4.5621426636444085e-09,0.0
1932,5.4797681947604815e-09,1.0959536611565568e-09
1933,9.176529758292418e-09,0.0
1934,3.5944740517379614e-09,0.0
1935,0.0,1.196828414151696e-09
1936,7.274828739411987e-09,8.487299751891442e-09
1937,7.554670666820584e-09,2.5182236296217297e-09
1938,1.2965214457594243e-09,0.0
1939,4.588215141154706e-09,0.0
1940,0.0,0.0
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,1.8205270180260413e-08,0.0
1943,0.0,0.0
1944,0.0,0.0
1945,4.357008087652048e-09,4.357008087652048e-09
1946,5.568441707737293e-09,6.960552134671616e-09
1947,2.3841741914054637e-09,4.7683483828109274e-09
1948,1.0871887834440486e-09,0.0
1949,4.908504269707237e-09,2.945102384188658e-09
1950,1.3825969702452312e-08,1.0635361480382244e-09
1951,1.1727541604500402e-08,1.0661401761424827e-09
1952,6.326882129314981e-09,8.435843135146115e-09
1953,6.464296653518886e-09,5.386913581872932e-09
1954,4.886268278880834e-09,9.772536113672459e-10
1955,0.0,9.385607846468247e-10
1956,8.72114158667614e-10,0.0
1957,8.835037701437898e-10,0.0
1958,4.1361216673863055e-09,0.0
1959,0.0,3.100299128533379e-09
1960,1.3841666701708277e-09,0.0
1961,4.86371165564492e-09,4.16889545107324e-09
1962,1.1415521861124489e-08,1.2683912808952869e-09
1963,1.2932106496776896e-09,6.466053248388448e-10
1964,5.475571551727398e-09,3.041984220075733e-09
1965,6.5664522708175355e-09,5.472043373977442e-10
1966,3.3234448526542337e-09,1.6617224263271169e-09
1967,3.944268467392931e-09,3.451234853457663e-09
1968,2.245707841908029e-09,1.3474247273492779e-09
1969,7.72098829315837e-09,9.083515606356229e-10
1970,5.058597540852361e-09,1.3796175313274261e-09
1971,1.541519245584766e-09,1.541519245584766e-09
1972,3.5911027485013847e-09,5.130146862875051e-10
1973,7.1671650836435674e-09,5.513203782392395e-10
1974,1.1251143350321513e-09,2.2502286700643026e-09
1975,2.2845920710778955e-09,1.1422960355389478e-09
1976,5.713526873840635e-10,1.142705374768127e-09
1977,3.526069214387917e-09,5.876781838942691e-10
1978,1.1881182704343018e-09,5.940591352171509e-10
1979,1.7555920051037788e-09,1.1703946700691858e-09
1980,1.7055452605774235e-09,0.0
1981,4.427884725544118e-09,1.8976649140967083e-09
1982,1.8622506869903077e-09,6.207502289967692e-10
1983,1.2630632095778083e-09,1.2630632095778083e-09
1984,1.739702604197646e-09,5.799008495621649e-10
1985,1.8046674155058895e-09,6.015558051686298e-10
1986,2.3977941854269602e-09,5.994485463567401e-10
1987,2.4443267410134695e-09,6.110816852533674e-10
1988,1.1993107618124554e-09,0.0
1989,1.6464366536794728e-09,5.488122178931576e-10
1990,4.358920779878872e-09,0.0
1991,1.1722930404189924e-09,0.0
1992,6.060938417817852e-09,5.509944167592096e-10
1993,7.200969598386564e-09,1.1078414852150331e-09
1994,2.1099706426497278e-09,5.274926717646622e-09
1995,1.626735190995987e-09,5.422450821690461e-10
1996,2.6690460952494277e-09,2.6690460952494277e-09
1997,1.438468344439059e-09,0.0
1998,6.675381136744818e-09,4.768129224785866e-10
1999,1.3710603763428253e-09,9.140402323914998e-10
2000,2.2090156370779823e-09,8.836062992401139e-10
2001,4.381211837767296e-09,8.762423564512289e-10
2002,1.752488598683044e-09,0.0
2003,2.083461403401543e-09,0.0
2004,1.3214374039449694e-09,4.404791253964646e-10
2005,3.602999676388663e-09,4.5037495954858286e-10
2006,8.235779835885637e-10,0.0
2007,2.7961355453243186e-09,0.0
2008,1.7029758714315335e-09,4.257439678578834e-10
2009,3.337734755248789e-09,1.430457752249481e-09
2010,9.447586046817946e-10,4.723793023408973e-10
2011,3.82397197240536e-10,0.0
2012,6.808505426114664e-10,3.404252713057332e-10
2013,3.6258624991347688e-09,2.789125042035323e-10
2014,1.2992671383216248e-09,1.5158115873603606e-09
2015,2.438232948875907e-09,8.866301581811342e-10
2016,2.278474076078396e-09,4.1426800878596737e-10
2017,2.515611330355938e-10,7.54683426862357e-10
2018,1.5488800242380307e-09,1.0325866828253538e-09
2019,2.5509878653906526e-09,2.5509878653906526e-09
