year,aucun_DET honneur_NOUN,aucun_DET sonneur_NOUN
1982,1.8622506758880775e-08,0.0
1983,3.2839641672666176e-08,0.0
1984,3.885335841946613e-08,0.0
1985,2.2859120152318724e-08,0.0
1986,2.8773529558989708e-08,0.0
1987,1.649920555735207e-08,0.0
1988,1.679035038781862e-08,0.0
1989,2.853823599657801e-08,0.0
1990,2.7788119860705507e-08,0.0
1991,2.3445860364290638e-08,0.0
1992,3.0855686894426526e-08,5.509944167592096e-10
1993,2.880387950376928e-08,0.0
1994,2.2154692247422503e-08,0.0
1995,2.9281234659173094e-08,0.0
1996,3.096093292853652e-08,2.135236876199542e-09
1997,1.726162068838022e-08,0.0
1998,2.7178336803324044e-08,9.536258449571733e-10
1999,3.016332850158676e-08,4.570201161957499e-10
2000,3.357704025930275e-08,0.0
2001,3.329721010025821e-08,0.0
2002,3.154479411016098e-08,0.0
2003,3.1251922383290776e-08,4.1669229178253886e-10
2004,3.6559766436461416e-08,0.0
2005,3.017512206771045e-08,4.5037495954858286e-10
2006,3.582564178650216e-08,0.0
2007,2.955914873981058e-08,0.0
2008,3.916844643070405e-08,0.0
2009,3.766871969901331e-08,0.0
2010,3.590082808813122e-08,0.0
2011,4.397567621161613e-08,0.0
2012,4.936166453362034e-08,0.0
2013,4.713621226670739e-08,2.789125042035323e-10
2014,5.976628547621488e-08,0.0
2015,6.02908493130272e-08,6.649726325136385e-10
2016,6.483294390235983e-08,4.1426800878596737e-10
2017,5.7355937332914664e-08,0.0
2018,7.124847822836955e-08,7.744400121190154e-10
2019,6.351959691563991e-08,0.0
