year,devons_VERB ouvrir_VERB,devons_VERB rouvrir_VERB
1882,2.861815673327328e-08,0.0
1883,1.0742875922176154e-08,0.0
1884,1.1883054540362536e-08,0.0
1885,9.66845359329227e-09,0.0
1886,2.19417763958063e-08,0.0
1887,1.1099172247952538e-08,0.0
1888,8.876860135842435e-09,0.0
1889,1.0024218788373673e-08,0.0
1890,5.898947996740844e-09,0.0
1891,1.6572972327821844e-08,0.0
1892,1.1283322720601063e-08,0.0
1893,2.0322774574310642e-08,0.0
1894,6.301539290376468e-09,0.0
1895,1.444467478961542e-08,0.0
1896,1.533227589334274e-08,0.0
1897,4.078699600285063e-09,0.0
1898,1.640922953072277e-08,0.0
1899,1.3818945987509323e-08,0.0
1900,1.038210584169974e-08,5.191053142894475e-10
1901,6.147612641171918e-09,0.0
1902,1.3748794991386148e-08,0.0
1903,1.6200660368781428e-08,0.0
1904,1.1286712897629059e-08,1.0749250378694342e-09
1905,1.7546581076999246e-08,0.0
1906,7.716276506641861e-09,0.0
1907,1.491424583832668e-08,0.0
1908,2.161011281032188e-08,0.0
1909,1.4302557360679202e-08,0.0
1910,1.2291546447329438e-08,0.0
1911,1.1172785363555704e-08,0.0
1912,2.031674206648404e-08,0.0
1913,1.113627856597077e-08,0.0
1914,1.0045115850232378e-08,0.0
1915,2.3561524287174507e-08,5.890381071793627e-09
1916,1.8678685265172135e-08,4.394984820521586e-09
1917,2.8512703309502285e-08,1.0966424435210342e-09
1918,1.6080926812378493e-08,0.0
1919,1.1049418269237776e-08,2.762354567309444e-09
1920,2.4231141537711665e-08,2.2716695191604686e-09
1921,1.741731914250977e-08,0.0
1922,1.9182632371439468e-08,0.0
1923,4.246379248229459e-09,1.0615948120573648e-09
1924,1.2891624656674594e-08,0.0
1925,1.3197813508725176e-08,0.0
1926,7.802296586589819e-09,0.0
1927,7.804457524684949e-09,6.689535148041159e-09
1928,1.0283437212876834e-08,0.0
1929,6.684243825105796e-09,3.342121912552898e-09
1930,1.1553964007759987e-08,0.0
1931,3.4216069977333063e-09,0.0
1932,1.0959536389520963e-08,0.0
1933,2.064719240024715e-08,0.0
1934,1.0783422155213884e-08,0.0
1935,1.4361940969820353e-08,0.0
1936,7.274828739411987e-09,0.0
1937,1.888667711114067e-08,0.0
1938,3.8895642262559704e-09,0.0
1939,4.588215141154706e-09,0.0
1940,7.607348528892999e-09,0.0
1941,2.066051862925633e-08,0.0
1942,2.4273694165799498e-08,0.0
1943,1.1612940831184915e-08,0.0
1944,3.2131861615880553e-09,0.0
1945,1.742803235060819e-08,2.178504043826024e-09
1946,1.1136883415474585e-08,0.0
1947,1.7881307101674793e-08,0.0
1948,2.391815279167986e-08,0.0
1949,1.0798709482173763e-08,9.817008317369869e-10
1950,2.2334258886758107e-08,0.0
1951,8.529121409139861e-09,0.0
1952,1.8980646387944944e-08,0.0
1953,1.2928593307037772e-08,1.0773827385790469e-09
1954,1.2704297169818801e-08,0.0
1955,1.220129064449793e-08,0.0
1956,1.5698054411927842e-08,0.0
1957,1.501956425897788e-08,0.0
1958,1.2408365002158916e-08,0.0
1959,1.705164542897819e-08,0.0
1960,1.1765417085030094e-08,0.0
1961,1.250668635321972e-08,0.0
1962,1.4586500007851555e-08,0.0
1963,9.052474325699222e-09,6.466053248388448e-10
1964,2.1902286206909594e-08,0.0
1965,1.3680108601477059e-08,0.0
1966,1.4401594583546284e-08,0.0
1967,1.5284040699725665e-08,0.0
1968,1.6169096284102125e-08,0.0
1969,1.1808570121729645e-08,0.0
1970,1.2876429700270364e-08,0.0
1971,1.3359833239690033e-08,0.0
1972,8.208234980600082e-09,0.0
1973,7.1671650836435674e-09,0.0
1974,1.012602890426706e-08,0.0
1975,1.5420996035686585e-08,0.0
1976,6.2848797277581525e-09,1.142705374768127e-09
1977,1.23412418062685e-08,0.0
1978,5.940591130126904e-09,1.1881182704343018e-09
1979,1.462993370893173e-08,0.0
1980,7.95921106799824e-09,0.0
1981,6.325549417596221e-09,0.0
1982,1.0552754226011984e-08,0.0
1983,6.315316269933646e-09,0.0
1984,7.538710988796993e-09,0.0
1985,1.2632671797518924e-08,0.0
1986,7.792831269171074e-09,0.0
1987,5.49973533381376e-09,1.8332451112712533e-09
1988,1.6190695006912392e-08,0.0
1989,1.0976243913773942e-08,0.0
1990,1.0897301727652575e-08,0.0
1991,1.3481369798284959e-08,0.0
1992,1.652983172562017e-08,0.0
1993,8.308811416668505e-09,5.539207426075166e-10
1994,1.2132331583813993e-08,0.0
1995,1.626735190995987e-08,1.0844901643380922e-09
1996,1.2277611816102763e-08,1.067618438099771e-09
1997,1.6302641014931396e-08,0.0
1998,1.4781200263769279e-08,0.0
1999,1.279656292041409e-08,9.140402323914998e-10
2000,2.164835422036049e-08,0.0
2001,1.445799924226776e-08,0.0
2002,1.4896152755738967e-08,4.38122149670761e-10
2003,1.6250998768896352e-08,8.333845835650777e-10
2004,1.2333415178034102e-08,0.0
2005,1.261049931144953e-08,0.0
2006,7.823991232669414e-09,0.0
2007,1.917350189728495e-08,0.0
2008,2.2564430324223395e-08,4.257439678578834e-10
2009,1.43045770784056e-08,0.0
2010,1.4643758206034363e-08,9.447586046817946e-10
2011,2.7532598423363197e-08,1.911985902935953e-09
2012,3.063827591631707e-08,6.808505426114664e-10
2013,2.370756213565528e-08,8.367375126105969e-10
2014,2.0571729208995748e-08,8.661780737106994e-10
2015,1.4851055496478693e-08,6.649726325136385e-10
2016,2.1334802369210593e-08,8.285360175719347e-10
2017,2.9935776524325775e-08,2.0124890642847504e-09
2018,2.1942467398616827e-08,3.0977600484760615e-09
2019,2.5509876877549686e-08,2.806086474294034e-09
