year,aux_ADP aides_NOUN,aux_ADP raids_NOUN
1880,1.6493865140354558e-07,0.0
1881,1.6873469022016252e-07,0.0
1882,2.3027631979033458e-07,3.9932310791357395e-09
1883,2.0790624444266825e-07,4.423537092179686e-09
1884,2.455831342729198e-07,1.9805090900604227e-09
1885,2.3333201421005256e-07,2.5782542767416317e-09
1886,1.9166787168511945e-07,7.744156427236248e-09
1887,1.9913220250522556e-07,0.0
1888,2.2065339067012246e-07,5.07249175996094e-09
1889,1.7667685803246513e-07,2.5060546970934183e-09
1890,1.8614457353294256e-07,0.0
1891,1.9951308960486358e-07,8.92390783491237e-09
1892,2.0372665199275275e-07,1.8805537127519756e-09
1893,1.7428318899170847e-07,0.0
1894,3.428037498309777e-07,6.301539290376468e-10
1895,1.8356773656691416e-07,0.0
1896,1.7985937666997742e-07,5.897029087265082e-09
1897,1.9053353561560016e-07,1.1653427112179315e-09
1898,1.3862969350242338e-07,5.092519295146758e-09
1899,1.6914389888711412e-07,5.527578395003729e-09
1900,1.422348550050856e-07,4.15284251431558e-09
1901,1.8722275152427414e-07,2.794369402536745e-09
1902,1.7627919168816675e-07,9.329538919189417e-09
1903,2.046683476031319e-07,4.860198465905796e-09
1904,2.2519679099275436e-07,9.674325340824907e-09
1905,2.2604124327862962e-07,6.192911072844254e-09
1906,2.484641050681802e-07,6.6874399351490865e-09
1907,2.401707911436901e-07,6.685696440911215e-09
1908,1.930175894671038e-07,6.384805573134145e-09
1909,2.0353639795800404e-07,6.60118004702781e-09
1910,1.4856738372870382e-07,1.6032452032632705e-09
1911,1.920655088305523e-07,2.128149656499545e-09
1912,2.3546583827194212e-07,6.251305251225858e-09
1913,1.32574746070091e-07,7.954484182448596e-09
1914,1.7880305946960107e-07,9.37544086809794e-09
1915,1.0956108864590419e-07,1.4136913861761968e-08
1916,8.460346023753118e-08,4.9443578120644815e-08
1917,1.0637431879789716e-07,6.689518772251546e-08
1918,2.1594387433765405e-07,7.581008532042688e-08
1919,1.3627614908751084e-07,4.511845830279526e-08
1920,9.313844717695474e-08,2.0445025228355007e-08
1921,1.6962953847121653e-07,1.8931869405491852e-08
1922,1.3501622164735494e-07,1.2542490601674672e-08
1923,1.2420659567524694e-07,8.492758496458919e-09
1924,1.0828964303044586e-07,7.734974438733389e-09
1925,1.01183239342717e-07,1.0998178368026856e-08
1926,8.359603642649205e-08,2.0063049888108253e-08
1927,8.027441644742339e-08,1.895368229032357e-08
1928,9.026572334036587e-08,2.285208267061023e-08
1929,9.803557809995311e-08,2.785101571589621e-08
1930,1.5440296952107246e-07,3.151081173768944e-08
1931,1.7336142121848752e-07,2.6232321204133768e-08
1932,1.2165085305770873e-07,3.06867029564728e-08
1933,1.7664820362028877e-07,1.605892663292252e-08
1934,1.270047480517178e-07,2.995395220750652e-08
1935,1.1130504162792931e-07,4.0692164304800826e-08
1936,1.442841002230466e-07,4.243650053581405e-08
1937,1.0072894596202531e-07,4.406891207509034e-08
1938,1.374312694757407e-07,4.4081729155820426e-08
1939,1.5599930947018947e-07,4.5882153187903896e-08
1940,7.60734906180005e-08,6.846614097888448e-08
1941,1.1215709694312181e-07,3.836953510472085e-08
1942,1.5474480608013153e-07,4.247896612241675e-08
1943,1.3064558235242885e-07,5.516146828199453e-08
1944,1.221010741403461e-07,7.069009733129406e-08
1945,6.099811411530709e-08,8.496165548876888e-08
1946,9.46635054788203e-08,6.403707697444361e-08
1947,9.894323049763898e-08,3.814678706248742e-08
1948,1.609039399497192e-07,4.566192757238241e-08
1949,2.0517547461018637e-07,3.926803215925645e-08
1950,7.444753302721097e-08,4.785912754989852e-08
1951,1.2580454500366045e-07,3.4116485636559446e-08
1952,9.173979742538307e-08,2.9525450528922192e-08
1953,6.464296475883202e-08,5.386913670690774e-08
1954,1.0163437624832738e-07,2.9317607896928166e-08
1955,6.757637782683901e-08,5.631364530245264e-08
1956,1.1163061186536538e-07,3.9245136917998025e-08
1957,1.4842863454989086e-07,3.268964121616591e-08
1958,2.1921445458872313e-07,4.4670112941957996e-08
1959,1.9454376909422422e-07,3.255313940631055e-08
1960,2.5607083520284846e-07,3.1835834191085155e-08
1961,2.556922682472873e-07,2.91822690456911e-08
1962,3.0314551158205916e-07,4.6296282363300634e-08
1963,2.605819422463185e-07,3.620989807995301e-08
1964,2.7925413714768865e-07,4.562976130273455e-08
1965,3.4364432832667546e-07,6.128688312401209e-08
1966,3.5394688335799174e-07,5.5390748210371044e-08
1967,4.496466106118646e-07,5.3740658589873647e-08
1968,2.964334486765807e-07,8.174377169600788e-08
1969,3.95132935482323e-07,5.268439196015606e-08
1970,4.594126150614386e-07,6.3002531192069e-08
1971,4.2854236070866136e-07,6.217460724045054e-08
1972,4.873639651847839e-07,4.873639403157881e-08
1973,4.1183631771524176e-07,5.292675697710081e-08
1974,4.950503005307638e-07,5.0630145409513716e-08
1975,5.117486425731954e-07,4.3407249794569225e-08
1976,3.810922453162391e-07,3.25671045686704e-08
1977,4.3311883102248316e-07,5.054032259366181e-08
1978,4.003958553600029e-07,6.831680110508387e-08
1979,4.353868121587112e-07,6.027532406527314e-08
1980,3.7578845729635546e-07,6.481071435082697e-08
1981,3.700446522536538e-07,7.970192683615096e-08
1982,3.8610663777305376e-07,8.752577906889769e-08
1983,4.3323066822864575e-07,7.515226019272347e-08
1984,4.865368201656395e-07,5.103127370675864e-08
1985,5.371893321282073e-07,5.895246957265954e-08
1986,4.74163802222094e-07,7.972665372335541e-08
1987,4.6136666509433155e-07,6.538574198744485e-08
1988,4.425456685552831e-07,8.515106464379585e-08
1989,4.763690002462795e-07,7.793133249833772e-08
1990,4.903786126053689e-07,8.60886888442991e-08
1991,4.366791519494484e-07,8.850812172056521e-08
1992,4.650392972926909e-07,6.556833753723623e-08
1993,5.107149019245583e-07,7.09018541655837e-08
1994,5.14305354748501e-07,6.118914785968599e-08
1995,4.750066984193779e-07,6.398492197190464e-08
1996,5.711758701565373e-07,7.206424590400218e-08
1997,5.75866800467395e-07,6.712852596013619e-08
1998,6.065060191851046e-07,7.295237991478132e-08
1999,6.535387666595227e-07,7.952150293810689e-08
2000,6.772842424673797e-07,6.627047210994164e-08
2001,7.456822346263436e-07,5.126017654788484e-08
2002,7.158916091043466e-07,6.440395894369288e-08
2003,6.700412034099656e-07,6.875422475793869e-08
2004,6.250398810192515e-07,8.236959347929229e-08
2005,6.620512091881636e-07,7.0708868094016e-08
2006,6.82334346524538e-07,7.329843859649188e-08
2007,5.033044054858493e-07,7.429731996300148e-08
2008,5.858236975520015e-07,7.450519778906539e-08
2009,5.039979491527902e-07,6.913879246894794e-08
2010,4.241966014006948e-07,6.046455003350104e-08
2011,4.183425361681259e-07,6.577231914661752e-08
2012,4.2723371210251493e-07,7.182973149610916e-08
2013,4.1836876052414596e-07,5.3551200418500144e-08
2014,3.228678842615018e-07,6.712880062931248e-08
2015,4.000918578661583e-07,5.940421915484606e-08
2016,3.728412105719059e-07,5.012642800839018e-08
2017,3.9319005940008367e-07,4.653880836258395e-08
2018,3.3352549211329574e-07,4.982230744632332e-08
2019,2.714250908475435e-07,7.448884420391266e-08
