year,voulons_VERB ouvrir_VERB,voulons_VERB rouvrir_VERB
1930,4.201441416995522e-09,0.0
1931,4.5621426636444085e-09,0.0
1932,4.383814644626227e-09,0.0
1933,2.2941324395731044e-09,0.0
1934,0.0,0.0
1935,1.196828414151696e-08,0.0
1936,2.424942913137329e-09,0.0
1937,8.813782592653752e-09,1.2591118148108649e-09
1938,6.482607339819424e-09,0.0
1939,1.5294050470515685e-08,0.0
1940,0.0,0.0
1941,2.9515025978810172e-09,0.0
1942,6.068423541449874e-09,0.0
1943,8.709705845433291e-09,0.0
1944,3.2131861615880553e-09,0.0
1945,2.178504043826024e-09,0.0
1946,5.568441707737293e-09,0.0
1947,8.344609447874518e-09,1.1920870957027319e-09
1948,4.348755133776194e-09,0.0
1949,3.9268033269479474e-09,0.0
1950,5.317680518146517e-09,1.0635361480382244e-09
1951,4.264560704569931e-09,0.0
1952,3.1634410646574906e-09,0.0
1953,5.386913581872932e-09,1.0773827385790469e-09
1954,3.9090144454689835e-09,9.772536113672459e-10
1955,3.754243138587299e-09,0.0
1956,4.360570571293465e-09,0.0
1957,4.417518795207798e-09,0.0
1958,1.6544486891589827e-09,8.272243445794913e-10
1959,2.325224457422337e-09,7.750747821333448e-10
1960,8.305000243069571e-09,0.0
1961,7.64297514166401e-09,0.0
1962,5.7077609305622445e-09,6.341956404476434e-10
1963,1.2285501505004959e-08,0.0
1964,8.517555549758526e-09,0.0
1965,6.5664522708175355e-09,1.6416130677043839e-09
1966,5.539074754423723e-10,0.0
1967,2.9582012395223956e-09,0.0
1968,7.186265360559219e-09,0.0
1969,1.0446043141598693e-08,9.083515606356229e-10
1970,1.5175793066646293e-08,0.0
1971,1.1304474689666222e-08,5.138397485282553e-10
1972,9.234264020108185e-09,1.0260293725750103e-09
1973,4.410563025913916e-09,5.513203782392395e-10
1974,4.500457340128605e-09,1.1251143350321513e-09
1975,6.8537762132336866e-09,0.0
1976,6.2848797277581525e-09,0.0
1977,9.402850942308305e-09,0.0
1978,5.940591130126904e-09,0.0
1979,9.948355028654987e-09,5.851973350345929e-10
1980,1.4212877097463661e-08,0.0
1981,1.0120879245789638e-08,1.2651099057237047e-09
1982,1.6139505731871395e-08,1.8622506869903077e-09
1983,1.2630632539867293e-08,0.0
1984,9.278413592994639e-09,0.0
1985,6.617113967877231e-09,0.0
1986,1.1389522214244607e-08,0.0
1987,2.4443267410134695e-09,6.110816852533674e-10
1988,1.2592763276586538e-08,5.996553809062277e-10
1989,1.0976243913773942e-08,0.0
1990,3.814055737905164e-09,0.0
1991,1.52398094144246e-08,5.861465202094962e-10
1992,3.30596661157756e-09,0.0
1993,1.3848018731721368e-08,1.661762283333701e-09
1994,6.329911705904578e-09,1.0549853213248639e-09
1995,7.591431483433553e-09,2.7112254663563817e-09
1996,1.2811421257197253e-08,5.338092190498855e-10
1997,1.2466725429760572e-08,0.0
1998,1.1920323395031573e-08,0.0
1999,1.1425503210205079e-08,4.570201161957499e-10
2000,1.192868470667463e-08,1.7672125984802278e-09
2001,1.2267393323384113e-08,4.3812117822561447e-10
2002,8.762443215459825e-09,4.38122149670761e-10
2003,9.167230530238157e-09,1.2500769308587678e-09
2004,1.497629043001325e-08,4.404791253964646e-10
2005,1.261049931144953e-08,4.5037495954858286e-10
2006,1.1118302722934459e-08,4.1178899179428186e-10
2007,1.2382886716011399e-08,0.0
2008,1.3198063086861112e-08,0.0
2009,8.105927484791664e-09,2.384096253749135e-09
2010,8.030448306328708e-09,1.4171379625338432e-09
2011,3.823971805871906e-09,7.64794394481072e-10
2012,6.127654827992046e-09,6.808505426114664e-10
2013,8.367375237128272e-09,0.0
2014,7.362513709807672e-09,4.330890368553497e-10
2015,4.654808538617772e-09,1.10828768384863e-09
2016,7.2496901815100045e-09,6.214020409345267e-10
2017,6.289028409156572e-09,5.031222660711876e-10
2018,5.421080029321956e-09,0.0
2019,6.632568272380013e-09,2.55098775436835e-10
