year,plusieurs_DET humeurs_NOUN,plusieurs_DET rumeurs_NOUN
1854,5.195664454227256e-10,2.597832282624779e-09
1855,5.306937111981824e-10,5.306937111981824e-10
1856,5.177189232874468e-10,1.0354378465748937e-09
1857,4.881509085841174e-10,4.881509085841174e-10
1858,1.0766087576996597e-08,1.468102750479261e-09
1859,1.018434669930457e-08,0.0
1860,1.8308735638683515e-09,5.034902272882391e-09
1861,1.4147891747029462e-09,0.0
1862,0.0,4.517986262886353e-10
1863,0.0,0.0
1864,4.794727948009836e-10,0.0
1865,1.4120533631256649e-09,0.0
1866,1.0704348518686402e-08,0.0
1867,6.308654931785895e-09,0.0
1868,4.44588676984381e-09,0.0
1869,1.953407657850903e-09,0.0
1870,0.0,4.587239033071455e-09
1871,0.0,0.0
1872,0.0,0.0
1873,0.0,0.0
1874,1.0754296120296658e-08,0.0
1875,5.721527140956084e-10,0.0
1876,1.209202959984168e-09,6.04601479992084e-10
1877,6.184815992682502e-10,0.0
1878,4.831270938865373e-09,0.0
1879,2.443730107160036e-09,0.0
1880,1.2835692508872398e-09,0.0
1881,3.4862537301449947e-09,0.0
1882,6.655385131892899e-10,0.0
1883,8.21514056781325e-09,6.319338941018771e-10
1884,0.0,0.0
1885,4.511945039809007e-09,5.801072122668671e-09
1886,1.2906927748801422e-09,0.0
1887,2.6115698492645834e-09,1.3057849246322917e-09
1888,2.53624587998047e-09,0.0
1889,0.0,0.0
1890,1.3108772956016423e-09,0.0
1891,1.9122659011827636e-09,0.0
1892,1.2537024751679837e-09,0.0
1893,3.510297474917934e-08,0.0
1894,0.0,0.0
1895,6.018614495673091e-10,0.0
1896,5.89702897624278e-10,0.0
1897,0.0,2.330685422435863e-09
1898,6.7900258748920805e-09,5.6583548957434e-10
1899,5.527578395003729e-10,0.0
1900,0.0,0.0
1901,1.1177477832191585e-09,0.0
1902,2.455141923096704e-09,0.0
1903,2.7001101354784396e-09,0.0
1904,5.374625189347171e-10,0.0
1905,2.0643036169332163e-09,0.0
1906,1.0288369045596824e-09,0.0
1907,0.0,1.5428529565042481e-09
1908,0.0,0.0
1909,0.0,0.0
1910,2.67207544979442e-09,1.068830135508847e-09
1911,0.0,2.6601871816467337e-09
1912,2.0837684910901544e-09,0.0
1913,2.6514948014977335e-09,1.590896969716482e-09
1914,0.0,0.0
1915,8.246533234057551e-09,0.0
1916,1.0987462051303964e-09,3.2962386153911893e-09
1917,1.0966424435210342e-09,0.0
1918,0.0,0.0
1919,1.8415696745321952e-09,9.207848372660976e-10
1920,7.572231730534895e-10,0.0
1921,4.543648568500203e-09,0.0
1922,3.6889677978990676e-09,0.0
1923,0.0,0.0
1924,2.578324886925998e-09,0.0
1925,2.1996355847875293e-09,0.0
1926,0.0,0.0
1927,2.2298449753321847e-09,0.0
1928,0.0,0.0
1929,0.0,0.0
1930,0.0,0.0
1931,0.0,0.0
1932,0.0,0.0
1933,2.2941324395731044e-09,0.0
1934,1.1981580172459871e-09,0.0
1935,2.393656828303392e-09,0.0
1936,0.0,0.0
1937,3.777335333410292e-09,0.0
1938,1.2965214457594243e-09,0.0
1939,1.5294050470515685e-09,0.0
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,0.0
1943,0.0,0.0
1944,3.2131861615880553e-09,0.0
1945,0.0,6.535512131478072e-09
1946,0.0,0.0
1947,0.0,0.0
1948,1.0871887834440486e-09,0.0
1949,0.0,9.817008317369869e-10
1950,0.0,0.0
1951,0.0,0.0
1952,0.0,0.0
1953,3.232148326759443e-09,1.0773827385790469e-09
1954,3.9090144454689835e-09,2.9317608341017376e-09
1955,1.8771215692936494e-09,0.0
1956,8.72114158667614e-10,0.0
1957,0.0,0.0
1958,0.0,0.0
1959,0.0,0.0
1960,0.0,6.920833350854139e-10
1961,2.779263708063695e-09,4.86371165564492e-09
1962,0.0,1.9025869768540815e-09
1963,0.0,6.466053248388448e-10
1964,6.083968329129164e-10,6.083968329129164e-10
1965,0.0,0.0
1966,5.539074754423723e-10,1.6617224263271169e-09
1967,4.930335584241163e-10,4.930335584241163e-10
1968,3.1439910674890825e-09,1.3474247273492779e-09
1969,9.083515606356229e-10,0.0
1970,3.6789800095249348e-09,4.5987250119061684e-10
1971,5.138397485282553e-10,5.138397485282553e-10
1972,2.0520587451500205e-09,1.0260293725750103e-09
1973,0.0,1.102640756478479e-09
1974,1.6876715580593782e-09,5.625571675160757e-10
1975,0.0,0.0
1976,5.713526873840635e-10,2.285410749536254e-09
1977,0.0,5.876781838942691e-10
1978,5.940591352171509e-10,6.534650265344055e-09
1979,5.851973350345929e-10,5.851973350345929e-10
1980,0.0,1.7055452605774235e-09
1981,0.0,1.2651099057237047e-09
1982,0.0,4.345251491955082e-09
1983,1.89459470334441e-09,6.315316047889041e-10
1984,0.0,3.4794050973729895e-09
1985,1.8046674155058895e-09,6.015558051686298e-10
1986,5.994485463567401e-10,6.593933898901838e-09
1987,6.110816852533674e-10,6.110816852533674e-10
1988,0.0,1.1993107618124554e-09
1989,1.0976244357863152e-09,4.939310072060721e-09
1990,4.358920779878872e-09,2.179460389939436e-09
1991,0.0,7.033758131491652e-09
1992,1.1019888335184191e-09,3.30596661157756e-09
1993,0.0,2.7696037130375828e-09
1994,1.5824779264761446e-09,5.274926606624319e-10
1995,3.795715741716776e-09,3.795715630694474e-09
1996,1.067618438099771e-09,3.736664311304594e-09
1997,2.876936688878118e-09,3.3564261370244708e-09
1998,1.43043876743576e-09,5.244942036242151e-09
1999,4.570201161957499e-10,5.941261482789173e-09
2000,4.859834756842929e-09,4.8598346458206265e-09
2001,0.0,5.257454110951798e-09
2002,1.752488598683044e-09,7.009954172687571e-09
2003,0.0,8.75053829396677e-09
2004,2.642874807889939e-09,9.690540481166465e-09
2005,2.702249757291497e-09,8.557124342445377e-09
2006,2.0589450144825605e-09,6.1768350434476815e-09
2007,0.0,1.2782334746219703e-08
2008,2.9802078582719105e-09,7.663391476953052e-09
2009,4.76819250749827e-09,9.059565986291318e-09
2010,1.0864724231396394e-08,7.085689368580006e-09
2011,1.1471915639660324e-09,1.0324724408761199e-08
2012,3.404252713057332e-10,8.851057109460214e-09
2013,1.1156500168141292e-09,8.646287685820653e-09
2014,1.5158115873603606e-09,1.0610681222544827e-08
2015,2.21657536769726e-09,1.0196246957860922e-08
2016,2.071340043929837e-09,8.492494041334453e-09
2017,1.2578056374223934e-09,1.1823373391450787e-08
2018,1.0325866828253538e-09,1.3939920329164579e-08
2019,2.55098775436835e-10,1.1224346341265345e-08
