year,vastes_ADJ ondes_NOUN,vastes_ADJ rondes_NOUN
1962,5.0735651235811474e-09,0.0
1963,1.939815863494232e-09,0.0
1964,7.300761772910391e-09,0.0
1965,6.0192477668863376e-09,0.0
1966,3.3234448526542337e-09,0.0
1967,1.4791006197611978e-09,0.0
1968,3.1439910674890825e-09,4.4914158503495116e-10
1969,6.358460868938209e-09,0.0
1970,9.197450023812337e-10,0.0
1971,3.5968783507200897e-09,0.0
1972,2.0520587451500205e-09,0.0
1973,5.513203782392395e-10,0.0
1974,1.1251143350321513e-09,0.0
1975,1.7134440533084216e-09,0.0
1976,2.856763492431469e-09,0.0
1977,5.289103821581875e-09,0.0
1978,2.3762365408686037e-09,0.0
1979,4.096381456264453e-09,0.0
1980,1.7055452605774235e-09,0.0
1981,0.0,0.0
1982,6.2075020679230875e-09,0.0
1983,1.89459470334441e-09,0.0
1984,2.3196033982486597e-09,0.0
1985,5.414002135495366e-09,0.0
1986,1.7983456945813714e-09,5.994485463567401e-10
1987,6.110816852533674e-10,6.110816852533674e-10
1988,0.0,0.0
1989,0.0,0.0
1990,1.6345953479657283e-09,0.0
1991,5.8614650910726596e-09,5.861465202094962e-10
1992,3.30596661157756e-09,0.0
1993,1.661762283333701e-09,0.0
1994,5.274926606624319e-10,0.0
1995,1.626735190995987e-09,5.422450821690461e-10
1996,5.338092190498855e-10,0.0
1997,1.917957792585412e-09,0.0
1998,3.814503379828693e-09,0.0
1999,4.570201161957499e-10,0.0
2000,1.7672125984802278e-09,0.0
2001,1.3143635069212678e-09,1.7524847129024579e-09
2002,8.76244299341522e-10,4.38122149670761e-10
2003,4.1669229178253886e-10,0.0
2004,4.404791253964646e-10,0.0
2005,3.602999676388663e-09,0.0
2006,1.6471559671771274e-09,0.0
2007,7.988958938831558e-10,0.0
2008,0.0,0.0
2009,3.337734755248789e-09,4.76819250749827e-10
2010,3.3066551718974324e-09,4.723793023408973e-10
2011,1.1471915639660324e-09,1.1471915639660324e-09
2012,2.0425516833455504e-09,0.0
2013,1.6734750252211938e-09,5.578250084070646e-10
2014,2.165445156521173e-09,2.1654451842767486e-10
2015,3.768178213903184e-09,4.433150790905671e-10
2016,3.314144070287739e-09,0.0
2017,7.54683426862357e-10,7.54683426862357e-10
2018,2.5814667070633845e-10,0.0
2019,3.06118530524202e-09,0.0
