year,seras_VERB à_ADP,seras_VERB a_ADP
1910,1.0100444569616229e-07,2.137660271017694e-09
1911,5.001151848205154e-08,5.320374141248863e-10
1912,4.5842906359894187e-08,3.125652625612929e-09
1913,5.88631863251976e-08,0.0
1914,4.620753202289052e-08,6.696743715117748e-10
1915,2.709575319670421e-08,0.0
1916,3.84561182897869e-08,1.0987462051303964e-09
1917,8.334482259897413e-08,0.0
1918,4.020231614276781e-08,0.0
1919,8.194984957299312e-08,0.0
1920,5.4520068459851245e-08,7.572231730534895e-10
1921,6.739745117556595e-08,3.7863738810983705e-09
1922,6.345024416987144e-08,7.377935484775833e-10
1923,8.386599148479945e-08,0.0
1924,1.1344629768927916e-07,0.0
1925,6.048998102414771e-08,4.399271169575059e-09
1926,6.35329868714507e-08,0.0
1927,1.1818178080602593e-07,2.2298449753321847e-09
1928,5.141718517620575e-08,1.1426041224282812e-09
1929,8.021092412491271e-08,1.1140406375176326e-09
1930,6.617270287279098e-08,0.0
1931,5.7026781519198266e-08,1.1405356659111021e-09
1932,8.329247691563069e-08,0.0
1933,5.850037609889114e-08,0.0
1934,8.02765853791243e-08,0.0
1935,5.744776387928141e-08,0.0
1936,6.911087524485993e-08,0.0
1937,4.784624962894668e-08,0.0
1938,7.519824407609121e-08,0.0
1939,8.258787431714154e-08,0.0
1940,4.81798743123818e-08,0.0
1941,7.083606590185809e-08,0.0
1942,6.068423630267716e-08,0.0
1943,3.4838823381733164e-08,0.0
1944,7.390327994016843e-08,0.0
1945,8.931866801731303e-08,0.0
1946,7.378185529205439e-08,0.0
1947,1.3112958185956813e-07,0.0
1948,6.958008214041911e-08,0.0
1949,5.693864935096826e-08,0.0
1950,1.0529007710147198e-07,0.0
1951,9.168805803483338e-08,1.0661401761424827e-09
1952,8.541291407482277e-08,0.0
1953,7.110725874781565e-08,0.0
1954,9.6748109967848e-08,9.772536113672459e-10
1955,4.035811329572425e-08,0.0
1956,7.325758843990116e-08,0.0
1957,6.979679767482594e-08,0.0
1958,7.52774127477096e-08,0.0
1959,5.658045765244424e-08,0.0
1960,7.128458179295194e-08,0.0
1961,8.963125708305597e-08,6.948159270159238e-10
1962,7.420089076504155e-08,6.341956404476434e-10
1963,7.435961180135564e-08,0.0
1964,7.057403195176448e-08,0.0
1965,7.9344630421474e-08,2.188817349590977e-09
1966,7.200797114137458e-08,0.0
1967,8.923907302005318e-08,9.860671168482327e-10
1968,9.342144835500221e-08,0.0
1969,7.811823365955206e-08,0.0
1970,6.25426608280577e-08,1.3796175313274261e-09
1971,6.936836882687203e-08,0.0
1972,5.3866543225922214e-08,0.0
1973,6.119655893144227e-08,0.0
1974,5.62557183059198e-08,1.1251143350321513e-09
1975,4.569184142155791e-08,0.0
1976,6.227744364650789e-08,0.0
1977,5.230335986539103e-08,1.1753563677885381e-09
1978,7.306927329864266e-08,1.1881182704343018e-09
1979,5.208256226296726e-08,0.0
1980,5.571447658780926e-08,0.0
1981,5.3134616706529414e-08,0.0
1982,7.014477887423709e-08,0.0
1983,6.69423485533116e-08,6.315316047889041e-10
1984,6.78483971228161e-08,1.1598016991243298e-09
1985,7.940536761452677e-08,6.015558051686298e-10
1986,7.013547786982599e-08,0.0
1987,7.210763897091965e-08,0.0
1988,7.015967895540598e-08,0.0
1989,4.335616665684938e-08,1.6464366536794728e-09
1990,7.737084217751544e-08,0.0
1991,6.857914058855386e-08,0.0
1992,7.162927317949652e-08,0.0
1993,7.200969776022248e-08,5.539207426075166e-10
1994,7.226649501035354e-08,1.0549853213248639e-09
1995,8.025227060670659e-08,5.422450821690461e-10
1996,7.793614287265882e-08,1.6014276571496566e-09
1997,7.240290500476476e-08,9.58978896292706e-10
1998,6.580018663271403e-08,0.0
1999,7.038109828272354e-08,9.140402323914998e-10
2000,9.366226549900603e-08,2.2090156370779823e-09
2001,7.097563070601609e-08,0.0
2002,8.762442860188457e-08,1.752488598683044e-09
2003,6.917092321145901e-08,0.0
2004,7.444096894460017e-08,0.0
2005,9.592986316420138e-08,4.5037495954858286e-10
2006,1.0130009542308471e-07,0.0
2007,1.278233412449481e-07,0.0
2008,1.541193199727786e-07,1.7029758714315335e-09
2009,1.5496625849209522e-07,0.0
2010,2.139878176876664e-07,0.0
2011,2.0764167629749863e-07,0.0
2012,2.866380839350313e-07,3.404252713057332e-10
2013,3.132187487153715e-07,0.0
2014,3.876146763559518e-07,4.330890368553497e-10
2015,3.750445500827482e-07,0.0
2016,3.628987883530499e-07,4.1426800878596737e-10
2017,4.6664590058753674e-07,2.515611330355938e-10
2018,4.212953683691012e-07,0.0
2019,4.3188222775825125e-07,2.55098775436835e-10
