year,quelques_DET aides_NOUN,quelques_DET raides_ADJ
1880,2.7596738894075656e-08,0.0
1881,1.5339516823420496e-08,0.0
1882,3.061477271693036e-08,0.0
1883,1.4534479841898928e-08,0.0
1884,3.1688145440966764e-08,0.0
1885,2.7071669572720225e-08,0.0
1886,3.420335914494643e-08,0.0
1887,2.1545451256432813e-08,0.0
1888,2.4094335415725254e-08,0.0
1889,1.8795410117178335e-08,0.0
1890,1.7041405619977468e-08,0.0
1891,2.4222036598686714e-08,0.0
1892,3.8864776286118285e-08,1.8805537127519756e-09
1893,2.278614097406262e-08,1.2316833108982905e-09
1894,9.452309157609307e-09,0.0
1895,2.6481902892783182e-08,0.0
1896,1.2973464080801023e-08,2.948514543632541e-09
1897,3.3212267491755654e-08,5.826713556089658e-10
1898,2.1501747937691107e-08,0.0
1899,2.432134493801641e-08,5.527578395003729e-10
1900,2.7512582434496835e-08,5.191053142894475e-10
1901,2.3472702948001967e-08,0.0
1902,2.2587305192889318e-08,0.0
1903,2.9161189463167148e-08,0.0
1904,2.3110889202371254e-08,0.0
1905,1.857873321853276e-08,0.0
1906,1.3374879870298173e-08,0.0
1907,1.7485667580530162e-08,0.0
1908,2.553922229253658e-08,4.911389073214423e-10
1909,2.1453836041018803e-08,2.7504918342913243e-09
1910,1.2825961626106164e-08,5.344150677544235e-10
1911,1.542908456553249e-08,0.0
1912,3.5945006970905524e-08,0.0
1913,2.333315407554437e-08,0.0
1914,2.4108278040557707e-08,0.0
1915,2.238344798399794e-08,0.0
1916,2.8567400889301098e-08,0.0
1917,3.618920207948406e-08,0.0
1918,1.1486376294556067e-08,0.0
1919,1.4732557396257562e-08,0.0
1920,7.572231730534895e-09,0.0
1921,1.817459427400081e-08,0.0
1922,2.2133805899215986e-08,0.0
1923,1.4862327368803108e-08,1.0615948120573648e-09
1924,1.0313299547703991e-08,0.0
1925,1.9796720707176974e-08,0.0
1926,2.0063049888108253e-08,0.0
1927,1.7838760246746688e-08,0.0
1928,1.82816659588525e-08,0.0
1929,1.4482528509773829e-08,0.0
1930,2.10072066408884e-08,0.0
1931,1.4826963656844327e-08,0.0
1932,1.5343351589258702e-08,0.0
1933,2.6382522833046096e-08,0.0
1934,1.7972370258689807e-08,0.0
1935,2.0346083040578833e-08,0.0
1936,1.576212937948185e-08,0.0
1937,1.0072894518486919e-08,0.0
1938,1.1668692678767911e-08,0.0
1939,9.176430282309411e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,8.854508237732261e-09,5.9030051957620344e-09
1942,9.102635090130207e-09,6.068423541449874e-09
1943,1.4516175816936538e-08,0.0
1944,9.639558484764166e-09,0.0
1945,2.6142048525912287e-08,0.0
1946,1.2528993842408909e-08,0.0
1947,7.152522574216391e-09,0.0
1948,1.848220954059343e-08,0.0
1949,1.9634017078828947e-08,0.0
1950,2.5524867552917385e-08,0.0
1951,2.7719645245838365e-08,0.0
1952,1.1599284532870513e-08,0.0
1953,1.939289007157896e-08,0.0
1954,2.34540866728139e-08,0.0
1955,2.2525459275613002e-08,0.0
1956,1.4825940475304833e-08,0.0
1957,2.2087593976038988e-08,0.0
1958,9.926692356998501e-09,0.0
1959,1.4726420971555854e-08,0.0
1960,2.076249977500666e-08,0.0
1961,1.9454845900934714e-08,0.0
1962,2.029426049432459e-08,0.0
1963,2.2631185814248056e-08,0.0
1964,1.9468698653213323e-08,0.0
1965,1.641612978886542e-08,1.6416130677043839e-09
1966,1.495550172592175e-08,0.0
1967,2.0214376728056038e-08,0.0
1968,1.8414805125210876e-08,4.4914158503495116e-10
1969,1.7712856015261735e-08,4.5417578031781147e-10
1970,1.7935027685211935e-08,0.0
1971,1.901207036247854e-08,0.0
1972,1.2825366879631872e-08,0.0
1973,1.8193572870472963e-08,0.0
1974,2.250228636757612e-08,0.0
1975,1.770558855085369e-08,0.0
1976,1.4855169483407593e-08,0.0
1977,1.704266772151186e-08,0.0
1978,2.8514837713267127e-08,5.940591352171509e-10
1979,2.399308984823989e-08,0.0
1980,3.126832948119329e-08,0.0
1981,3.858585057026076e-08,0.0
1982,2.7933760193832313e-08,0.0
1983,2.9050454486423405e-08,0.0
1984,3.189454678143022e-08,0.0
1985,2.4062232761856706e-08,0.0
1986,3.7765259808253404e-08,5.994485463567401e-10
1987,3.1776246356418625e-08,0.0
1988,2.638483720396323e-08,5.996553809062277e-10
1989,2.4147737587298934e-08,5.488122178931576e-10
1990,2.2339468497278858e-08,5.44865097484859e-10
1991,2.8721179434754163e-08,0.0
1992,3.030469308828998e-08,0.0
1993,3.046564067687996e-08,0.0
1994,2.6374633810277714e-08,0.0
1995,3.8499401888714146e-08,0.0
1996,2.9893315600659776e-08,5.338092190498855e-10
1997,3.596171027631101e-08,1.438468344439059e-09
1998,4.1959535845847995e-08,0.0
1999,2.9249287436527993e-08,0.0
2000,3.092622047340399e-08,0.0
2001,3.8116543865651664e-08,0.0
2002,3.4173528451475477e-08,0.0
2003,3.041853668950267e-08,4.1669229178253886e-10
2004,3.7000248198637564e-08,0.0
2005,3.19766229051055e-08,0.0
2006,3.500206435802511e-08,0.0
2007,3.7548106623930266e-08,3.994479469415779e-10
2008,3.746546872740453e-08,4.257439678578834e-10
2009,3.9575999366547876e-08,0.0
2010,3.8262721879789297e-08,0.0
2011,2.9062187767436853e-08,7.64794394481072e-10
2012,3.0638274362004836e-08,6.808505426114664e-10
2013,3.346950050442388e-08,0.0
2014,3.334785669828477e-08,0.0
2015,2.9702109882734362e-08,2.2165753954528356e-10
2016,2.7134554603236438e-08,4.1426800878596737e-10
2017,2.8174847344075715e-08,2.515611330355938e-10
2018,2.0909879827613054e-08,7.744400121190154e-10
2019,2.321398784310702e-08,1.53059265262101e-09
