year,ses_DET aides_NOUN,ses_DET raides_ADJ
1868,7.44933027263528e-07,4.93987406535723e-10
1869,7.442483234143538e-07,0.0
1870,9.122871489353201e-07,5.734048791339319e-10
1871,1.1630189327149765e-06,0.0
1872,8.756547131838488e-07,6.047339295989218e-10
1873,9.42197097231201e-07,0.0
1874,9.009710604246379e-07,5.974609140757536e-10
1875,8.273328457875095e-07,4.577221712764867e-09
1876,7.206849614860289e-07,0.0
1877,7.112538131792689e-07,0.0
1878,7.639447279217393e-07,6.039088673581716e-10
1879,9.054020324583689e-07,0.0
1880,7.149480723001034e-07,0.0
1881,6.665717062759313e-07,0.0
1882,6.495655906491038e-07,0.0
1883,6.31933902539572e-07,0.0
1884,7.961646524279331e-07,6.601696966868076e-10
1885,8.031262144214679e-07,0.0
1886,7.156891399517917e-07,0.0
1887,8.716114372475658e-07,0.0
1888,7.906746439800827e-07,0.0
1889,7.593345907608295e-07,0.0
1890,8.343734165805472e-07,0.0
1891,9.401974807587976e-07,3.824531802365527e-09
1892,8.989047000085293e-07,0.0
1893,6.989802745493989e-07,0.0
1894,1.0372333285602053e-06,5.041231432301174e-09
1895,9.954788189325825e-07,6.018614495673091e-10
1896,8.869131633559846e-07,2.948514543632541e-09
1897,9.590770684297922e-07,6.992056267307589e-09
1898,7.565220263572314e-07,2.8291773368493978e-09
1899,8.164233307184077e-07,0.0
1900,7.075405248357924e-07,1.5573159428683425e-09
1901,6.784729125186573e-07,2.794369402536745e-09
1902,7.090449614111094e-07,9.820567692386817e-10
1903,7.922123206327569e-07,5.400220270956879e-10
1904,6.815024784501134e-07,2.6873125946735854e-09
1905,7.400528687639962e-07,1.5482277682110634e-09
1906,6.908640077796235e-07,3.600929110447737e-09
1907,7.179409085011912e-07,0.0
1908,7.185361958761405e-07,4.911389073214423e-10
1909,6.942241395080373e-07,1.6502950117569526e-09
1910,7.706265030549275e-07,5.344150677544235e-10
1911,8.251900531774936e-07,1.0640748282497725e-09
1912,8.043346202413204e-07,1.5628263128064646e-09
1913,7.355246545159844e-07,2.121195885607108e-09
1914,6.978007016655852e-07,1.3393487430235496e-09
1915,7.504345265196832e-07,1.1780761921542648e-09
1916,6.273840957859989e-07,4.394984820521586e-09
1917,5.724473723933698e-07,0.0
1918,5.479001474739675e-07,1.1486376294556067e-09
1919,4.438183029975562e-07,4.603924352863942e-09
1920,5.777612575030844e-07,2.2716695191604686e-09
1921,5.399368845360186e-07,1.5145494858259667e-09
1922,4.589075910388374e-07,1.4755870969551665e-09
1923,4.989495794305299e-07,2.1231896241147297e-09
1924,4.82146755853563e-07,0.0
1925,4.729216640519951e-07,1.0998177923937646e-09
1926,4.625647394007615e-07,0.0
1927,5.162091145649583e-07,0.0
1928,5.598760326464003e-07,3.4278122562625413e-09
1929,5.492220616076793e-07,1.1140406375176326e-09
1930,5.556406197371189e-07,0.0
1931,5.155221280972455e-07,1.1405356659111021e-09
1932,4.208461974464228e-07,0.0
1933,5.482976366266712e-07,5.735331320977366e-09
1934,4.6488530713872933e-07,2.3963160344919743e-09
1935,5.289981359624107e-07,2.393656828303392e-09
1936,5.165128555972842e-07,3.6374143697059935e-09
1937,5.011264780918623e-07,2.5182236296217297e-09
1938,6.573363826589684e-07,3.8895642262559704e-09
1939,4.771743800091599e-07,6.117620188206274e-09
1940,3.727600943470577e-07,0.0
1941,6.34573035895869e-07,2.9515025978810172e-09
1942,5.279528449975146e-07,3.034211770724937e-09
1943,4.81937036056479e-07,2.9032352077962287e-09
1944,4.1128782868327107e-07,0.0
1945,6.905858040973101e-07,4.357008087652048e-09
1946,5.401388420978037e-07,5.568441707737293e-09
1947,4.637218857794778e-07,2.3841741914054637e-09
1948,4.6857836633051875e-07,2.174377566888097e-09
1949,4.358751564126351e-07,8.835307596655184e-09
1950,3.8819068226558784e-07,2.1270722960764488e-09
1951,5.341362308008968e-07,0.0
1952,4.797885679863612e-07,0.0
1953,4.7620317111807253e-07,1.4005975934594517e-08
1954,4.759224943029494e-07,8.795282724349818e-09
1955,3.791785454509977e-07,1.8771215692936494e-09
1956,4.3780131786519405e-07,1.744228317335228e-09
1957,5.168496883811713e-07,0.0
1958,4.425650184103347e-07,2.4816730892496253e-09
1959,4.4644308649921527e-07,0.0
1960,4.706166656376354e-07,7.612916519406099e-09
1961,4.6830594513380674e-07,6.948159270159238e-10
1962,4.6232861006245685e-07,2.5367825617905737e-09
1963,4.1770704850563334e-07,6.466053248388448e-10
1964,4.307449543716757e-07,3.6503808864551957e-09
1965,4.3119702297644835e-07,0.0
1966,4.2429312152592047e-07,5.539074754423723e-10
1967,4.826798498669405e-07,0.0
1968,3.8266863811031726e-07,4.4914158503495116e-10
1969,4.2828774748926435e-07,1.8167031212712459e-09
1970,3.697375019484639e-07,0.0
1971,3.463279778515016e-07,0.0
1972,2.8574916832724284e-07,0.0
1973,3.7930842200495363e-07,5.513203782392395e-10
1974,3.6003659786842945e-07,0.0
1975,3.2441208253075615e-07,5.711480177694739e-10
1976,3.348126784707972e-07,0.0
1977,3.449670997746068e-07,5.876781838942691e-10
1978,3.302968929475014e-07,0.0
1979,3.417552312257044e-07,1.7555920051037788e-09
1980,3.462256712438716e-07,2.8425752862659692e-09
1981,3.441099050149887e-07,0.0
1982,3.2961836637923625e-07,0.0
1983,3.4355320721601856e-07,1.2630632095778083e-09
1984,3.5547920784750886e-07,1.1598016991243298e-09
1985,3.1942614553415183e-07,1.8046674155058895e-09
1986,3.2130442795264e-07,1.7983456945813714e-09
1987,3.5381628649133745e-07,1.2221633705067347e-09
1988,3.028259660808885e-07,0.0
1989,3.7428992172294784e-07,2.7440609784434855e-09
1990,3.132974364383756e-07,1.089730194969718e-09
1991,3.030377557777797e-07,0.0
1992,3.339026113380328e-07,1.1019888335184191e-09
1993,3.3456812253973567e-07,1.1078414852150331e-09
1994,2.932859066717697e-07,0.0
1995,2.797984581803803e-07,1.0844901643380922e-09
1996,2.8131745199999614e-07,0.0
1997,3.140655966404893e-07,0.0
1998,3.2614003808717484e-07,9.536258449571733e-10
1999,3.285974661260127e-07,9.140402323914998e-10
2000,3.393048206845606e-07,1.3254094488601709e-09
2001,3.570687461262878e-07,1.7524847129024579e-09
2002,3.465546329906033e-07,0.0
2003,3.575219800211471e-07,4.1669229178253886e-10
2004,3.6383576262899453e-07,3.9643119897903034e-09
2005,3.6210145992754406e-07,9.007499190971657e-10
2006,3.599035673929052e-07,8.235779835885637e-10
2007,3.2075670119979804e-07,0.0
2008,3.3420901512926093e-07,8.514879357157668e-10
2009,3.4998534115260327e-07,4.76819250749827e-10
2010,3.944367072961086e-07,1.4171379625338432e-09
2011,3.5524699271149984e-07,1.529588788962144e-09
2012,3.921699107678478e-07,0.0
2013,4.1390616445369233e-07,3.6258624991347688e-09
2014,5.153759605747155e-07,3.031623174720721e-09
2015,4.5838779172413524e-07,2.21657536769726e-09
2016,5.534620548530711e-07,1.6570720351438695e-09
2017,2.968421295435064e-07,1.0062445321423752e-09
2018,3.660519727333167e-07,1.0325866828253538e-09
2019,3.6173006368045435e-07,0.0
