year,certains_DET arts_NOUN,certains_DET rares_ADJ
1916,3.955486249651585e-08,3.2962386153911893e-09
1917,3.618920063619413e-08,1.0966424435210342e-09
1918,5.054005747240353e-08,0.0
1919,2.854433056587169e-08,0.0
1920,5.300562078147664e-08,3.028892692213958e-09
1921,3.4077364041706915e-08,9.844571380313027e-09
1922,2.8036154731125862e-08,7.377935595798135e-09
1923,2.229349149729387e-08,4.246379248229459e-09
1924,1.933743654092268e-08,3.867487219366694e-09
1925,5.1691436020462334e-08,6.598906976407193e-09
1926,2.7865346474698072e-08,1.1146138456652466e-09
1927,2.6758140592164636e-08,8.919379901328739e-09
1928,5.827281057690925e-08,6.8556245125250825e-09
1929,3.119313873867213e-08,4.4561625500705304e-09
1930,6.722306267192835e-08,4.201441416995522e-09
1931,4.105928219644284e-08,1.0264820993199919e-08
1932,2.5206933651489294e-08,3.287861094491973e-09
1933,3.900024991843054e-08,3.4411986593596566e-09
1934,4.193552882725271e-08,1.1981580172459871e-09
1935,7.420336256558357e-08,2.393656828303392e-09
1936,5.577368789033699e-08,3.6374143697059935e-09
1937,5.162358496235697e-08,1.1332006222275481e-08
1938,3.8895643594827334e-08,6.482607339819424e-09
1939,4.282334220562234e-08,6.117620188206274e-09
1940,3.550096039361961e-08,2.5357829169792012e-09
1941,3.8369532440185594e-08,2.9515025978810172e-09
1942,2.7307905936524435e-08,1.517105907566929e-08
1943,3.4838822049465534e-08,8.709705845433291e-09
1944,5.46241629706401e-08,3.534504600111177e-08
1945,7.189063344625879e-08,6.535512131478072e-09
1946,7.517396571898871e-08,5.568441707737293e-09
1947,6.318061496202176e-08,8.344609447874518e-09
1948,4.022598343311756e-08,1.3046265179283978e-08
1949,5.399354718882421e-08,1.0798709260129158e-08
1950,5.211327058773918e-08,5.317680740191122e-09
1951,4.264560815592233e-08,7.462981344019681e-09
1952,2.741649041126948e-08,1.265376459169687e-08
1953,5.494651889037527e-08,6.464296653518886e-09
1954,4.1044651233335117e-08,2.9317608341017376e-09
1955,4.411235821066839e-08,5.631364707880948e-09
1956,5.407107828148128e-08,1.1337484062678982e-08
1957,4.1524676586135456e-08,5.301022731885041e-09
1958,2.4816730004317833e-08,7.445019267748876e-09
1959,4.72795602668441e-08,3.875373910666724e-09
1960,3.4604165088936156e-08,1.5225833038812198e-08
1961,3.613042842687264e-08,4.16889545107324e-09
1962,5.0735651790922986e-08,3.170978146727066e-09
1963,3.620989819097531e-08,1.0345684753332307e-08
1964,4.684655796616255e-08,1.3384730213061857e-08
1965,4.596516456345512e-08,7.660860390501512e-09
1966,5.262120983395846e-08,4.985167390003653e-09
1967,5.4233691315630495e-08,6.902469651404175e-09
1968,5.7040982270883944e-08,4.9405572410954335e-09
1969,5.5409444976728395e-08,6.358460813427058e-09
1970,2.2533751947717562e-08,8.7375777724219e-09
1971,2.8775025251448483e-08,5.138397263237948e-09
1972,3.231992556917973e-08,1.128632298730281e-08
1973,2.5360738176161135e-08,1.1577727887512879e-08
1974,2.8127858486826085e-08,3.3753431161187564e-09
1975,3.655347313724633e-08,8.567220266542108e-09
1976,3.5995220803997086e-08,6.2848797277581525e-09
1977,2.6445518219730957e-08,9.402850942308305e-09
1978,4.33663159826736e-08,9.50494638551902e-09
1979,3.3941445654050995e-08,7.607565244427406e-09
1980,2.8994268819193536e-08,9.096241093686785e-09
1981,2.9730081951839793e-08,6.3255494731073725e-09
1982,2.545075905580063e-08,8.69050320595477e-09
1983,3.157657957331139e-08,1.2630632539867293e-08
1984,2.8415140906901115e-08,4.059306002446306e-09
1985,2.105445395805816e-08,1.2031116103372597e-08
1986,4.3160295448707586e-08,7.193382445258578e-09
1987,2.8720839484464022e-08,8.555143260480236e-09
1988,5.516829604257367e-08,6.596209300990807e-09
1989,3.3477544514326496e-08,3.841685414229801e-09
1990,3.705082729510423e-08,3.2691906959314565e-09
1991,2.1687421913885174e-08,5.2753188484189195e-09
1992,3.8018615367008124e-08,1.2672871252394913e-08
1993,2.8803878393546256e-08,1.218625611532076e-08
1994,3.16495588625898e-08,5.274926717646622e-09
1995,3.3076949346178e-08,7.049186012686448e-09
1996,3.469759790597493e-08,1.6548085568501847e-08
1997,3.35642609261555e-08,1.2946215433018438e-08
1998,3.671459547494038e-08,8.105819793158275e-09
1999,5.118625301392399e-08,8.683382124452521e-09
2000,4.9481951203134145e-08,9.277866030998894e-09
2001,4.7317088691656295e-08,1.0514908055370142e-08
2002,4.600282532685185e-08,1.0514931592098264e-08
2003,3.041853752216994e-08,1.2500768864498468e-08
2004,3.039305962460048e-08,1.4095332012686868e-08
2005,3.693074823729603e-08,1.3961623857028371e-08
2006,2.923701836188286e-08,1.523619230781037e-08
2007,4.1942036066444643e-08,1.5179022483380322e-08
2008,4.129716524303717e-08,1.4475294740634581e-08
2009,3.480780375042514e-08,1.430457796658402e-08
2010,2.645324093109025e-08,9.919964960580785e-09
2011,3.0209378887313676e-08,1.873746269254184e-08
2012,3.131912573728357e-08,1.6680838044180746e-08
2013,2.8449075095693388e-08,1.2551062189558593e-08
2014,2.7717698469764684e-08,1.5591205215770287e-08
2015,2.8815479738431016e-08,4.6104768447463584e-08
2016,3.7905521665937414e-08,1.5120781959865326e-08
2017,2.339518501148774e-08,1.2326495602010823e-08
2018,2.6330960967158035e-08,1.0842160502733122e-08
2019,2.8060864964984944e-08,5.5611533600341545e-08
