year,leurs_DET aides_NOUN,leurs_DET raides_ADJ
1913,1.2727175957572e-07,0.0
1914,1.8148175640053665e-07,0.0
1915,1.920264159904761e-07,0.0
1916,8.789969285771804e-08,0.0
1917,1.3598366876976797e-07,8.773139548168274e-09
1918,1.4013378368815665e-07,0.0
1919,1.4088008232215898e-07,0.0
1920,1.6053130780235847e-07,0.0
1921,1.332803513109937e-07,0.0
1922,1.4608312159936077e-07,7.377935484775833e-10
1923,1.2526819359592878e-07,2.1231896241147297e-09
1924,1.263379195703962e-07,0.0
1925,8.578578558626759e-08,0.0
1926,1.2706597285472299e-07,0.0
1927,7.804457169413581e-08,0.0
1928,9.940655754103744e-08,1.1426041224282812e-09
1929,6.127223173280072e-08,0.0
1930,1.1553964185395671e-07,0.0
1931,1.106319595933769e-07,4.5621426636444085e-09
1932,1.0521155502374313e-07,0.0
1933,8.144169938439916e-08,3.4411986593596566e-09
1934,8.387105765450542e-08,0.0
1935,1.041240693666623e-07,1.196828414151696e-09
1936,1.0184760546039229e-07,2.424942913137329e-09
1937,1.196156200755638e-07,6.295559185076627e-09
1938,1.607686582749679e-07,5.186085783037697e-09
1939,2.0035205672286338e-07,0.0
1940,1.2171757646228798e-07,2.5357829169792012e-09
1941,9.739958528598436e-08,2.9515025978810172e-09
1942,7.282108316353231e-08,0.0
1943,9.870999662098257e-08,0.0
1944,1.0282195717081777e-07,6.4263723231761105e-09
1945,7.406913482554955e-08,1.3071024262956144e-08
1946,7.517396571898871e-08,0.0
1947,8.583026800401683e-08,0.0
1948,8.480072621885881e-08,0.0
1949,9.915178444952488e-08,5.890204768377316e-09
1950,7.338399399259288e-08,3.190608444114673e-09
1951,1.194077015043149e-07,2.1322803522849654e-09
1952,6.432330224015459e-08,0.0
1953,1.3144070110104877e-07,2.1547654771580937e-09
1954,8.20893006903134e-08,0.0
1955,7.60234235563928e-08,0.0
1956,1.1424695145478836e-07,6.104799332717903e-09
1957,7.156380449346855e-08,0.0
1958,8.603133494489157e-08,0.0
1959,1.0541016770559963e-07,2.325224457422337e-09
1960,1.5295042232743583e-07,1.3841666701708277e-09
1961,1.6119729195906984e-07,6.948159270159238e-10
1962,1.2874171773091803e-07,1.2683912808952869e-09
1963,1.1832877233608485e-07,0.0
1964,1.5514119411363936e-07,6.083968329129164e-10
1965,1.433675329565176e-07,0.0
1966,1.1521275733450409e-07,3.8773522170743036e-09
1967,9.811368073542326e-08,4.930335584241163e-10
1968,9.342145035340366e-08,0.0
1969,1.3852361591126794e-07,0.0
1970,1.168076182445077e-07,4.5987250119061684e-10
1971,1.1047554349108424e-07,1.541519245584766e-09
1972,8.669948242667758e-08,1.5390440033513642e-09
1973,7.442825339376569e-08,2.7566018356850464e-09
1974,1.0294795993459616e-07,2.2502286700643026e-09
1975,1.0109319914519688e-07,0.0
1976,9.198778444519107e-08,5.713526873840635e-10
1977,9.109011750441098e-08,0.0
1978,8.792075290031676e-08,2.3762365408686037e-09
1979,1.0123913796178385e-07,0.0
1980,1.0233271130477561e-07,5.685150683554241e-10
1981,1.1385989318046796e-07,6.325549528618524e-10
1982,1.2290854312091426e-07,0.0
1983,9.662433697599226e-08,6.315316047889041e-10
1984,1.0786156079412024e-07,0.0
1985,1.768574083849117e-07,1.2031116103372597e-09
1986,9.77101137777936e-08,2.3977941854269602e-09
1987,1.1366119423428245e-07,1.2221633705067347e-09
1988,1.1033659275128116e-07,0.0
1989,1.1909224828521303e-07,2.1952488715726304e-09
1990,1.1006274847069619e-07,5.44865097484859e-10
1991,9.143885498774651e-08,3.5168792322792797e-09
1992,9.587303195779384e-08,1.1019888335184191e-09
1993,1.196468819575358e-07,0.0
1994,9.916862331316167e-08,0.0
1995,1.0953350526587968e-07,5.422450821690461e-10
1996,1.1370136077104576e-07,1.067618438099771e-09
1997,1.1363899987681947e-07,9.58978896292706e-10
1998,1.3970618406577984e-07,0.0
1999,1.2613754629686724e-07,9.140402323914998e-10
2000,1.374007789767262e-07,0.0
2001,1.66924169042737e-07,0.0
2002,1.3406538146298885e-07,0.0
2003,1.4375884110906512e-07,4.1669229178253886e-10
2004,1.2465559540153492e-07,8.809582507929292e-10
2005,1.4637185463683977e-07,9.007499190971657e-10
2006,1.1159481827505147e-07,0.0
2007,9.067468625945097e-08,1.1983438685803094e-09
2008,1.1495087193225118e-07,0.0
2009,1.3541666299410338e-07,0.0
2010,9.494824060318763e-08,9.447586046817946e-10
2011,9.48345036944076e-08,7.64794394481072e-10
2012,9.361694841558688e-08,6.808505426114664e-10
2013,9.036765336034591e-08,8.367375126105969e-10
2014,9.549612978165811e-08,1.5158115873603606e-09
2015,8.001837259463684e-08,8.866301581811342e-10
2016,9.797438338399189e-08,6.214020409345267e-10
2017,6.465121293874887e-08,7.54683426862357e-10
2018,8.209064117359333e-08,5.162933414126769e-10
2019,7.321334921650546e-08,5.1019755087367e-10
