year,voudrait_VERB ôter_VERB,voudrait_VERB sauter_VERB
1903,3.2401321625741275e-09,2.1600881083827517e-09
1904,1.6123875568041512e-09,0.0
1905,5.160759042333041e-10,0.0
1906,2.572092316910357e-09,5.144184522798412e-10
1907,1.028568674676933e-09,2.5714217422034835e-09
1908,0.0,1.964555629285769e-09
1909,5.500983557560346e-10,0.0
1910,5.344150677544235e-10,2.67207544979442e-09
1911,1.5961122423746588e-09,3.1922244847493175e-09
1912,5.209421227725386e-10,5.209421227725386e-10
1913,5.30298971401777e-10,1.590896969716482e-09
1914,0.0,1.3393487430235496e-09
1915,0.0,0.0
1916,0.0,0.0
1917,1.0966424435210342e-09,2.1932848870420685e-09
1918,0.0,0.0
1919,8.287063479883727e-09,0.0
1920,7.572231730534895e-10,2.2716695191604686e-09
1921,7.572747429129834e-10,0.0
1922,3.6889677978990676e-09,2.951174193910333e-09
1923,0.0,0.0
1924,0.0,0.0
1925,0.0,3.299453377181294e-09
1926,5.57306911730393e-09,3.343841648018042e-09
1927,4.4596899506643695e-09,2.2298449753321847e-09
1928,2.2852082448565625e-09,3.4278122562625413e-09
1929,2.2280812750352652e-09,2.2280812750352652e-09
1930,1.0503603542488804e-09,1.0503603542488804e-09
1931,3.4216069977333063e-09,1.1405356659111021e-09
1932,3.287861094491973e-09,0.0
1933,0.0,0.0
1934,1.1981580172459871e-09,2.3963160344919743e-09
1935,2.393656828303392e-09,0.0
1936,0.0,0.0
1937,1.2591118148108649e-09,0.0
1938,0.0,0.0
1939,0.0,0.0
1940,0.0,5.0715658339584024e-09
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,0.0,6.068423541449874e-09
1943,0.0,5.806470415592457e-09
1944,0.0,0.0
1945,0.0,2.178504043826024e-09
1946,4.1763312808029696e-09,1.3921104269343232e-09
1947,2.3841741914054637e-09,2.3841741914054637e-09
1948,1.0871887834440486e-09,1.0871887834440486e-09
1949,2.945102384188658e-09,4.908504269707237e-09
1950,0.0,0.0
1951,0.0,1.0661401761424827e-09
1952,2.1089607837865287e-09,4.2179215675730575e-09
1953,0.0,2.1547654771580937e-09
1954,8.795282724349818e-09,0.0
1955,2.815682353940474e-09,0.0
1956,8.72114158667614e-10,4.360570571293465e-09
1957,0.0,8.835037701437898e-10
1958,4.1361216673863055e-09,4.1361216673863055e-09
1959,3.100299128533379e-09,0.0
1960,6.920833350854139e-10,6.920833350854139e-10
1961,6.948159270159238e-10,6.948159270159238e-10
1962,3.805173953708163e-09,5.0735651235811474e-09
1963,5.1728425987107585e-09,1.939815863494232e-09
1964,3.041984220075733e-09,2.4335873316516654e-09
1965,1.0944086747954884e-09,1.0944086747954884e-09
1966,1.1078149508847446e-09,2.769537488234164e-09
1967,9.860671168482327e-10,1.9721342336964653e-09
1968,4.491415683816058e-09,2.245707841908029e-09
1969,3.1792304344691047e-09,3.1792304344691047e-09
1970,0.0,2.2993624781975086e-09
1971,1.541519245584766e-09,1.0276794970565106e-09
1972,4.104117490300041e-09,0.0
1973,2.205281512956958e-09,1.6539611902288698e-09
1974,4.500457340128605e-09,2.2502286700643026e-09
1975,1.7134440533084216e-09,1.7134440533084216e-09
1976,5.713526873840635e-10,1.7140580066410394e-09
1977,1.7630346071939584e-09,1.1753563677885381e-09
1978,2.970295565063452e-09,1.1881182704343018e-09
1979,2.925986564150662e-09,1.7555920051037788e-09
1980,1.7055452605774235e-09,2.2740602734216964e-09
1981,2.5302198114474095e-09,1.2651099057237047e-09
1982,1.2415004579935385e-09,1.8622506869903077e-09
1983,6.315316047889041e-10,3.157658134966823e-09
1984,5.799008495621649e-10,2.3196033982486597e-09
1985,0.0,6.015558051686298e-10
1986,1.7983456945813714e-09,2.997242676272549e-09
1987,1.2221633705067347e-09,6.110816852533674e-10
1988,5.996553809062277e-10,1.1993107618124554e-09
1989,4.390497743145261e-09,1.6464366536794728e-09
1990,0.0,5.448650863826288e-09
1991,1.7584396161396398e-09,1.7584396161396398e-09
1992,0.0,5.509944167592096e-10
1993,1.661762283333701e-09,3.323524566667402e-09
1994,3.6924485691258724e-09,3.164955852952289e-09
1995,4.337960657352369e-09,1.0844901643380922e-09
1996,0.0,1.067618438099771e-09
1997,1.917957792585412e-09,1.438468344439059e-09
1998,9.536258449571733e-10,5.72175506974304e-09
1999,0.0,1.3710603763428253e-09
2000,2.2090156370779823e-09,8.836062992401139e-10
2001,8.762423564512289e-10,8.762423564512289e-10
2002,1.752488598683044e-09,4.381221607729913e-09
2003,8.333845835650777e-10,8.333845835650777e-10
2004,2.642874807889939e-09,3.0833537945085254e-09
2005,1.3511248786457486e-09,1.3511248786457486e-09
2006,2.4707338397433887e-09,1.2353669198716943e-09
2007,1.1983438685803094e-09,1.1983438685803094e-09
2008,2.554463751636149e-09,1.2772318758180745e-09
2009,9.53638501499654e-10,2.860915504498962e-09
2010,1.4171379625338432e-09,1.4171379625338432e-09
2011,1.529588788962144e-09,1.911985902935953e-09
2012,3.404252713057332e-10,2.0425516833455504e-09
2013,1.3945624655065103e-09,3.3469500504423877e-09
2014,2.815078836704288e-09,4.547434873103384e-09
2015,2.438232948875907e-09,2.659890530054554e-09
2016,1.6570720351438695e-09,3.5212781579474495e-09
2017,1.0062445321423752e-09,2.7671724911471074e-09
2018,2.323319980845895e-09,3.872199894061623e-09
2019,1.53059265262101e-09,4.3366790158927415e-09
