year,tout_DET air_NOUN,tout_DET cerf_NOUN
1850,2.308258650884909e-08,0.0
1851,2.5152811833351052e-08,3.8696632564949596e-09
1852,3.971432893656868e-08,1.9531636308300904e-09
1853,4.001194353620008e-08,5.971931837933653e-10
1854,4.1565314301550416e-08,1.0391328908454511e-09
1855,5.890700194299825e-08,2.653468555990912e-09
1856,4.607698289582629e-08,5.177189232874468e-10
1857,6.053071155420753e-08,1.9526036343364694e-09
1858,3.6213203102875013e-08,4.893676019968041e-10
1859,4.8884864156661934e-08,0.0
1860,3.890606170564581e-08,0.0
1861,2.405141441563785e-08,0.0
1862,2.6656119089807362e-08,9.035972525772706e-10
1863,3.4962344408473456e-08,0.0
1864,4.7947280257254477e-08,4.794727948009836e-10
1865,3.765475320438583e-08,4.706844358715045e-10
1866,4.427707916976331e-08,0.0
1867,2.426405742994575e-08,0.0
1868,1.877152078222366e-08,1.4819622196071691e-09
1869,3.7114745499167157e-08,0.0
1870,2.9243648835830527e-08,0.0
1871,1.0621176826930423e-08,6.37270636261178e-09
1872,4.354084193192165e-08,0.0
1873,3.3521626696675355e-08,1.1972008939764578e-09
1874,3.10679680870507e-08,1.1949218281515073e-09
1875,1.4875970122396609e-08,0.0
1876,4.0508298493335815e-08,0.0
1877,2.4120783148617875e-08,6.184815992682502e-10
1878,1.811726657585666e-08,0.0
1879,4.887460258728993e-08,6.10932526790009e-10
1880,2.5671384795700192e-08,0.0
1881,2.9284531355422416e-08,0.0
1882,2.5956001570293097e-08,0.0
1883,2.654122283063387e-08,3.159669414998234e-09
1884,3.4328825115892414e-08,0.0
1885,4.447488510805897e-08,2.5782542767416317e-09
1886,1.4842967244188543e-08,1.936039106809062e-09
1887,2.285123695822122e-08,6.528924623161458e-10
1888,2.346027505595316e-08,0.0
1889,4.51089832154139e-08,6.265136742733546e-10
1890,4.0637195386494795e-08,0.0
1891,2.1672347472190268e-08,3.824531802365527e-09
1892,2.1312942521944933e-08,5.014809900671935e-09
1893,1.4780199342201428e-08,0.0
1894,3.7179083589578e-08,6.301539290376468e-10
1895,1.5648397910794642e-08,2.4074457982692365e-09
1896,2.2998413173880294e-08,0.0
1897,1.5732126934508983e-08,0.0
1898,1.69750646872302e-08,5.092519295146758e-09
1899,9.949641111006713e-09,2.7637891975018647e-09
1900,1.1939422339679595e-08,0.0
1901,2.2913829500481597e-08,2.235495566438317e-09
1902,3.83002145554201e-08,9.820567692386817e-10
1903,2.7001100910695186e-08,1.0800440541913758e-09
1904,2.20359632763234e-08,0.0
1905,1.341797323251015e-08,1.0321518084666081e-09
1906,1.3374879426208963e-08,5.144184522798412e-10
1907,1.337139288182243e-08,0.0
1908,2.062783477363439e-08,0.0
1909,1.3752459171456621e-08,2.7504918342913243e-09
1910,3.046165797382372e-08,1.068830135508847e-09
1911,9.576673454247953e-09,1.5961122423746588e-09
1912,1.7712032729377825e-08,0.0
1913,2.8636144122629048e-08,5.30298971401777e-10
1914,1.674185973188358e-08,0.0
1915,2.1205371680821372e-08,0.0
1916,3.2962386153911893e-09,8.789969641043172e-09
1917,1.0966424213165737e-08,3.289927441585405e-09
1918,1.9526840588923733e-08,0.0
1919,3.867296449744373e-08,0.0
1920,4.240449769099541e-08,6.057785384427916e-09
1921,1.741731914250977e-08,0.0
1922,1.0329110011753073e-08,0.0
1923,2.44166811214086e-08,1.0615948120573648e-09
1924,1.5469949654622894e-08,3.867487219366694e-09
1925,2.3096174084358267e-08,1.0998177923937646e-09
1926,1.5604593173179637e-08,0.0
1927,3.34476758512281e-08,0.0
1928,1.7139061725401916e-08,0.0
1929,3.342121956961819e-08,0.0
1930,2.520864939015155e-08,1.0503603542488804e-09
1931,7.983749661377715e-09,0.0
1932,2.301502632917618e-08,0.0
1933,9.176529758292418e-09,0.0
1934,1.9170528275935794e-08,0.0
1935,1.795242710045386e-08,1.196828414151696e-09
1936,1.2124715009775855e-08,0.0
1937,2.2664012888640173e-08,0.0
1938,7.779128452511941e-09,2.5930428915188486e-09
1939,1.8352860564618823e-08,4.588215141154706e-09
1940,2.5357829169792012e-09,0.0
1941,3.541802984230458e-08,0.0
1942,3.034211770724937e-09,0.0
1943,2.322588166236983e-08,0.0
1944,9.639558484764166e-09,0.0
1945,3.0499055725385915e-08,0.0
1946,4.1763311919851276e-08,0.0
1947,2.6225916327504706e-08,0.0
1948,1.195907639583993e-08,0.0
1949,1.5707213085747185e-08,0.0
1950,2.0207187478860078e-08,5.317680518146517e-09
1951,3.1984203729962246e-08,0.0
1952,1.4762725264461096e-08,0.0
1953,1.508335856215126e-08,0.0
1954,1.8567819282111486e-08,9.772536113672459e-10
1955,2.3464020060259827e-08,9.385607846468247e-10
1956,1.0465370126055973e-08,0.0
1957,1.8553580005686854e-08,8.835037701437898e-10
1958,4.9633461784992505e-09,0.0
1959,2.8677767716089875e-08,7.750747821333448e-10
1960,7.61291657491725e-09,2.076250060767393e-09
1961,3.265634918037108e-08,6.948159270159238e-10
1962,1.5220695481765745e-08,0.0
1963,2.0691370394843034e-08,4.526237162849611e-09
1964,1.0342745992986124e-08,0.0
1965,2.517140029745235e-08,2.73602163147757e-09
1966,2.1602390987141007e-08,0.0
1967,2.3665610304757223e-08,9.860671168482327e-10
1968,2.290622025391542e-08,0.0
1969,2.089208669953102e-08,0.0
1970,2.1614008027803777e-08,1.8394900047624674e-09
1971,4.162101840954335e-08,0.0
1972,3.5398013853438215e-08,0.0
1973,3.528450381873327e-08,0.0
1974,2.644018703978901e-08,0.0
1975,3.426888195434685e-08,1.1422960355389478e-09
1976,4.513686113760684e-08,5.713526873840635e-10
1977,4.466354291965402e-08,0.0
1978,2.1386128867817433e-08,0.0
1979,1.872631405497316e-08,1.1703946700691858e-09
1980,2.785723873799384e-08,5.685150683554241e-10
1981,1.4548763582755697e-08,0.0
1982,1.1794254461960918e-08,0.0
1983,1.0736036948344463e-08,6.315316047889041e-10
1984,1.0438215014563212e-08,0.0
1985,1.2632671464452017e-08,6.015558051686298e-10
1986,2.577628693822831e-08,0.0
1987,2.0165696001939182e-08,0.0
1988,9.594486038988492e-09,0.0
1989,1.3720305114262032e-08,0.0
1990,1.3076762006569709e-08,0.0
1991,1.934283488935762e-08,5.861465202094962e-10
1992,1.046889380740268e-08,5.509944167592096e-10
1993,1.3294098266669607e-08,0.0
1994,1.0549853324270941e-08,0.0
1995,1.030265628365612e-08,0.0
1996,1.3345230698291743e-08,0.0
1997,1.102825741838842e-08,0.0
1998,8.105819682135973e-09,0.0
1999,1.782378400427831e-08,0.0
2000,1.899753554468475e-08,4.4180314962005696e-10
2001,1.358175633070502e-08,0.0
2002,1.6210519815373914e-08,4.38122149670761e-10
2003,1.6250998768896352e-08,0.0
2004,1.805964400247717e-08,0.0
2005,1.306087415997581e-08,0.0
2006,1.1118302722934459e-08,4.1178899179428186e-10
2007,1.1184542181297275e-08,0.0
2008,1.1920830711442676e-08,8.514879357157668e-10
2009,1.7165493915172192e-08,9.53638501499654e-10
2010,2.172944801870358e-08,0.0
2011,1.453109355065152e-08,0.0
2012,2.2468068627823357e-08,3.404252713057332e-10
2013,2.2870825233667347e-08,0.0
2014,1.818974029732523e-08,6.496335691608124e-10
2015,3.2361999857677404e-08,0.0
2016,2.1127668059506277e-08,0.0
2017,1.660303478034919e-08,2.515611330355938e-10
2018,2.349134664569874e-08,2.5814667070633845e-10
2019,3.061185260833099e-08,1.02039510174734e-09
