year,remontant_VERB en_ADP,remontant_VERB cent_DET
1932,9.753987928462493e-08,0.0
1933,1.0897128754905339e-07,0.0
1934,8.626738079442475e-08,0.0
1935,9.09589594755289e-08,0.0
1936,7.881064467696319e-08,0.0
1937,6.043736533456467e-08,0.0
1938,8.816345831164085e-08,0.0
1939,6.117619921752748e-08,0.0
1940,1.1918179332326417e-07,0.0
1941,9.444808490854939e-08,0.0
1942,5.4615812983271894e-08,0.0
1943,1.2774234736667722e-07,0.0
1944,8.354284197764628e-08,0.0
1945,7.189063211399116e-08,0.0
1946,1.0858461330087721e-07,0.0
1947,1.0132740202450918e-07,0.0
1948,1.1959076751111297e-07,0.0
1949,7.657266420935116e-08,0.0
1950,1.084806875439881e-07,2.1270722960764488e-09
1951,8.315893529342588e-08,0.0
1952,1.3075556726249715e-07,0.0
1953,1.0989303689257213e-07,0.0
1954,1.0847514797518443e-07,0.0
1955,1.1075017525286057e-07,0.0
1956,1.0639792868971654e-07,0.0
1957,8.569986253981199e-08,0.0
1958,1.0340304124056843e-07,0.0
1959,8.525822403626648e-08,0.0
1960,8.512625321310807e-08,0.0
1961,8.893643999030587e-08,0.0
1962,8.181124044881471e-08,0.0
1963,5.948769121744135e-08,0.0
1964,7.544120506075558e-08,0.0
1965,8.481667279625071e-08,0.0
1966,7.477750729734112e-08,0.0
1967,8.085750596853458e-08,0.0
1968,7.635406840122982e-08,0.0
1969,7.720988459691824e-08,0.0
1970,7.449934291692273e-08,9.197450023812337e-10
1971,6.988220313530746e-08,0.0
1972,6.771793836790607e-08,0.0
1973,6.946637087779095e-08,0.0
1974,7.200731522161163e-08,0.0
1975,7.139350444163028e-08,0.0
1976,6.113473771662825e-08,0.0
1977,5.641710532078292e-08,0.0
1978,5.821779569537e-08,0.0
1979,5.793453716762542e-08,0.0
1980,8.75513199716238e-08,0.0
1981,5.8195054997156603e-08,0.0
1982,7.324852879797561e-08,0.0
1983,7.95729815372681e-08,0.0
1984,6.78483971228161e-08,0.0
1985,7.459292294953457e-08,0.0
1986,8.632059422808425e-08,5.994485463567401e-10
1987,7.882953623195021e-08,0.0
1988,5.756691789926549e-08,0.0
1989,7.354083964017377e-08,0.0
1990,8.39092253457352e-08,0.0
1991,6.447611422544242e-08,5.861465202094962e-10
1992,6.942529529041508e-08,0.0
1993,4.929894714678085e-08,0.0
1994,7.859640716034733e-08,0.0
1995,6.235818150734929e-08,0.0
1996,7.633471899026745e-08,0.0
1997,7.719780237280816e-08,0.0
1998,6.007842978661415e-08,0.0
1999,7.312322125585524e-08,0.0
2000,5.6550803817501105e-08,0.0
2001,6.002260244386548e-08,0.0
2002,6.046085632149811e-08,0.0
2003,7.542130209259312e-08,4.1669229178253886e-10
2004,8.016720354220297e-08,4.404791253964646e-10
2005,9.638024067726292e-08,0.0
2006,6.09447701194199e-08,4.1178899179428186e-10
2007,5.831940175227146e-08,0.0
2008,7.961412240575783e-08,0.0
2009,9.488703422988465e-08,0.0
2010,9.400348366384037e-08,0.0
2011,8.489217462326337e-08,3.82397197240536e-10
2012,9.259567645969469e-08,6.808505426114664e-10
2013,9.427242630977162e-08,5.578250084070646e-10
2014,9.051560745376719e-08,0.0
2015,1.0196246824634159e-07,2.2165753954528356e-10
2016,1.0688114571166807e-07,0.0
2017,8.553078600925801e-08,2.515611330355938e-10
2018,1.0274237194352054e-07,0.0
2019,9.821302970891566e-08,0.0
