year,faudrait_VERB ôter_VERB,faudrait_VERB oter_VERB,faudrait_VERB sauter_VERB
1881,1.5339516323820135e-08,6.972507571312292e-10,2.091752326904839e-09
1882,1.2645231528551903e-08,0.0,7.320923423037584e-09
1883,5.0554711528150165e-09,0.0,6.951272890631799e-09
1884,1.9805090900604227e-09,6.601696966868076e-10,4.621187876807653e-09
1885,5.156508553483263e-09,0.0,0.0
1886,8.38950331427668e-09,0.0,4.5174246565693466e-09
1887,9.140494583448344e-09,6.528924623161458e-10,1.3057849246322917e-09
1888,5.07249175996094e-09,0.0,7.60873763994141e-09
1889,0.0,0.0,3.759081934617825e-09
1890,3.9326319978272295e-09,0.0,0.0
1891,1.0836173736095134e-08,0.0,0.0
1892,8.149066310636499e-09,0.0,0.0
1893,8.005941687372342e-09,0.0,1.2316833108982905e-09
1894,1.1972924873759894e-08,0.0,0.0
1895,6.018614495673091e-10,0.0,0.0
1896,7.076434549446731e-09,0.0,0.0
1897,1.1653427112179315e-09,0.0,1.1653427112179315e-09
1898,2.8291773368493978e-09,0.0,0.0
1899,9.39688327150634e-09,0.0,0.0
1900,3.114631885736685e-09,0.0,1.038210628578895e-09
1901,3.912117296778206e-09,0.0,0.0
1902,3.928227076954727e-09,0.0,0.0
1903,6.480264325148255e-09,0.0,0.0
1904,9.674325340824907e-09,5.374625189347171e-10,0.0
1905,1.5482277682110634e-09,0.0,5.160759042333041e-10
1906,4.115347618238729e-09,0.0,5.144184522798412e-10
1907,1.028568674676933e-09,0.0,5.142843373384665e-10
1908,9.331639461152008e-09,0.0,5.40252820258047e-09
1909,0.0,0.0,6.60118004702781e-09
1910,3.206490406526541e-09,0.0,0.0
1911,7.980561100850991e-09,0.0,0.0
1912,4.688478938419394e-09,0.0,2.0837684910901544e-09
1913,6.363587878865928e-09,0.0,8.484783542428431e-09
1914,2.678697486047099e-09,0.0,4.68772043404897e-09
1915,0.0,0.0,0.0
1916,1.0987462051303964e-09,0.0,0.0
1917,6.57985488317081e-09,0.0,1.0966424435210342e-09
1918,1.1486376294556067e-09,0.0,0.0
1919,0.0,0.0,1.8415696745321952e-09
1920,2.2716695191604686e-09,0.0,3.028892692213958e-09
1921,7.572747762196741e-09,0.0,7.572747429129834e-10
1922,2.951174193910333e-09,0.0,1.3280283539529592e-08
1923,6.369568872344189e-09,0.0,6.369568872344189e-09
1924,0.0,0.0,1.289162443462999e-09
1925,0.0,0.0,0.0
1926,4.458455382660986e-09,0.0,1.1146138456652466e-09
1927,7.804457524684949e-09,0.0,3.3447675740205796e-09
1928,2.2852082448565625e-09,0.0,6.8556245125250825e-09
1929,5.570202965543558e-09,0.0,0.0
1930,0.0,0.0,3.1510811737689437e-09
1931,9.124285327288817e-09,0.0,7.983749661377715e-09
1932,3.287861094491973e-09,0.0,1.0959536611565568e-09
1933,1.1470662197865522e-09,0.0,1.1470662197865522e-09
1934,5.990790086229936e-09,0.0,1.1981580172459871e-09
1935,1.196828414151696e-09,0.0,1.196828414151696e-09
1936,7.274828739411987e-09,0.0,3.6374143697059935e-09
1937,6.295559185076627e-09,0.0,2.5182236296217297e-09
1938,3.8895642262559704e-09,0.0,0.0
1939,1.5294050470515685e-09,0.0,3.058810094103137e-09
1940,0.0,0.0,2.5357829169792012e-09
1941,1.1806010391524069e-08,0.0,2.9515025978810172e-09
1942,0.0,0.0,6.068423541449874e-09
1943,0.0,0.0,2.9032352077962287e-09
1944,0.0,0.0,6.4263723231761105e-09
1945,6.535512131478072e-09,0.0,4.357008087652048e-09
1946,1.3921104269343232e-09,0.0,2.7842208538686464e-09
1947,0.0,0.0,4.7683483828109274e-09
1948,0.0,0.0,3.2615663503321457e-09
1949,9.817008317369869e-10,0.0,0.0
1950,8.508289184305795e-09,0.0,1.0635361480382244e-09
1951,1.0661401761424827e-09,0.0,1.2793682557799002e-08
1952,5.272402070488624e-09,0.0,5.272402070488624e-09
1953,0.0,1.0773827385790469e-09,3.232148326759443e-09
1954,9.772536113672459e-10,0.0,4.886268278880834e-09
1955,0.0,0.0,9.385607846468247e-10
1956,8.72114158667614e-10,0.0,1.744228317335228e-09
1957,8.835037701437898e-10,0.0,1.7670075402875796e-09
1958,9.926692356998501e-09,0.0,8.272243445794913e-10
1959,0.0,0.0,1.5501495642666896e-09
1960,6.920833350854139e-10,0.0,0.0
1961,3.47407969059077e-09,0.0,2.779263708063695e-09
1962,5.7077609305622445e-09,0.0,0.0
1963,2.5864212993553792e-09,0.0,4.526237162849611e-09
1964,6.083968440151466e-09,0.0,7.909158661334459e-09
1965,1.6416130677043839e-09,1.6416130677043839e-09,2.73602163147757e-09
1966,7.200797291773142e-09,0.0,6.6468897053084675e-09
1967,6.409436092980059e-09,0.0,4.930335695263466e-09
1968,9.431973424511852e-09,0.0,6.287982134978165e-09
1969,6.8126366770115965e-09,0.0,1.8167031212712459e-09
1970,2.2993624781975086e-09,0.0,2.2993624781975086e-09
1971,1.0276794970565106e-09,5.138397485282553e-10,2.569198631618974e-09
1972,4.104117490300041e-09,0.0,2.565073486948677e-09
1973,3.859242703185828e-09,0.0,0.0
1974,1.6876715580593782e-09,0.0,1.1251143350321513e-09
1975,2.2845920710778955e-09,0.0,1.1422960355389478e-09
1976,2.285410749536254e-09,0.0,3.4281160132820787e-09
1977,4.11374712072643e-09,1.7630346071939584e-09,5.289103821581875e-09
1978,2.970295565063452e-09,0.0,5.940591352171509e-10
1979,5.266775904289034e-09,0.0,1.7555920051037788e-09
1980,2.8425752862659692e-09,0.0,5.6851505725319385e-09
1981,3.1627747087981106e-09,0.0,3.795329828193417e-09
1982,2.483000915987077e-09,0.0,1.8622506869903077e-09
1983,3.157658134966823e-09,0.0,6.315316269933646e-09
1984,7.538710988796993e-09,0.0,1.1598016991243298e-09
1985,3.0077789148208467e-09,0.0,0.0
1986,6.593933843390687e-09,0.0,5.395036861699509e-09
1987,1.2221633705067347e-09,0.0,6.110816741511371e-09
1988,1.798966087207532e-09,0.0,2.99827696004229e-09
1989,4.390497743145261e-09,0.0,1.0976244357863152e-09
1990,3.2691906959314565e-09,0.0,1.6345953479657283e-09
1991,4.10302547493302e-09,0.0,2.344586080837985e-09
1992,6.060938417817852e-09,0.0,1.65298330578878e-09
1993,2.2156829704300662e-09,0.0,1.1078414852150331e-09
1994,3.6924485691258724e-09,0.0,3.164955852952289e-09
1995,3.253470381991974e-09,1.0844901643380922e-09,2.1689803286761844e-09
1996,9.60856638698715e-09,0.0,1.067618438099771e-09
1997,3.3564262480467733e-09,0.0,4.794894259418925e-09
1998,3.337690568372409e-09,0.0,2.3840645013706308e-09
1999,3.1991407301035224e-09,0.0,1.3710603763428253e-09
2000,2.6508188977203417e-09,0.0,3.092622158362701e-09
2001,5.695575122643959e-09,0.0,2.6287270138425356e-09
2002,2.1906108038649563e-09,0.0,1.752488598683044e-09
2003,5.8336921959778465e-09,0.0,2.5001538617175356e-09
2004,6.607186797680242e-09,0.0,1.7619165015858584e-09
2005,3.602999676388663e-09,0.0,1.3511248786457486e-09
2006,1.2353669198716943e-09,0.0,4.529678854225949e-09
2007,5.192823504529542e-09,0.0,2.3966877371606188e-09
2008,3.8316958494988285e-09,8.514879357157668e-10,5.108927503272298e-09
2009,5.245011536203492e-09,4.76819250749827e-10,2.860915504498962e-09
2010,5.196172381261022e-09,0.0,1.8895172093635892e-09
2011,4.5887662558641296e-09,0.0,3.823971805871906e-09
2012,5.7872298064864935e-09,0.0,5.1063788752969685e-09
2013,4.462600067256517e-09,2.789125042035323e-10,6.9728125495771565e-09
2014,5.630157673408576e-09,2.1654451842767486e-10,8.012147389990787e-09
2015,6.206410940734486e-09,0.0,8.86630147078904e-09
2016,7.663958356829426e-09,0.0,6.006886099640951e-09
2017,7.043711836018929e-09,0.0,5.534344982294215e-09
2018,2.581466596041082e-09,0.0,5.421080029321956e-09
2019,5.612172948588068e-09,0.0,5.612172948588068e-09
