year,causant_VERB en_ADP
1915,7.0684572639478915e-09
1916,2.307367097387214e-08
1917,7.676497215669542e-09
1918,2.412139110674616e-08
1919,6.445493971884986e-09
1920,9.086678076641874e-09
1921,1.741731914250977e-08
1922,2.2133805899215986e-08
1923,1.5923921736771263e-08
1924,3.222906019839655e-08
1925,1.8696901804560184e-08
1926,2.4521504493613122e-08
1927,5.2401355699061014e-08
1928,1.4853853147478446e-08
1929,2.1166771890790415e-08
1930,1.1553964007759987e-08
1931,1.4826963656844327e-08
1932,4.383814644626227e-09
1933,1.261772863969668e-08
1934,8.38710612072191e-09
1935,1.0771455727365264e-08
1936,8.487299751891442e-09
1937,1.2591118370153254e-08
1938,1.9447821131279852e-08
1939,1.5294050470515685e-08
1940,7.607348528892999e-09
1941,1.7709016475464523e-08
1942,6.068423541449874e-09
1943,2.9032352077962287e-09
1944,2.5705489292704442e-08
1945,1.089252021913012e-08
1946,1.3921104269343232e-08
1947,5.960435700558264e-09
1948,1.848220954059343e-08
1949,1.1780409536754632e-08
1950,1.2762433776458693e-08
1951,9.595261474260042e-09
1952,8.435843135146115e-09
1953,5.386913581872932e-09
1954,1.9545072893478732e-08
1955,2.815682353940474e-09
1956,4.360570571293465e-09
1957,8.835037590415595e-09
1958,8.272243334772611e-09
1959,1.007597205671118e-08
1960,6.920833239831836e-09
1961,6.25334317660986e-09
1962,5.7077609305622445e-09
1963,7.759264120110743e-09
1964,1.2776333768727e-08
1965,4.924839203113152e-09
1966,1.4401594583546284e-08
1967,1.1339771788243524e-08
1968,6.737123720013116e-09
1969,6.358460841182634e-09
1970,1.8394900935803093e-08
1971,4.624557736754298e-09
1972,5.643161493651405e-09
1973,8.821125663249774e-09
1974,9.563471847773286e-09
1975,9.709516746170266e-09
1976,7.427584769459372e-09
1977,2.9383909194713453e-09
1978,7.1287097336281136e-09
1979,6.437170796402825e-09
1980,7.95921106799824e-09
1981,3.795329828193417e-09
1982,5.586751949948621e-09
1983,3.78918940668882e-09
1984,8.69851302098823e-09
1985,3.609334831011779e-09
1986,8.392279760016663e-09
1987,6.721898593298192e-09
1988,1.0194141530917022e-08
1989,3.2928733073589456e-09
1990,6.538381391862913e-09
1991,1.7584396161396398e-09
1992,1.0468894195980738e-08
1993,3.877445031719162e-09
1994,4.747434001473039e-09
1995,1.0844901643380922e-09
1996,5.3380921904988554e-09
1997,4.794894259418925e-09
1998,6.198567881199324e-09
1999,6.398281821029528e-09
2000,5.743441056083043e-09
2001,4.8193329327261836e-09
2002,6.571832134039113e-09
2003,7.91715315529018e-09
2004,5.285749615779878e-09
2005,1.170974872621855e-08
2006,1.029472451730129e-08
2007,5.592271090648637e-09
2008,8.514879551446697e-09
2009,4.76819250749827e-09
2010,5.668551850135373e-09
2011,4.206369197401472e-09
2012,1.0212758444483327e-08
2013,7.53063750247307e-09
2014,9.311413862178597e-09
2015,1.4629397249166232e-08
2016,1.1806638333666797e-08
2017,5.0312225496895735e-09
2018,1.4198066999870917e-08
2019,1.1479444950168727e-08
