year,petit_ADJ ados_NOUN,petit_ADJ radeau_NOUN
1882,3.3276925659464496e-09,3.9932310791357395e-09
1883,6.319338941018771e-10,8.21514056781325e-09
1884,1.3203393933736152e-09,6.601696966868076e-09
1885,0.0,3.86738152613475e-09
1886,2.5813855497602844e-09,5.808117542471791e-09
1887,1.9586774424595887e-09,7.834709769838355e-09
1888,6.340614699951175e-10,6.340614699951175e-10
1889,5.012109394186837e-09,1.1277245803853475e-08
1890,1.3108772956016423e-09,9.176140736144589e-09
1891,0.0,1.1473596295275001e-08
1892,6.268512375839919e-10,1.1283322720601063e-08
1893,1.2316833108982905e-09,6.158416554491453e-10
1894,0.0,7.561847148451761e-09
1895,0.0,1.2037228991346183e-08
1896,0.0,4.1279202278587945e-09
1897,0.0,1.5149455023788505e-08
1898,0.0,1.3014216371232123e-08
1899,5.527578395003729e-10,6.633094074004475e-09
1900,0.0,1.453494924419374e-08
1901,0.0,1.1736351446245408e-08
1902,4.910283846193408e-10,1.3748794991386148e-08
1903,0.0,7.020286574288548e-09
1904,0.0,2.1498500757388683e-09
1905,0.0,4.1286072338664326e-09
1906,3.600929110447737e-09,7.201858220895474e-09
1907,5.142843373384665e-10,3.599990305858114e-09
1908,3.437972351250096e-09,1.0313916831705683e-08
1909,0.0,6.60118004702781e-09
1910,1.6032452032632705e-09,2.672075360976578e-08
1911,5.320374141248863e-10,1.4897047151407605e-08
1912,0.0,5.2094213387476884e-09
1913,5.30298971401777e-10,6.893886794756554e-09
1914,0.0,1.0045115850232378e-08
1915,0.0,1.767114277129167e-08
1916,0.0,5.493730803607377e-09
1917,4.386569774084137e-09,1.2063066989753679e-08
1918,0.0,5.743188147278033e-09
1919,9.207848372660976e-10,1.8415696745321952e-09
1920,0.0,4.543339038320937e-09
1921,7.572747429129834e-10,3.0290989716519334e-09
1922,0.0,7.377935595798135e-09
1923,0.0,0.0
1924,0.0,7.734974438733389e-09
1925,0.0,7.698724324711748e-09
1926,0.0,4.458455382660986e-09
1927,0.0,2.2298449753321847e-09
1928,0.0,1.3711249025050165e-08
1929,0.0,8.912325100141061e-09
1930,0.0,3.046045193855207e-08
1931,0.0,9.124285327288817e-09
1932,0.0,7.6716757391182e-09
1933,0.0,6.882397318719313e-09
1934,0.0,1.1981580172459871e-09
1935,0.0,2.393656828303392e-09
1936,0.0,3.6374143697059935e-09
1937,0.0,1.2591118148108649e-09
1938,0.0,9.075650453382877e-09
1939,0.0,2.141167065872196e-08
1940,0.0,1.5214697057785997e-08
1941,0.0,0.0
1942,0.0,1.517105907566929e-08
1943,0.0,1.1612940831184915e-08
1944,6.4263723231761105e-09,9.639558484764166e-09
1945,0.0,1.089252066321933e-08
1946,0.0,1.2528993842408909e-08
1947,2.3841741914054637e-09,7.152522574216391e-09
1948,0.0,1.6307831529616124e-08
1949,9.817008317369869e-10,5.890204768377316e-09
1950,1.0635361480382244e-09,1.0635361036293034e-08
1951,0.0,1.1727541604500402e-08
1952,0.0,2.1089607837865287e-09
1953,0.0,7.54167928107563e-09
1954,0.0,8.795282724349818e-09
1955,0.0,9.385607846468247e-09
1956,0.0,4.360570571293465e-09
1957,0.0,5.301022731885041e-09
1958,0.0,6.617794756635931e-09
1959,0.0,1.3951345856355601e-08
1960,0.0,9.689166802218097e-09
1961,0.0,3.47407969059077e-09
1962,0.0,9.512934440181198e-09
1963,0.0,3.879631726988464e-09
1964,6.083968329129164e-10,1.520992043424485e-08
1965,5.472043373977442e-10,4.924839203113152e-09
1966,5.539074754423723e-10,4.431259803538978e-09
1967,0.0,7.395503320850594e-09
1968,1.7965663401398047e-09,8.084548142051062e-09
1969,0.0,5.450109252791435e-09
1970,0.0,7.3579600190498695e-09
1971,0.0,5.138397263237948e-09
1972,0.0,6.669190977248718e-09
1973,0.0,4.9618833486420044e-09
1974,0.0,4.500457340128605e-09
1975,0.0,3.998036124386317e-09
1976,0.0,2.285410749536254e-09
1977,0.0,5.289103821581875e-09
1978,0.0,5.940591130126904e-09
1979,0.0,7.607565244427406e-09
1980,0.0,2.2740602734216964e-09
1981,0.0,5.060439622894819e-09
1982,0.0,5.586751949948621e-09
1983,0.0,3.78918940668882e-09
1984,0.0,2.3196033982486597e-09
1985,0.0,7.820225356169885e-09
1986,0.0,7.792831269171074e-09
1987,0.0,4.277571630240118e-09
1988,0.0,7.795519785247507e-09
1989,0.0,6.036934507847036e-09
1990,0.0,4.90378582185258e-09
1991,0.0,9.96449056600568e-09
1992,5.509944167592096e-10,2.7549720282848966e-09
1993,0.0,1.661762283333701e-09
1994,5.274926606624319e-10,5.274926717646622e-09
1995,0.0,5.964695848348356e-09
1996,5.338092190498855e-10,5.3380921904988554e-09
1997,0.0,3.3564262480467733e-09
1998,9.536258449571733e-10,9.059445638115449e-09
1999,0.0,7.312321859131998e-09
2000,0.0,4.418031274155965e-09
2001,0.0,5.695575122643959e-09
2002,0.0,1.1391176002462089e-08
2003,0.0,3.333538334260311e-09
2004,0.0,6.607186797680242e-09
2005,0.0,4.954124666056714e-09
2006,0.0,9.882935358973555e-09
2007,0.0,9.586750948642475e-09
2008,0.0,6.811903485726134e-09
2009,0.0,7.629108011997232e-09
2010,0.0,1.1337103700270745e-08
2011,0.0,1.2236710311697152e-08
2012,0.0,9.872333173177594e-09
2013,2.789125042035323e-10,1.8966050063795592e-08
2014,0.0,1.7107016248019136e-08
2015,0.0,1.4851055496478693e-08
2016,0.0,1.9884865309904853e-08
2017,0.0,1.1823373391450787e-08
2018,0.0,1.9102854409425163e-08
2019,0.0,1.4795729086358733e-08
