year,tes_DET égaux_NOUN,tes_DET mégots_NOUN
1910,1.068830135508847e-09,0.0
1911,4.2562992019767876e-09,0.0
1912,3.125652625612929e-09,0.0
1913,5.30298971401777e-10,0.0
1914,2.0090231700464756e-09,0.0
1915,2.3561523843085297e-09,0.0
1916,2.197492410260793e-09,0.0
1917,5.483212106582869e-09,0.0
1918,5.743188147278033e-09,0.0
1919,3.6831393490643904e-09,0.0
1920,8.329454903588385e-09,0.0
1921,6.815472852750304e-09,0.0
1922,2.951174193910333e-09,0.0
1923,5.307974060286824e-09,0.0
1924,3.867487219366694e-09,0.0
1925,2.1996355847875293e-09,0.0
1926,4.458455493683289e-09,0.0
1927,0.0,0.0
1928,5.713020612141406e-09,0.0
1929,3.342121912552898e-09,0.0
1930,0.0,0.0
1931,0.0,0.0
1932,0.0,0.0
1933,0.0,0.0
1934,0.0,0.0
1935,0.0,0.0
1936,1.2124714565686645e-09,0.0
1937,0.0,0.0
1938,0.0,0.0
1939,0.0,0.0
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,0.0
1943,0.0,0.0
1944,6.4263723231761105e-09,0.0
1945,2.178504043826024e-09,0.0
1946,1.3921104269343232e-09,0.0
1947,1.1920870957027319e-09,0.0
1948,0.0,0.0
1949,3.9268033269479474e-09,9.817008317369869e-10
1950,1.0635361480382244e-09,0.0
1951,0.0,0.0
1952,1.0544803918932644e-09,0.0
1953,0.0,0.0
1954,0.0,0.0
1955,3.754243138587299e-09,0.0
1956,0.0,0.0
1957,0.0,0.0
1958,8.272243445794913e-10,0.0
1959,4.650448914844674e-09,7.750747821333448e-10
1960,3.460416619915918e-09,1.3841666701708277e-09
1961,1.3896318540318475e-09,2.08444772553662e-09
1962,3.805173953708163e-09,6.341956404476434e-10
1963,1.939815863494232e-09,0.0
1964,1.2167936658258327e-09,0.0
1965,5.472043373977442e-10,0.0
1966,1.1078149508847446e-09,0.0
1967,2.4651677366094304e-09,0.0
1968,4.491415683816058e-09,4.4914158503495116e-10
1969,9.083515606356229e-10,4.541757636644661e-09
1970,0.0,4.5987250119061684e-10
1971,2.0553589941130213e-09,5.138397485282553e-10
1972,0.0,0.0
1973,1.102640756478479e-09,5.513203782392395e-10
1974,3.3753431161187564e-09,1.1251143350321513e-09
1975,1.1422960355389478e-09,5.711480177694739e-10
1976,2.285410749536254e-09,1.142705374768127e-09
1977,3.526069214387917e-09,1.1753563677885381e-09
1978,3.5643548113029055e-09,2.970295565063452e-09
1979,5.266776126333639e-09,5.851973350345929e-10
1980,1.7055452605774235e-09,5.685150683554241e-10
1981,6.325549528618524e-10,0.0
1982,6.207502289967692e-10,0.0
1983,1.2630632095778083e-09,0.0
1984,1.739702604197646e-09,0.0
1985,4.210890747202711e-09,0.0
1986,5.994485463567401e-10,5.994485463567401e-10
1987,0.0,0.0
1988,5.996553809062277e-10,1.798966087207532e-09
1989,2.7440609784434855e-09,0.0
1990,1.634595292454577e-09,1.089730194969718e-09
1991,3.516879065745826e-09,0.0
1992,5.509944167592096e-10,0.0
1993,0.0,0.0
1994,0.0,1.0549853213248639e-09
1995,4.880205572987961e-09,0.0
1996,5.338092190498855e-10,0.0
1997,2.876936688878118e-09,4.79489448146353e-10
1998,1.43043876743576e-09,0.0
1999,9.140402323914998e-10,0.0
2000,2.2090156370779823e-09,1.3254094488601709e-09
2001,2.6287270138425356e-09,4.3812117822561447e-10
2002,8.76244299341522e-10,0.0
2003,2.083461403401543e-09,1.6667691671301554e-09
2004,2.642874807889939e-09,4.404791253964646e-10
2005,2.702249757291497e-09,1.3511248786457486e-09
2006,1.6471559671771274e-09,2.8825228870488218e-09
2007,3.994479469415779e-10,7.988958938831558e-10
2008,5.108927586539025e-09,0.0
2009,1.907277002999308e-09,4.76819250749827e-10
2010,4.723793023408973e-10,9.447586046817946e-10
2011,2.2943831279320648e-09,7.64794394481072e-10
2012,2.042551627834399e-09,0.0
2013,2.5102125378317908e-09,1.1156500168141292e-09
2014,3.2481678735596375e-09,2.5985342766432495e-09
2015,3.989835795081831e-09,1.5516027351836215e-09
2016,2.8998760059906203e-09,1.2428040818690533e-09
2017,3.2702947017071438e-09,1.7609279590047322e-09
2018,2.8396133222585718e-09,2.323319980845895e-09
2019,1.785691428057845e-09,2.2958890344426663e-09
