year,aux_ADP êtres_NOUN,aux_ADP etres_NOUN
1865,8.133426945278188e-07,2.3534221793575227e-09
1866,8.41264466089342e-07,4.865612912574591e-10
1867,6.784230208722875e-07,9.7056229719783e-10
1868,8.526222359250824e-07,4.44588676984381e-09
1869,1.0416546274427674e-06,7.325278494896281e-09
1870,9.535723393128137e-07,3.4404292748035914e-09
1871,6.670099423899956e-07,4.248470908407853e-09
1872,8.702121476744651e-07,5.442605366390296e-09
1873,7.398701313832134e-07,2.3944017879529156e-09
1874,7.002241773079732e-07,3.5847653734322193e-09
1875,8.462138794129714e-07,2.860763514966891e-09
1876,8.41000655782409e-07,1.209202959984168e-09
1877,7.731019877610379e-07,1.2369631985365004e-09
1878,6.944952133380866e-07,1.2078177347163432e-09
1879,8.088746881185216e-07,2.443730107160036e-09
1880,6.469189202107373e-07,1.9253538763308597e-09
1881,6.547184625560476e-07,0.0
1882,5.756908194598509e-07,4.658769592325029e-09
1883,7.096617764545954e-07,1.0110942305630033e-08
1884,6.694120884276344e-07,3.300848483434038e-09
1885,6.258712232920516e-07,2.578254332252783e-09
1886,6.04689546435111e-07,0.0
1887,5.973965926386882e-07,0.0
1888,6.384998982866819e-07,6.340614699951175e-10
1889,6.747551992702938e-07,4.38559560889118e-09
1890,5.590891873907822e-07,0.0
1891,6.444336690947239e-07,1.2748440081367107e-09
1892,8.656815566610021e-07,0.0
1893,8.289228503599588e-07,3.0792083327568776e-09
1894,6.358253017424431e-07,3.150769645188234e-09
1895,6.072781957300322e-07,6.018614495673091e-10
1896,7.164890121202916e-07,1.179405795248556e-09
1897,7.446540166711202e-07,3.496028022631492e-09
1898,7.831163202354219e-07,1.6975064687230201e-09
1899,7.147158953557664e-07,1.1055156790007459e-09
1900,6.73798695061123e-07,5.191053142894475e-09
1901,7.237416639327421e-07,5.029865024486213e-09
1902,6.064200306354905e-07,3.928227076954727e-09
1903,7.149891416702303e-07,5.400220270956879e-09
1904,7.508351131946256e-07,3.7622376325430196e-09
1905,6.523199544972158e-07,4.128607289377584e-09
1906,8.117523293549311e-07,1.5432553568395235e-09
1907,7.210266517176933e-07,2.5714216866923323e-09
1908,7.863133646424103e-07,1.964555629285769e-09
1909,7.750886084068043e-07,2.750491723269022e-09
1910,6.995493322392576e-07,2.6720753387721174e-09
1911,7.507047712351778e-07,5.3203741412488625e-09
1912,8.079812232608674e-07,9.376958209905695e-09
1913,8.018120638553228e-07,2.6514948570088848e-09
1914,7.681164788664319e-07,2.678697486047099e-09
1915,6.514761139442271e-07,0.0
1916,6.25186601155292e-07,1.0987462051303964e-09
1917,7.237840122797934e-07,1.0966424435210342e-09
1918,5.835079264215892e-07,3.44591288836682e-09
1919,7.034795999061316e-07,2.762354511798293e-09
1920,8.549049539396947e-07,9.843900805606154e-09
1921,6.853336458334525e-07,7.572747429129834e-10
1922,6.809834189880348e-07,2.21338064543275e-09
1923,9.14033137178194e-07,7.431163684401554e-09
1924,1.0003900570154656e-06,1.1602462102189293e-08
1925,8.897525844986376e-07,3.299453377181294e-09
1926,9.017226147989277e-07,5.573069228326233e-09
1927,9.354199619338033e-07,7.804457524684949e-09
1928,8.763773848841083e-07,4.570416489713125e-09
1929,8.444428090115252e-07,8.912325322185666e-09
1930,7.394536964966392e-07,1.05036033204442e-08
1931,8.189045956896734e-07,3.4216069977333063e-09
1932,8.077178677012853e-07,6.575721966939341e-09
1933,8.190052653844759e-07,8.029463538505865e-09
1934,7.440561375915422e-07,4.7926320689839486e-09
1935,8.150401527018403e-07,5.98414207075848e-09
1936,9.821018238653778e-07,1.2124714565686645e-09
1937,6.786612516407331e-07,2.5182236296217297e-09
1938,8.971928195933287e-07,2.2040865244044028e-08
1939,8.243493425652559e-07,3.058810094103137e-09
1940,6.060521400286234e-07,2.5357829169792012e-09
1941,8.79547769727651e-07,0.0
1942,1.058939915310475e-06,6.068423541449874e-09
1943,9.348417506771511e-07,2.9032352077962287e-09
1944,1.3174063724363805e-06,9.639558484764166e-09
1945,1.0413249356133747e-06,0.0
1946,1.0468670552654658e-06,0.0
1947,1.0871834774661693e-06,4.7683483828109274e-09
1948,1.0360909072915092e-06,7.61032148410834e-09
1949,1.0248957096337108e-06,8.835307596655184e-09
1950,9.422930133951013e-07,3.190608444114673e-09
1951,7.889437370067753e-07,1.5992102975204148e-08
1952,8.81545588526933e-07,4.2179215675730575e-09
1953,9.674896546130185e-07,6.464296653518886e-09
1954,1.1297051969449967e-06,1.0749790169128914e-08
1955,9.911201459544827e-07,3.754243138587299e-09
1956,1.186075223813532e-06,4.36057079333807e-09
1957,9.674366765466402e-07,1.0602045130703175e-08
1958,8.776850108915824e-07,8.272243445794913e-10
1959,9.510167728876695e-07,2.1702094343822864e-08
1960,9.377729384141276e-07,1.3841666701708277e-09
1961,9.227155715052504e-07,3.4740795795684676e-09
1962,9.64611558629258e-07,1.9025868880362395e-08
1963,9.621487606636947e-07,3.879632060055371e-09
1964,8.779166478234401e-07,6.08396816259571e-09
1965,1.0457074495207053e-06,4.924838981068547e-09
1966,9.776466640687431e-07,6.646889927353072e-09
1967,8.968280553744989e-07,7.88853687927471e-09
1968,1.10084602056304e-06,3.143991039733507e-09
1969,8.434044502791949e-07,4.9959335557403506e-09
1970,8.296099736071483e-07,7.817832381462608e-09
1971,8.010761689547508e-07,1.901207091759005e-08
1972,8.495522934026667e-07,3.0780880067027283e-09
1973,8.087869787232194e-07,1.3231688855697143e-08
1974,7.11634811523254e-07,1.2938814464291681e-08
1975,6.819507234467892e-07,7.4249242310031605e-09
1976,7.564709676444181e-07,7.427584880481675e-09
1977,7.33422382381832e-07,7.639816224092044e-09
1978,7.300986908376217e-07,4.752473081737207e-09
1979,8.011351724235283e-07,1.0533552252667278e-08
1980,8.118395271594636e-07,1.5918422358041084e-08
1981,9.355487691209419e-07,3.795329717171114e-09
1982,9.230556088368758e-07,6.207502289967692e-09
1983,7.837307407498884e-07,1.1367568553133367e-08
1984,8.124411010612675e-07,7.538710988796993e-09
1985,8.84287032931752e-07,1.2031116103372597e-09
1986,9.087639796234726e-07,5.395036861699509e-09
1987,8.891238394426182e-07,3.055408426266837e-09
1988,8.934865149967663e-07,2.57851817120347e-08
1989,7.798621481924783e-07,5.488122178931576e-10
1990,9.76398268903722e-07,1.089730194969718e-08
1991,9.366621611661685e-07,1.2309077146444025e-08
1992,8.953659289545612e-07,4.958949695321735e-09
1993,9.826553650782444e-07,7.2009697094088665e-09
1994,9.22584661111614e-07,4.747433890450736e-09
1995,9.473021691519534e-07,4.337960657352369e-09
1996,9.763371053850278e-07,6.4057104065540216e-09
1997,1.0150791922569624e-06,2.8769365778558154e-09
1998,9.622084462534986e-07,3.3376904573501065e-09
1999,1.0091004014611826e-06,4.570201106446348e-09
2000,1.1080422837039805e-06,8.836062992401139e-09
2001,1.0843499467227957e-06,1.5772362527144423e-08
2002,1.1470037861727178e-06,8.324320954766762e-09
2003,1.2429931075530476e-06,8.333845835650777e-10
2004,1.0016494798037456e-06,5.285749615779878e-09
2005,9.91725642052188e-07,8.106749049829887e-09
2006,1.1353022273397073e-06,7.000412693969338e-09
2007,1.153206198978296e-06,7.988958938831558e-10
2008,1.0473302154423436e-06,3.405951826129794e-09
2009,1.1033597502319026e-06,3.814554005998616e-09
2010,1.039706830852083e-06,1.8895172648747405e-09
2011,9.521690458313969e-07,4.16812946379963e-08
2012,9.53871563069697e-07,1.3617010852229328e-09
2013,1.0052007155536558e-06,2.2313000891394097e-09
2014,1.0628004929458257e-06,1.5158115873603606e-09
2015,9.588904958945932e-07,8.86630172058922e-10
2016,1.1237019634791068e-06,1.2428039986023265e-09
2017,9.62724470809917e-07,2.7671725466582586e-09
2018,1.0674365285012755e-06,2.323319980845895e-09
2019,9.265187372875516e-07,2.806086474294034e-09
