year,ces_DET égaux_NOUN,ces_DET mégots_NOUN
2010,3.77903447423833e-09,5.668551850135373e-09
2011,4.5887662558641296e-09,3.823971805871906e-09
2012,0.0,4.425528388196653e-09
2013,1.952387529424726e-09,5.857162754807632e-09
2014,2.3819897165822113e-09,4.7639794331644225e-09
2015,1.10828768384863e-09,3.103205470367243e-09
2016,1.6570720351438695e-09,4.142679976837371e-09
2017,1.5093667704579872e-09,8.301517695485927e-09
2018,5.162933414126769e-10,6.9699601645822895e-09
2019,1.7856913725466939e-09,8.16316081397872e-09
