year,tes_DET êtres_NOUN,tes_DET mètres_NOUN
1902,4.910283846193408e-10,4.910283846193408e-10
1903,0.0,0.0
1904,5.374625189347171e-10,0.0
1905,0.0,0.0
1906,5.144184522798412e-10,1.0288369045596824e-09
1907,0.0,0.0
1908,9.822778146428846e-10,0.0
1909,1.1001967115120692e-09,1.1001967115120692e-09
1910,0.0,0.0
1911,1.0640748282497725e-09,0.0
1912,0.0,0.0
1913,1.060597942803554e-09,5.30298971401777e-10
1914,0.0,0.0
1915,0.0,1.1780761921542648e-09
1916,1.0987462051303964e-09,0.0
1917,2.1932848870420685e-09,0.0
1918,1.1486376294556067e-09,0.0
1919,0.0,9.207848372660976e-10
1920,2.2716695191604686e-09,7.572231730534895e-10
1921,1.5145494858259667e-09,1.5145494858259667e-09
1922,7.377935484775833e-10,0.0
1923,1.0615948120573648e-09,0.0
1924,2.578324886925998e-09,0.0
1925,3.299453377181294e-09,1.0998177923937646e-09
1926,0.0,0.0
1927,2.2298449753321847e-09,0.0
1928,2.2852082448565625e-09,0.0
1929,1.1140406375176326e-09,0.0
1930,0.0,0.0
1931,1.1405356659111021e-09,1.1405356659111021e-09
1932,4.383814644626227e-09,0.0
1933,1.1470662197865522e-09,0.0
1934,0.0,0.0
1935,1.196828414151696e-09,0.0
1936,0.0,0.0
1937,0.0,0.0
1938,1.2965214457594243e-09,0.0
1939,0.0,0.0
1940,5.0715658339584024e-09,0.0
1941,2.9515025978810172e-09,0.0
1942,0.0,0.0
1943,5.806470415592457e-09,0.0
1944,3.2131861615880553e-09,0.0
1945,4.357008087652048e-09,0.0
1946,2.7842208538686464e-09,2.7842208538686464e-09
1947,1.1920870957027319e-09,0.0
1948,2.174377566888097e-09,0.0
1949,2.945102384188658e-09,2.945102384188658e-09
1950,3.190608444114673e-09,1.0635361480382244e-09
1951,1.0661401761424827e-09,0.0
1952,2.1089607837865287e-09,0.0
1953,1.0773827385790469e-09,0.0
1954,9.772536113672459e-10,9.772536113672459e-10
1955,0.0,0.0
1956,4.360570571293465e-09,0.0
1957,1.7670075402875796e-09,0.0
1958,2.4816730892496253e-09,0.0
1959,0.0,0.0
1960,2.0762500052562416e-09,0.0
1961,1.3896318540318475e-09,0.0
1962,1.2683912808952869e-09,0.0
1963,1.939815863494232e-09,0.0
1964,6.083968329129164e-10,0.0
1965,2.7360217424998723e-09,5.472043373977442e-10
1966,5.539074754423723e-10,5.539074754423723e-10
1967,1.4791006197611978e-09,0.0
1968,1.7965663401398047e-09,4.4914158503495116e-10
1969,1.8167031212712459e-09,9.083515606356229e-10
1970,4.5987250119061684e-10,0.0
1971,2.5691987426412766e-09,0.0
1972,5.130146862875051e-10,0.0
1973,1.6539611902288698e-09,5.513203782392395e-10
1974,5.625571675160757e-10,0.0
1975,1.7134440533084216e-09,0.0
1976,1.142705374768127e-09,5.713526873840635e-10
1977,5.876781838942691e-10,0.0
1978,2.9702956760857546e-09,0.0
1979,5.851973350345929e-10,0.0
1980,5.685150683554241e-10,1.1370301367108482e-09
1981,6.325549528618524e-10,0.0
1982,3.103751144983846e-09,0.0
1983,2.5261264191556165e-09,0.0
1984,5.799008495621649e-10,0.0
1985,0.0,0.0
1986,1.7983456945813714e-09,0.0
1987,3.0554083707556856e-09,0.0
1988,1.798966087207532e-09,0.0
1989,1.0976244357863152e-09,5.488122178931576e-10
1990,1.634595292454577e-09,0.0
1991,5.861465202094962e-10,0.0
1992,5.509944167592096e-10,0.0
1993,1.661762283333701e-09,0.0
1994,1.0549853213248639e-09,0.0
1995,1.0844901643380922e-09,0.0
1996,1.067618438099771e-09,0.0
1997,9.58978896292706e-10,1.438468344439059e-09
1998,2.3840645013706308e-09,4.768129224785866e-10
1999,4.570201161957499e-10,0.0
2000,1.7672125984802278e-09,0.0
2001,1.7524846851468823e-09,0.0
2002,4.38122149670761e-10,0.0
2003,2.083461403401543e-09,4.1669229178253886e-10
2004,3.0833537945085254e-09,0.0
2005,1.3511248786457486e-09,0.0
2006,3.294311934354255e-09,0.0
2007,3.1955835755326234e-09,0.0
2008,2.554463751636149e-09,4.257439678578834e-10
2009,1.907277002999308e-09,0.0
2010,0.0,0.0
2011,1.1471915639660324e-09,0.0
2012,2.7234021704458655e-09,0.0
2013,5.578250084070646e-10,0.0
2014,4.114345752981308e-09,2.1654451842767486e-10
2015,2.438232948875907e-09,2.2165753954528356e-10
2016,3.5212781579474495e-09,4.1426800878596737e-10
2017,7.54683426862357e-10,2.515611330355938e-10
2018,2.5814666515522333e-09,5.162933414126769e-10
2019,4.5917777913295765e-09,2.55098775436835e-10
