year,aux_ADP êtres_NOUN,aux_ADP etres_NOUN,aux_ADP maîtres_NOUN
1875,8.462138794129714e-07,2.860763514966891e-09,1.6249136862711566e-06
1876,8.41000655782409e-07,1.209202959984168e-09,1.890588812614169e-06
1877,7.731019877610379e-07,1.2369631985365004e-09,1.6600045977810396e-06
1878,6.944952133380866e-07,1.2078177347163432e-09,1.7658294906297556e-06
1879,8.088746881185216e-07,2.443730107160036e-09,2.0197429231316733e-06
1880,6.469189202107373e-07,1.9253538763308597e-09,1.968353469550266e-06
1881,6.547184625560476e-07,0.0,2.091054922104263e-06
1882,5.756908194598509e-07,4.658769592325029e-09,2.3593340490180026e-06
1883,7.096617764545954e-07,1.0110942305630033e-08,2.127721341338429e-06
1884,6.694120884276344e-07,3.300848483434038e-09,2.035963302837729e-06
1885,6.258712232920516e-07,2.578254332252783e-09,1.958184153494358e-06
1886,6.04689546435111e-07,0.0,2.0593004208535604e-06
1887,5.973965926386882e-07,0.0,2.1160244010332008e-06
1888,6.384998982866819e-07,6.340614699951175e-10,1.8780900843395898e-06
1889,6.747551992702938e-07,4.38559560889118e-09,2.195303985708108e-06
1890,5.590891873907822e-07,0.0,1.911914518260005e-06
1891,6.444336690947239e-07,1.2748440081367107e-09,1.8931433913849105e-06
1892,8.656815566610021e-07,0.0,1.9827304278408064e-06
1893,8.289228503599588e-07,3.0792083327568776e-09,1.924505117933961e-06
1894,6.358253017424431e-07,3.150769645188234e-09,1.8854206036422738e-06
1895,6.072781957300322e-07,6.018614495673091e-10,1.9843372260908154e-06
1896,7.164890121202916e-07,1.179405795248556e-09,1.9619415612126545e-06
1897,7.446540166711202e-07,3.496028022631492e-09,1.937382229755258e-06
1898,7.831163202354219e-07,1.6975064687230201e-09,1.7812501784675305e-06
1899,7.147158953557664e-07,1.1055156790007459e-09,2.3077639976776254e-06
1900,6.73798695061123e-07,5.191053142894475e-09,2.355699827205626e-06
1901,7.237416639327421e-07,5.029865024486213e-09,2.1388104851638445e-06
1902,6.064200306354905e-07,3.928227076954727e-09,1.6901196593366308e-06
1903,7.149891416702303e-07,5.400220270956879e-09,1.9737805487807236e-06
1904,7.508351131946256e-07,3.7622376325430196e-09,1.9606632726265616e-06
1905,6.523199544972158e-07,4.128607289377584e-09,1.956443773210026e-06
1906,8.117523293549311e-07,1.5432553568395235e-09,1.98462629885654e-06
1907,7.210266517176933e-07,2.5714216866923323e-09,1.740338188227497e-06
1908,7.863133646424103e-07,1.964555629285769e-09,1.7214418690514321e-06
1909,7.750886084068043e-07,2.750491723269022e-09,2.0408649348269137e-06
1910,6.995493322392576e-07,2.6720753387721174e-09,2.195377160063572e-06
1911,7.507047712351778e-07,5.3203741412488625e-09,1.958429757920044e-06
1912,8.079812232608674e-07,9.376958209905695e-09,1.8529911569586943e-06
1913,8.018120638553228e-07,2.6514948570088848e-09,1.939303373887924e-06
1914,7.681164788664319e-07,2.678697486047099e-09,1.9353589415516126e-06
1915,6.514761139442271e-07,0.0,1.4478556731312153e-06
1916,6.25186601155292e-07,1.0987462051303964e-09,1.64811927660935e-06
1917,7.237840122797934e-07,1.0966424435210342e-09,1.4234419483116767e-06
1918,5.835079264215892e-07,3.44591288836682e-09,1.579376769811347e-06
1919,7.034795999061316e-07,2.762354511798293e-09,1.7761939705707164e-06
1920,8.549049539396947e-07,9.843900805606154e-09,1.858225642692446e-06
1921,6.853336458334525e-07,7.572747429129834e-10,1.626626133344189e-06
1922,6.809834189880348e-07,2.21338064543275e-09,1.674791315409152e-06
1923,9.14033137178194e-07,7.431163684401554e-09,1.6486567702145294e-06
1924,1.0003900570154656e-06,1.1602462102189293e-08,1.5998505613623593e-06
1925,8.897525844986376e-07,3.299453377181294e-09,1.6156322821814229e-06
1926,9.017226147989277e-07,5.573069228326233e-09,1.496926396171716e-06
1927,9.354199619338033e-07,7.804457524684949e-09,1.5408229039337584e-06
1928,8.763773848841083e-07,4.570416489713125e-09,1.4922410231932304e-06
1929,8.444428090115252e-07,8.912325322185666e-09,1.4527090321792002e-06
1930,7.394536964966392e-07,1.05036033204442e-08,1.364418066529538e-06
1931,8.189045956896734e-07,3.4216069977333063e-09,1.4655883804337577e-06
1932,8.077178677012853e-07,6.575721966939341e-09,1.424739755506721e-06
1933,8.190052653844759e-07,8.029463538505865e-09,1.4567741342119689e-06
1934,7.440561375915422e-07,4.7926320689839486e-09,1.513273616637889e-06
1935,8.150401527018403e-07,5.98414207075848e-09,1.3823368156806737e-06
1936,9.821018238653778e-07,1.2124714565686645e-09,1.3519056754063286e-06
1937,6.786612516407331e-07,2.5182236296217297e-09,1.73505608458413e-06
1938,8.971928195933287e-07,2.2040865244044028e-08,1.4663657026403598e-06
1939,8.243493425652559e-07,3.058810094103137e-09,1.6135222864477328e-06
1940,6.060521400286234e-07,2.5357829169792012e-09,1.6279726144929896e-06
1941,8.79547769727651e-07,0.0,1.455090750113186e-06
1942,1.058939915310475e-06,6.068423541449874e-09,1.5080032760295126e-06
1943,9.348417506771511e-07,2.9032352077962287e-09,1.4545208042449076e-06
1944,1.3174063724363805e-06,9.639558484764166e-09,1.6612172206720288e-06
1945,1.0413249356133747e-06,0.0,1.2286762682833796e-06
1946,1.0468670552654658e-06,0.0,1.2863099954074642e-06
1947,1.0871834774661693e-06,4.7683483828109274e-09,2.064694827552671e-06
1948,1.0360909072915092e-06,7.61032148410834e-09,1.5155411610123792e-06
1949,1.0248957096337108e-06,8.835307596655184e-09,1.2447966311057712e-06
1950,9.422930133951013e-07,3.190608444114673e-09,1.6070031580994737e-06
1951,7.889437370067753e-07,1.5992102975204148e-08,1.5512339732737246e-06
1952,8.81545588526933e-07,4.2179215675730575e-09,1.921263280024732e-06
1953,9.674896546130185e-07,6.464296653518886e-09,1.4296868653396189e-06
1954,1.1297051969449967e-06,1.0749790169128914e-08,1.3525190531993303e-06
1955,9.911201459544827e-07,3.754243138587299e-09,1.2454701270314672e-06
1956,1.186075223813532e-06,4.36057079333807e-09,1.0988638505793347e-06
1957,9.674366765466402e-07,1.0602045130703175e-08,1.1300013218473737e-06
1958,8.776850108915824e-07,8.272243445794913e-10,1.2019569464172264e-06
1959,9.510167728876695e-07,2.1702094343822864e-08,1.4571405966279372e-06
1960,9.377729384141276e-07,1.3841666701708277e-09,1.3204949702583235e-06
1961,9.227155715052504e-07,3.4740795795684676e-09,1.3166761814176198e-06
1962,9.64611558629258e-07,1.9025868880362395e-08,1.3165900947242903e-06
1963,9.621487606636947e-07,3.879632060055371e-09,1.324894318699421e-06
1964,8.779166478234401e-07,6.08396816259571e-09,1.364634077738458e-06
1965,1.0457074495207053e-06,4.924838981068547e-09,1.3078183629389173e-06
1966,9.776466640687431e-07,6.646889927353072e-09,1.2723254165791786e-06
1967,8.968280553744989e-07,7.88853687927471e-09,1.3331626860235701e-06
1968,1.10084602056304e-06,3.143991039733507e-09,1.4848620368823617e-06
1969,8.434044502791949e-07,4.9959335557403506e-09,1.3434520012012285e-06
1970,8.296099736071483e-07,7.817832381462608e-09,1.4104289594030206e-06
1971,8.010761689547508e-07,1.901207091759005e-08,1.5034951310610722e-06
1972,8.495522934026667e-07,3.0780880067027283e-09,1.3528197309042866e-06
1973,8.087869787232194e-07,1.3231688855697143e-08,1.294500265203169e-06
1974,7.11634811523254e-07,1.2938814464291681e-08,1.400767336345865e-06
1975,6.819507234467892e-07,7.4249242310031605e-09,1.2045511486036276e-06
1976,7.564709676444181e-07,7.427584880481675e-09,1.5015148209229778e-06
1977,7.33422382381832e-07,7.639816224092044e-09,1.2247213407867719e-06
1978,7.300986908376217e-07,4.752473081737207e-09,1.3205934852322798e-06
1979,8.011351724235283e-07,1.0533552252667278e-08,1.2611002233597901e-06
1980,8.118395271594636e-07,1.5918422358041084e-08,1.1256598337894275e-06
1981,9.355487691209419e-07,3.795329717171114e-09,1.2423379764925357e-06
1982,9.230556088368758e-07,6.207502289967692e-09,1.1266616715133182e-06
1983,7.837307407498884e-07,1.1367568553133367e-08,1.114653284339795e-06
1984,8.124411010612675e-07,7.538710988796993e-09,1.3007176327128889e-06
1985,8.84287032931752e-07,1.2031116103372597e-09,1.1363388736640445e-06
1986,9.087639796234726e-07,5.395036861699509e-09,1.0442393247878101e-06
1987,8.891238394426182e-07,3.055408426266837e-09,1.12561248677423e-06
1988,8.934865149967663e-07,2.57851817120347e-08,1.0188145109779612e-06
1989,7.798621481924783e-07,5.488122178931576e-10,1.0136561696683088e-06
1990,9.76398268903722e-07,1.089730194969718e-08,1.074473988005309e-06
1991,9.366621611661685e-07,1.2309077146444025e-08,9.917599004261035e-07
1992,8.953659289545612e-07,4.958949695321735e-09,1.1069478400571597e-06
1993,9.826553650782444e-07,7.2009697094088665e-09,1.1139346076660672e-06
1994,9.22584661111614e-07,4.747433890450736e-09,9.985436042470042e-07
1995,9.473021691519534e-07,4.337960657352369e-09,1.0877436542600094e-06
1996,9.763371053850278e-07,6.4057104065540216e-09,1.0959103518004554e-06
1997,1.0150791922569624e-06,2.8769365778558154e-09,1.1148129503979476e-06
1998,9.622084462534986e-07,3.3376904573501065e-09,1.1715294050418379e-06
1999,1.0091004014611826e-06,4.570201106446348e-09,1.0909070695674927e-06
2000,1.1080422837039805e-06,8.836062992401139e-09,1.18579963270804e-06
2001,1.0843499467227957e-06,1.5772362527144423e-08,1.0379090928935852e-06
2002,1.1470037861727178e-06,8.324320954766762e-09,1.005928456976335e-06
2003,1.2429931075530476e-06,8.333845835650777e-10,1.06256539833538e-06
2004,1.0016494798037456e-06,5.285749615779878e-09,9.536373202223558e-07
2005,9.91725642052188e-07,8.106749049829887e-09,9.84069288278988e-07
2006,1.1353022273397073e-06,7.000412693969338e-09,1.037296416761535e-06
2007,1.153206198978296e-06,7.988958938831558e-10,9.259203226363866e-07
2008,1.0473302154423436e-06,3.405951826129794e-09,8.6809195387616e-07
2009,1.1033597502319026e-06,3.814554005998616e-09,8.783010807533742e-07
2010,1.039706830852083e-06,1.8895172648747405e-09,7.628925917657625e-07
2011,9.521690458313969e-07,4.16812946379963e-08,6.741662392784065e-07
2012,9.53871563069697e-07,1.3617010852229328e-09,6.178718967575492e-07
2013,1.0052007155536558e-06,2.2313000891394097e-09,6.414987683278639e-07
2014,1.0628004929458257e-06,1.5158115873603606e-09,7.55307276278927e-07
2015,9.588904958945932e-07,8.86630172058922e-10,7.175054399510827e-07
2016,1.1237019634791068e-06,1.2428039986023265e-09,7.264189667566257e-07
2017,9.62724470809917e-07,2.7671725466582586e-09,5.466423456113034e-07
2018,1.0674365285012755e-06,2.323319980845895e-09,5.648249059575505e-07
2019,9.265187372875516e-07,2.806086474294034e-09,6.632568325670718e-07
