year,les_DET êtres_NOUN,les_DET etres_NOUN,les_DET mètres_NOUN
1851,1.0720901627792045e-05,3.418202476623833e-08,7.610337604546658e-08
1852,1.1742419474103372e-05,5.338647346420089e-08,6.705861643752087e-08
1853,1.1875783400228102e-05,5.315019380169872e-08,1.0331442013011838e-07
1854,1.1212763411094784e-05,4.504641128999509e-07,1.4028294792467477e-07
1855,1.1183839518480454e-05,1.2736649068756378e-08,1.4063383346751834e-07
1856,1.0905231278002248e-05,1.3926638997574514e-07,7.299836979335339e-08
1857,1.086721533738455e-05,4.295727928926851e-08,1.3814670296596887e-07
1858,1.00687383053355e-05,9.836288816789107e-08,1.5317205281917268e-07
1859,1.0854985987407417e-05,2.8006953423087566e-08,1.629495418598026e-07
1860,1.0153567274073794e-05,3.4786597991054435e-08,7.96429979743607e-08
1861,1.2724141384978793e-05,3.72561133610283e-08,1.2167186236311522e-07
1862,9.782344079667382e-06,2.4848925306297787e-08,1.4141297732805924e-07
1863,1.0167050163545355e-05,2.14768697270884e-08,1.2786229408590088e-07
1864,1.2087029347185307e-05,3.020678618348427e-08,8.678457552591112e-08
1865,1.1535534270024073e-05,2.1180799947284612e-08,1.360277988027292e-07
1866,1.1013314889396497e-05,3.357272970738734e-08,1.031509970772504e-07
1867,8.659357035867288e-06,3.785192959071537e-08,1.1258522647494829e-07
1868,1.1342938648795098e-05,3.260316838726851e-08,1.1855697534812748e-07
1869,1.1952901417089379e-05,3.2719577824913415e-08,2.2024671508802385e-07
1870,1.0664757070344422e-05,4.0138339763018394e-08,1.8291615511145665e-07
1871,8.320630172420351e-06,3.717412022652411e-08,9.771482822884536e-08
1872,1.1453056231403025e-05,2.6608292569285652e-08,2.3645096192126402e-07
1873,8.91794942958768e-06,3.112722318787675e-08,3.0648341819983216e-07
1874,8.053175236000243e-06,1.135175692335011e-08,1.2188202358487388e-07
1875,9.882221291945825e-06,3.661777253638476e-08,1.338837360975731e-07
1876,1.0797577800758518e-05,2.3579457053557462e-08,2.424451945870487e-07
1877,8.702036467411745e-06,2.288381972803677e-08,1.9420321883956149e-07
1878,8.66850825786969e-06,1.0870359279380182e-08,1.0870359945513997e-07
1879,1.1169679794420517e-05,7.514470168334952e-08,2.504823406468404e-07
1880,8.024232784009655e-06,1.2835692508872398e-08,2.3874388688227555e-07
1881,7.55192289147999e-06,2.7192779861184846e-08,4.7482777176810487e-07
1882,7.675655552930039e-06,1.2645231750596508e-08,2.2428648094319215e-07
1883,8.772506305376737e-06,4.7395041002928906e-08,1.8768436227389884e-07
1884,8.557779807460975e-06,1.8484752395409032e-08,3.657339995299935e-07
1885,7.71929327925136e-06,1.804777982616912e-08,2.3075376276437964e-07
1886,7.061380188133626e-06,2.065108412052652e-08,2.833070749108657e-07
1887,7.064296255521185e-06,9.79338704576449e-09,1.9064460055062682e-07
1888,7.641074830644357e-06,1.268122939990235e-08,2.5933114500276133e-07
1889,7.477440902903254e-06,3.884384813801489e-08,2.80678113639965e-07
1890,6.787722497847426e-06,7.209825292342487e-09,3.0674527451424183e-07
1891,9.2190340126308e-06,2.2309769698303228e-08,2.734540274218489e-07
1892,8.754604465366356e-06,2.4447197821686473e-08,2.4196457282243955e-07
1893,8.249199396459517e-06,3.6334658393144537e-08,1.5519209828340763e-07
1894,7.283319177986414e-06,2.96172346647694e-08,2.4576003632148513e-07
1895,7.270486179322688e-06,6.861220591680706e-08,2.37133411573609e-07
1896,8.645044829336257e-06,2.7716036632430274e-08,1.892946306369936e-07
1897,7.6236721042732825e-06,2.5637539646794494e-08,1.7829743015340682e-07
1898,8.102198108872471e-06,2.2067583649310052e-08,2.4840177914597916e-07
1899,7.902779003643445e-06,2.8743407654019393e-08,1.8517388156169545e-07
1900,7.732073754596058e-06,9.291984903736505e-08,1.80129545057639e-07
1901,7.783436814179368e-06,5.421076709755113e-08,2.6602396552277696e-07
1902,6.659327056013353e-06,2.9461703854316568e-08,2.5287962035491773e-07
1903,7.835719401327879e-06,7.12829075766308e-08,1.7766725246559645e-07
1904,8.013566116460424e-06,4.1384613957973215e-08,2.499200686401082e-07
1905,7.3122794503888144e-06,1.496620083418776e-08,2.3533060655722693e-07
1906,8.140157177649598e-06,2.8807432828070745e-08,1.1985950099102638e-07
1907,7.502379730794928e-06,2.982849189869796e-08,2.0005661394151275e-07
1908,8.704455126462562e-06,3.4379724178634774e-08,1.5765558281088943e-07
1909,8.269078676903518e-06,2.9705311432870474e-08,2.822004603331152e-07
1910,8.841896971034657e-06,4.3287620155041395e-08,1.923894217270572e-07
1911,8.550905306492496e-06,3.1390206767234474e-08,2.1015477180696962e-07
1912,8.843513228384836e-06,3.959160155275754e-08,1.4430096850759355e-07
1913,8.097134895024283e-06,3.234823697795264e-08,1.9621061397856465e-07
1914,8.241682053267141e-06,4.4868183168844666e-08,1.4331032094361262e-07
1915,6.252050383181995e-06,9.424609315189514e-09,7.657495570967399e-08
1916,6.249668274449505e-06,2.0876178341566742e-08,1.5821944820970657e-07
1917,7.208230783817271e-06,4.167241363095542e-08,1.2172731267412473e-07
1918,6.592031184027292e-06,1.2635013924011673e-08,1.5276880382941727e-07
1919,7.852453052237252e-06,5.2484735391100656e-08,1.8139461666066836e-07
1920,8.623257599538192e-06,1.4993019048503697e-07,1.5068741454626888e-07
1921,8.272469585790532e-06,5.755287940667486e-08,2.256678710566007e-07
1922,8.779742927345069e-06,3.984085134023374e-08,2.3092938317148537e-07
1923,9.225259020695376e-06,5.732611940700849e-08,2.399204213077155e-07
1924,8.467218577834501e-06,4.125319796877136e-08,2.2173594338426028e-07
1925,9.500226383352128e-06,8.468597223476593e-08,1.550743036204949e-07
1926,9.564501226577704e-06,1.2037829333344519e-07,1.7610899227804566e-07
1927,9.935073933320382e-06,6.020581366783517e-08,2.3859341169440995e-07
1928,9.243666966085584e-06,6.170062227806028e-08,1.9081488655814383e-07
1929,8.361989046079543e-06,1.3257083208984e-07,2.1723792542616138e-07
1930,7.931270914696142e-06,6.827341991755276e-08,1.9851810151294558e-07
1931,7.957517340173581e-06,6.044839206964525e-08,2.452151655063517e-07
1932,7.775791459607717e-06,6.137340413658876e-08,2.7508436772905043e-07
1933,7.275841198861599e-06,3.785318503091162e-08,2.6497229654864896e-07
1934,7.543603089743556e-06,4.193553060360955e-08,1.9649791838105557e-07
1935,8.308382831501149e-06,7.061287465859323e-08,2.992071159724219e-07
1936,9.371191424634162e-06,9.942265899454128e-08,2.6310629586134837e-07
1937,8.132602886234963e-06,5.791914459152281e-08,2.3419480488229283e-07
1938,8.981004441466212e-06,1.0112867121492286e-07,2.865312502819961e-07
1939,8.88278424326927e-06,9.329370964650252e-08,1.9270504125756815e-07
1940,7.44759461213107e-06,5.0715657895494815e-08,1.5975432798853717e-07
1941,8.500327794536133e-06,4.132103503806661e-08,1.416721184810399e-07
1942,1.0580296134321543e-05,8.192371825366251e-08,1.790184949168605e-07
1943,9.63874123272035e-06,3.193558706371391e-08,3.2516234860224813e-07
1944,1.2187615425318654e-05,3.534504777746861e-08,1.6708568395529255e-07
1945,1.1262865882599726e-05,1.0021118690417552e-07,1.1763921570207003e-07
1946,1.1459852885309374e-05,5.0115974481457215e-08,2.102086789079749e-07
1947,1.1489335747683072e-05,4.887557025767819e-08,2.6941168229654977e-07
1948,1.0473976942648733e-05,7.827759151979308e-08,1.5981675449694421e-07
1949,1.0096793403135962e-05,9.817008539414473e-08,4.093692425044537e-07
1950,9.818565445129934e-06,6.593924117836991e-08,1.839917569412819e-07
1951,8.997156754730895e-06,7.24975308674658e-08,3.5928923480810226e-07
1952,8.808075136812477e-06,3.901577394493927e-08,2.1616847334371414e-07
1953,9.26333649431399e-06,6.464296520292123e-08,3.716970411460352e-07
1954,1.0964785815303912e-05,6.840775368388563e-08,2.433361530052025e-07
1955,9.375283923418465e-06,2.4402579956728232e-08,1.8583503269553603e-07
1956,1.2760774779962958e-05,7.325758932807958e-08,2.729717270000265e-07
1957,8.700744928091808e-06,3.975767048913781e-08,2.111574053387244e-07
1958,8.4955941588305e-06,7.031407112112475e-08,2.0349718177214982e-07
1959,9.855076086751069e-06,1.4881435683733457e-07,2.1624586210577945e-07
1960,9.03791618611649e-06,4.706166700785275e-08,2.7683334380412816e-07
1961,9.525926003561835e-06,8.129346501517531e-08,2.07749968339499e-07
1962,9.758367923495825e-06,1.325468916846262e-07,2.853880261000086e-07
1963,9.890475382690056e-06,8.535190287872751e-08,2.554090894335559e-07
1964,9.089449065413646e-06,8.152517477766352e-08,1.8738622387104442e-07
1965,1.0123827848929068e-05,9.028871605920585e-08,2.539028169934454e-07
1966,9.570966881256027e-06,6.979234346005114e-08,2.5645915080474424e-07
1967,8.936232973155711e-06,9.564851172205735e-08,2.2087903062129044e-07
1968,9.95612151655223e-06,8.937917689300079e-08,2.7128150570376874e-07
1969,8.336396376762423e-06,4.450922591603401e-08,1.9892898706075357e-07
1970,8.345306383716888e-06,1.0393118815565927e-07,1.839490035848712e-07
1971,8.281041004920553e-06,2.0861894289847527e-07,2.2300645596828872e-07
1972,8.757160856021073e-06,4.514529278187851e-08,2.1238808223245087e-07
1973,8.048726215292845e-06,1.4168933593072808e-07,1.7366591542611332e-07
1974,7.092158369914614e-06,1.6314157313956912e-07,2.582137366147208e-07
1975,7.092516142392924e-06,4.854758017813765e-08,3.169871547470393e-07
1976,7.720689040979778e-06,1.0055807242448367e-07,1.7883339609170434e-07
1977,7.428252018826242e-06,8.932708484010732e-08,1.862939909003103e-07
1978,7.704947023512432e-06,7.96039231198975e-08,2.7386125012185403e-07
1979,8.135998143643519e-06,1.1001709765423584e-07,1.8024077252931647e-07
1980,8.049036239299312e-06,1.9784325033800343e-07,1.7737670798823046e-07
1981,8.730523120448197e-06,9.614835327909077e-08,2.1633379532204344e-07
1982,9.318081367837294e-06,7.759377873561846e-08,2.1415882667241704e-07
1983,8.02613516270867e-06,1.3830542422432757e-07,1.95774793709802e-07
1984,8.517583353295777e-06,1.0960126317627328e-07,1.8266876633532547e-07
1985,8.24612698124838e-06,8.000692108822705e-08,2.592705454773636e-07
1986,8.518163951976021e-06,6.114375095123137e-08,1.834312612913891e-07
1987,8.511756931284253e-06,5.377518985660856e-08,1.656031409780212e-07
1988,8.966646817043511e-06,1.8709247839865384e-07,2.320666379063141e-07
1989,7.8117932105215e-06,6.091815696329661e-08,1.964747688987245e-07
1990,9.244181399026274e-06,1.0188977206393446e-07,1.9833089304199802e-07
1991,8.722446580122778e-06,1.3012452382277218e-07,1.5650112317189269e-07
1992,8.6605300566589e-06,5.56504353710352e-08,1.7852218547886878e-07
1993,9.023922586948174e-06,8.585771538172082e-08,1.7725463408169162e-07
1994,9.030674391397042e-06,6.962903198459713e-08,2.394816629447405e-07
1995,8.827749923057127e-06,7.103410704090152e-08,2.2448946346287357e-07
1996,9.263724905395065e-06,7.633471987844587e-08,2.1565892538433218e-07
1997,9.908169602113048e-06,4.459251845556622e-08,2.0618046470133322e-07
1998,9.412763688487757e-06,4.720447910333547e-08,2.2124119425370736e-07
1999,1.016367076545066e-05,5.986963663717759e-08,2.2256879184112677e-07
2000,1.1062309056342201e-05,7.775735544335305e-08,1.8732453632708257e-07
2001,1.009255913686502e-05,1.5378053108694445e-07,1.8926835032573308e-07
2002,1.0598612504963967e-05,1.2398856941153724e-07,2.1993731991187815e-07
2003,1.1359448933490057e-05,6.167046062710568e-08,1.675103007414691e-07
2004,1.0099745622937917e-05,5.1536057199541574e-08,1.6297728144820667e-07
2005,1.032529593203435e-05,5.989986961996152e-08,1.833026024300466e-07
2006,1.0881936191253772e-05,6.053298029495835e-08,2.2566037038984632e-07
2007,1.13694872538872e-05,4.2341483236230104e-08,1.6856703766165992e-07
2008,1.0735985256360436e-05,3.618823729567566e-08,1.9541647588994238e-07
2009,1.136975521376371e-05,6.818515285722526e-08,1.8500586307368394e-07
2010,1.1033836074147985e-05,3.731796460737513e-08,1.6627751975306637e-07
2011,1.082107564798207e-05,1.2427908543943822e-07,1.6634277422156174e-07
2012,1.151386317133074e-05,2.723402148241405e-08,1.6306370298480033e-07
2013,1.1577379098071106e-05,3.0680374685232437e-08,2.066741711104214e-07
2014,1.2084050013072556e-05,1.6024293947314305e-08,1.892599108543891e-07
2015,1.1027241100691754e-05,1.3742767368540854e-08,1.4186081864764333e-07
2016,1.2371493085083785e-05,1.4913648371805976e-08,1.427153293320771e-07
2017,1.131371078599841e-05,2.3898307610625835e-08,1.5294916977381945e-07
2018,1.2160773053437879e-05,3.89801469435902e-08,1.7270012975245663e-07
2019,1.0840422476121603e-05,1.989770481714004e-08,1.6708969496903592e-07
