year,tes_DET âges_NOUN,tes_DET mages_NOUN
2005,1.3511248786457486e-09,4.5037495954858286e-10
2006,8.235779835885637e-10,0.0
2007,3.994479469415779e-10,3.994479469415779e-10
2008,3.405951742863067e-09,8.514879357157668e-10
2009,4.76819250749827e-10,2.860915504498962e-09
2010,2.3618964561933353e-09,9.447586046817946e-10
2011,1.911985902935953e-09,3.059177577924288e-09
2012,2.0425516833455504e-09,1.0212758416727752e-09
2013,2.789125042035323e-10,1.3945624655065103e-09
2014,3.2481677347817595e-09,1.0827225782605865e-09
2015,1.10828768384863e-09,1.551602762939197e-09
2016,6.214020409345267e-10,1.6570720351438695e-09
2017,4.528100561174142e-09,7.54683426862357e-10
2018,1.5488800242380307e-09,5.162933414126769e-10
2019,7.65296326310505e-10,2.55098775436835e-10
