year,vastes_ADJ ondes_NOUN,vastes_ADJ mondes_NOUN
1937,3.777335333410292e-09,1.2591118148108649e-09
1938,1.2965214457594243e-09,3.8895642262559704e-09
1939,0.0,0.0
1940,0.0,0.0
1941,5.9030051957620344e-09,1.7709016475464523e-08
1942,3.034211770724937e-09,0.0
1943,5.806470415592457e-09,0.0
1944,3.2131861615880553e-09,3.2131861615880553e-09
1945,2.178504043826024e-09,0.0
1946,2.7842208538686464e-09,1.3921104269343232e-09
1947,2.3841741914054637e-09,2.3841741914054637e-09
1948,3.2615663503321457e-09,8.697510267552389e-09
1949,9.817008317369869e-10,0.0
1950,2.1270722960764488e-09,0.0
1951,3.1984206394497505e-09,0.0
1952,2.1089607837865287e-09,1.1599284199803606e-08
1953,3.232148326759443e-09,0.0
1954,9.772536557761669e-09,9.772536113672459e-10
1955,1.3139850985055546e-08,1.8771215692936494e-09
1956,8.72114158667614e-10,1.744228317335228e-09
1957,3.534015080575159e-09,1.7670075402875796e-09
1958,8.272243334772611e-09,8.272243445794913e-10
1959,2.325224457422337e-09,0.0
1960,6.920833350854139e-10,1.3841666701708277e-09
1961,4.16889545107324e-09,1.3896318540318475e-09
1962,5.0735651235811474e-09,1.2683912808952869e-09
1963,1.939815863494232e-09,3.879631726988464e-09
1964,7.300761772910391e-09,1.8251904432275978e-09
1965,6.0192477668863376e-09,1.0944086747954884e-09
1966,3.3234448526542337e-09,0.0
1967,1.4791006197611978e-09,3.451234853457663e-09
1968,3.1439910674890825e-09,1.3474247273492779e-09
1969,6.358460868938209e-09,1.8167031212712459e-09
1970,9.197450023812337e-10,5.518470125309705e-09
1971,3.5968783507200897e-09,2.0553589941130213e-09
1972,2.0520587451500205e-09,5.130146862875051e-10
1973,5.513203782392395e-10,1.6539611902288698e-09
1974,1.1251143350321513e-09,0.0
1975,1.7134440533084216e-09,1.7134440533084216e-09
1976,2.856763492431469e-09,0.0
1977,5.289103821581875e-09,4.11374712072643e-09
1978,2.3762365408686037e-09,0.0
1979,4.096381456264453e-09,1.1703946700691858e-09
1980,1.7055452605774235e-09,5.685150683554241e-10
1981,0.0,1.2651099057237047e-09
1982,6.2075020679230875e-09,6.207502289967692e-10
1983,1.89459470334441e-09,0.0
1984,2.3196033982486597e-09,1.1598016991243298e-09
1985,5.414002135495366e-09,2.4062232206745193e-09
1986,1.7983456945813714e-09,3.5966913891627428e-09
1987,6.110816852533674e-10,4.888653482026939e-09
1988,0.0,5.996553809062277e-10
1989,0.0,2.7440609784434855e-09
1990,1.6345953479657283e-09,5.44865097484859e-10
1991,5.8614650910726596e-09,1.7584396161396398e-09
1992,3.30596661157756e-09,1.1019888335184191e-09
1993,1.661762283333701e-09,5.539207426075166e-10
1994,5.274926606624319e-10,2.1099706426497278e-09
1995,1.626735190995987e-09,1.0844901643380922e-09
1996,5.338092190498855e-10,2.6690460952494277e-09
1997,1.917957792585412e-09,9.58978896292706e-10
1998,3.814503379828693e-09,1.43043876743576e-09
1999,4.570201161957499e-10,2.7421207526856506e-09
2000,1.7672125984802278e-09,3.092622158362701e-09
2001,1.3143635069212678e-09,1.3143635069212678e-09
2002,8.76244299341522e-10,4.38122149670761e-10
2003,4.1669229178253886e-10,1.6667691671301554e-09
2004,4.404791253964646e-10,2.2023955992267474e-09
2005,3.602999676388663e-09,1.8014998381943315e-09
2006,1.6471559671771274e-09,1.2353669198716943e-09
2007,7.988958938831558e-10,3.994479413904628e-09
2008,0.0,1.7029758714315335e-09
2009,3.337734755248789e-09,3.337734755248789e-09
2010,3.3066551718974324e-09,2.3618964561933353e-09
2011,1.1471915639660324e-09,4.971163480860241e-09
2012,2.0425516833455504e-09,2.0425516833455504e-09
2013,1.6734750252211938e-09,3.6258624991347688e-09
2014,2.165445156521173e-09,4.547434873103384e-09
2015,3.768178213903184e-09,4.654808538617772e-09
2016,3.314144070287739e-09,2.899876117012923e-09
2017,7.54683426862357e-10,3.773417134311785e-09
2018,2.5814667070633845e-10,2.0651733656507076e-09
2019,3.06118530524202e-09,3.3162841361900064e-09
