year,ton_DET honneur_NOUN,ton_DET bonheur_NOUN
2008,1.856243674325242e-07,3.7763489757480784e-07
2009,1.9787998528641992e-07,3.2900529234325404e-07
2010,2.446924831644992e-07,4.3364419965996603e-07
2011,2.344094753858883e-07,4.309616379316594e-07
2012,2.8357425030378636e-07,5.361697894556983e-07
2013,3.1321873805723044e-07,5.91294512020113e-07
2014,3.3932526033453314e-07,6.621931554207094e-07
2015,3.6418334037335853e-07,7.844460547801191e-07
2016,3.9024046838420645e-07,8.635416897107007e-07
2017,3.4287782124664545e-07,6.97075918765222e-07
2018,4.0683915436545703e-07,7.999965170313317e-07
2019,3.811175712797876e-07,8.226935648281142e-07
