year,son_DET os_NOUN,son_DET boss_NOUN
1895,1.9259566164109287e-08,0.0
1896,1.1794058174530164e-08,0.0
1897,4.77790516040244e-08,1.7480140668268973e-09
1898,1.640922964174507e-08,5.092519517191363e-09
1899,2.1557555740514545e-08,2.7637891975018647e-09
1900,2.491705552998269e-08,1.038210628578895e-09
1901,2.291382922292584e-08,6.706486699314951e-09
1902,3.044376062355525e-08,9.820567692386817e-10
1903,1.8900771392438287e-08,5.400220270956879e-10
1904,3.547252447333449e-08,1.6123875568041512e-09
1905,1.8062656259587584e-08,0.0
1906,2.3148830408104004e-08,5.144184522798412e-10
1907,3.08570609064418e-08,0.0
1908,2.603036208803644e-08,2.9468334439286537e-09
1909,3.740668930163338e-08,0.0
1910,2.8323997813828328e-08,0.0
1911,2.2345572059379037e-08,0.0
1912,3.386123859083767e-08,4.167536871158006e-09
1913,2.969674245401066e-08,5.30298971401777e-10
1914,1.607218563792756e-08,3.3483718020477227e-09
1915,3.769843803791417e-08,1.1780761921542648e-09
1916,1.5382446649780945e-08,0.0
1917,2.3029491202919417e-08,6.579854550103903e-09
1918,5.858052087859278e-08,0.0
1919,2.025726569820918e-08,9.207848372660976e-10
1920,4.770505901419142e-08,0.0
1921,3.559191341651058e-08,0.0
1922,2.5084981314371646e-08,0.0
1923,1.3800733000834953e-08,0.0
1924,2.707241186783449e-08,0.0
1925,3.849362206764795e-08,0.0
1926,5.127223712264595e-08,1.1146138456652466e-09
1927,3.0102906833917586e-08,0.0
1928,3.884854016256156e-08,0.0
1929,1.8938690837799754e-08,0.0
1930,3.256117209193832e-08,0.0
1931,2.3951248095954725e-08,0.0
1932,3.507051715700982e-08,0.0
1933,1.8353059516584835e-08,1.1470662197865522e-09
1934,4.193552882725271e-08,3.5944740517379614e-09
1935,3.829851102921111e-08,0.0
1936,3.6374144141149145e-08,0.0
1937,2.6441348555117372e-08,3.777335333410292e-09
1938,4.019216370831913e-08,1.2965214457594243e-09
1939,2.7529290846928234e-08,0.0
1940,1.5214697723919812e-08,1.2678914806940611e-08
1941,4.7224041566096275e-08,2.9515025978810172e-09
1942,4.5513175450651033e-08,0.0
1943,1.7419411690866582e-08,0.0
1944,4.819779064746399e-08,2.2492303131116387e-08
1945,4.7927088075994106e-08,6.535512131478072e-09
1946,3.897909195416105e-08,1.3921104269343232e-09
1947,5.602809238780537e-08,9.536696765621855e-09
1948,5.653381518477829e-08,1.0871887834440486e-09
1949,3.239612667016445e-08,0.0
1950,5.743095043975188e-08,2.1270722960764488e-09
1951,4.797630870356784e-08,0.0
1952,3.9015773722894664e-08,0.0
1953,2.693456935265459e-08,1.939288862828903e-08
1954,4.983993462381875e-08,4.886268278880834e-09
1955,3.9419553843345057e-08,1.8771215692936494e-09
1956,3.5756678729015334e-08,0.0
1957,4.5058691722221766e-08,1.7670075402875796e-09
1958,3.22617488279775e-08,1.6544486891589827e-09
1959,4.2629114460623896e-08,2.325224457422337e-09
1960,4.221708493901133e-08,2.7683333403416555e-09
1961,3.960450667417348e-08,1.3896318540318475e-09
1962,5.200404162852834e-08,6.341956404476434e-10
1963,5.948769032926293e-08,6.466053248388448e-10
1964,5.232212701988814e-08,3.041984220075733e-09
1965,2.9001830270658502e-08,5.472043373977442e-10
1966,4.3758689782791294e-08,5.539074754423723e-10
1967,5.3247622977536935e-08,1.4791006197611978e-09
1968,5.030385830107065e-08,5.3896989093971115e-09
1969,4.632593059161749e-08,2.2708788183223305e-09
1970,4.184839710874577e-08,4.1388523719376735e-09
1971,2.7747345754391972e-08,2.5691987426412766e-09
1972,4.822338073307009e-08,1.5390440033513642e-09
1973,3.25279031487824e-08,4.410563025913916e-09
1974,3.656621505587765e-08,3.3753431161187564e-09
1975,3.826691763464396e-08,6.282628195464213e-09
1976,3.6566571992580066e-08,5.142174241967723e-09
1977,3.761140415781128e-08,2.3507127355770763e-09
1978,4.217819693508318e-08,3.564354700280603e-09
1979,6.027532750696452e-08,4.0963813452421505e-09
1980,4.775526735167901e-08,7.959211179020542e-09
1981,9.994368493915218e-08,1.0753434309673793e-08
1982,5.5246770047645555e-08,8.069752865935698e-09
1983,5.557478155449047e-08,1.326216381158929e-08
1984,4.6392067076794774e-08,1.3337719262374037e-08
1985,5.8350912768290186e-08,1.0226449020933615e-08
1986,6.174319994167732e-08,1.0190625288064581e-08
1987,4.6442206524943686e-08,5.49973533381376e-09
1988,3.6578978013235286e-08,1.4391728697660255e-08
1989,3.677041959804228e-08,1.15250561316671e-08
1990,3.269190707033687e-08,1.1442167213715493e-08
1991,4.103025530444171e-08,1.934283544446913e-08
1992,3.801861431229625e-08,9.917899612688075e-09
1993,5.096070765375771e-08,1.1632335317202092e-08
1994,5.591422075346131e-08,1.213233141728054e-08
1995,4.121062641138096e-08,1.6267351632404115e-08
1996,4.483997417814578e-08,9.07475650180345e-09
1997,5.178486206514066e-08,1.917957836994333e-08
1998,4.434360045824093e-08,1.573482688588257e-08
1999,4.8444130956726283e-08,1.27965633645033e-08
2000,4.285490384781099e-08,1.3254094710646314e-08
2001,4.8193330021151226e-08,1.1829272117402923e-08
2002,4.4688460654196405e-08,1.2705542729030128e-08
2003,4.25026153161312e-08,1.333415317050779e-08
2004,3.523833155827383e-08,3.259545566791644e-08
2005,6.260211593556164e-08,2.0266873845820044e-08
2006,5.888582699231648e-08,3.911995560823556e-08
2007,8.588130953612882e-08,5.39254729758909e-08
2008,7.280221547834032e-08,4.001993145208438e-08
2009,8.535064544012982e-08,5.054283902516943e-08
2010,1.417137869275109e-07,8.786255345505367e-08
2011,1.609892188447759e-07,1.3460381564911472e-07
2012,1.974466524168328e-07,1.3378713581424506e-07
2013,1.854768136855256e-07,1.578644823752029e-07
2014,1.914253580093117e-07,1.7626724435615415e-07
2015,1.7200624979896162e-07,1.977185302148854e-07
2016,1.74613965064907e-07,1.9822724750540033e-07
2017,1.768474799934694e-07,2.596110846297961e-07
2018,2.0367772968210573e-07,2.67439957957194e-07
2019,1.8647720356756992e-07,2.6453743373622274e-07
