year,un_DET os_NOUN,un_DET bosse_NOUN
1927,1.1505999992778015e-06,4.4596899506643695e-09
1928,1.092329558360916e-06,0.0
1929,1.0260313878518446e-06,0.0
1930,9.957416011729947e-07,0.0
1931,1.0903520966110136e-06,1.1405356659111021e-09
1932,9.940300085276021e-07,0.0
1933,1.0208889449359049e-06,1.1470662197865522e-09
1934,1.0016601343920684e-06,0.0
1935,1.0364534084317256e-06,0.0
1936,9.032912444695285e-07,0.0
1937,9.946983823283517e-07,1.2591118148108649e-09
1938,1.0800023133583636e-06,0.0
1939,1.0048190972611337e-06,0.0
1940,8.292010225119384e-07,0.0
1941,1.183552537753485e-06,0.0
1942,9.709477595265525e-07,0.0
1943,1.1932296963834688e-06,0.0
1944,1.1021228729646282e-06,0.0
1945,8.975436784908197e-07,0.0
1946,1.0371223186922407e-06,0.0
1947,1.0454603476262037e-06,0.0
1948,1.7547226391911863e-06,0.0
1949,7.686717733434989e-07,9.817008317369869e-10
1950,1.2305113692434588e-06,0.0
1951,1.2260612010095429e-06,1.0661401761424827e-09
1952,1.5237241939303203e-06,0.0
1953,1.0978530511351892e-06,0.0
1954,9.479360176811724e-07,0.0
1955,1.3393262321415023e-06,0.0
1956,1.1415974157102937e-06,0.0
1957,1.036349909000478e-06,0.0
1958,9.959781088753061e-07,0.0
1959,9.192387171452765e-07,0.0
1960,9.44693745452696e-07,2.7683333403416555e-09
1961,9.247999948058805e-07,0.0
1962,8.885081150822316e-07,1.2683912808952869e-09
1963,8.418801282772392e-07,1.939815863494232e-09
1964,9.071197020205091e-07,6.083968329129164e-10
1965,7.852382086781518e-07,5.472043373977442e-10
1966,9.355497319063488e-07,2.215629901769489e-09
1967,9.998720891246649e-07,2.9582014060558492e-09
1968,8.906477795278533e-07,4.4914158503495116e-10
1969,9.22885160292708e-07,0.0
1970,7.827030170659555e-07,1.3796175313274261e-09
1971,8.015899979341157e-07,0.0
1972,7.808083388738396e-07,0.0
1973,8.093383261353893e-07,0.0
1974,8.337097305854968e-07,1.6876715580593782e-09
1975,7.864708422289368e-07,0.0
1976,7.570422937419607e-07,5.713526873840635e-10
1977,7.193181126297077e-07,1.7630346071939584e-09
1978,7.835640154496559e-07,0.0
1979,8.134243181245893e-07,5.851973350345929e-10
1980,8.402652653671794e-07,0.0
1981,8.204237982312179e-07,6.325549528618524e-10
1982,6.82204504443007e-07,6.207502289967692e-10
1983,7.887829909236643e-07,6.315316047889041e-10
1984,8.576733563359085e-07,5.799008495621649e-10
1985,8.054831965864651e-07,1.8046674155058895e-09
1986,7.696919048783002e-07,0.0
1987,6.954109803558595e-07,1.2221633705067347e-09
1988,8.359195895479843e-07,1.798966087207532e-09
1989,6.87112919450783e-07,2.1952488715726304e-09
1990,7.333883935700669e-07,0.0
1991,7.016173952933968e-07,4.103025752488776e-09
1992,7.642292434439923e-07,0.0
1993,7.029254032175913e-07,1.661762283333701e-09
1994,7.696117982902706e-07,5.274926606624319e-10
1995,6.68045933238659e-07,1.0844901643380922e-09
1996,8.263366737537581e-07,5.338092190498855e-10
1997,7.08205906363446e-07,1.438468344439059e-09
1998,6.465583464176916e-07,9.536258449571733e-10
1999,8.326906311140192e-07,2.2851005809787495e-09
2000,7.196973363932102e-07,1.3254094488601709e-09
2001,7.066894731622142e-07,0.0
2002,8.219171423462512e-07,4.38122149670761e-10
2003,7.762977567438156e-07,4.1669229178253886e-10
2004,8.18410239133982e-07,3.9643119897903034e-09
2005,8.791319210388338e-07,9.007499190971657e-10
2006,9.314667117621411e-07,8.235779835885637e-10
2007,9.670634817382506e-07,1.1983438408247338e-09
2008,1.0136963517481945e-06,8.514879357157668e-10
2009,9.994131247026417e-07,0.0
2010,1.1748073021067285e-06,0.0
2011,1.6125689654700182e-06,3.82397197240536e-10
2012,1.6299561913513116e-06,3.404252713057332e-10
2013,1.4308211149227645e-06,8.367375126105969e-10
2014,1.4720696199788108e-06,0.0
2015,1.6010324372928153e-06,0.0
2016,1.382412335715344e-06,8.285360175719347e-10
2017,1.368744165120006e-06,0.0
2018,1.5349400968034388e-06,0.0
2019,1.4487059374346245e-06,2.55098775436835e-10
