year,rien_PRON ôter_VERB,rien_PRON oter_VERB
1872,2.0621426699563017e-07,1.2094678591978436e-09
1873,2.0951016210801754e-07,4.1902031844287535e-09
1874,1.9178494881089136e-07,0.0
1875,2.1455726084695925e-07,1.716458086775674e-09
1876,1.6626540855213534e-07,1.813804439976252e-09
1877,1.5090951421825594e-07,4.9478527941460015e-09
1878,1.6063975749602832e-07,3.6234532041490297e-09
1879,2.437620878481539e-07,5.498392852132383e-09
1880,1.8419218861254194e-07,8.343200130767059e-09
1881,1.7222093617874634e-07,2.7890030285249168e-09
1882,1.7170893329421233e-07,4.6587693702804245e-09
1883,1.529279956002938e-07,3.159669414998234e-09
1884,1.425966615897778e-07,3.9610181801208455e-09
1885,1.2246707115082245e-07,6.445635691854079e-09
1886,1.5875521341968124e-07,3.872078324640427e-09
1887,1.233966742120174e-07,1.9586774424595887e-09
1888,1.0271795503058456e-07,1.9021844099853524e-09
1889,8.70854037771096e-08,6.265136742733546e-10
1890,1.3043229785125732e-07,1.3108772956016423e-09
1891,1.0389978655211962e-07,1.9122659011827636e-09
1892,1.0656471260972467e-07,1.2537024751679837e-09
1893,1.0284555429507236e-07,1.2316833108982905e-09
1894,9.074216222870746e-08,3.150769645188234e-09
1895,1.0111272530366477e-07,4.213030146971164e-09
1896,9.730097616511557e-08,1.179405795248556e-09
1897,6.933789364893528e-08,5.826713556089658e-10
1898,6.790025963709923e-08,1.13167097914868e-09
1899,1.006019232363542e-07,1.6582735185011188e-09
1900,8.201863721524205e-08,2.07642125715779e-09
1901,7.768347387582253e-08,4.470991132876634e-09
1902,7.905556742571207e-08,1.4730851538580225e-09
1903,6.912281946824805e-08,2.1600881083827517e-09
1904,7.201997931360893e-08,1.0749250378694342e-09
1905,6.296126286997605e-08,1.0321518084666081e-09
1906,7.459067319359747e-08,1.5432553568395235e-09
1907,4.988558188756542e-08,5.142843373384665e-10
1908,7.072399910157401e-08,1.4734167219643268e-09
1909,5.5009834909469646e-08,0.0
1910,6.947395547740598e-08,1.068830135508847e-09
1911,6.384448880680793e-08,5.320374141248863e-10
1912,6.928529927563432e-08,1.0418842455450772e-09
1913,7.901454779357664e-08,3.181793939432964e-09
1914,8.772734361173207e-08,5.3573948055607445e-09
1915,6.361611326610728e-08,3.534228465440492e-09
1916,7.031975712834537e-08,0.0
1917,5.812205117194935e-08,2.1932848870420685e-09
1918,4.824278221349232e-08,1.1486376294556067e-09
1919,6.721729306491397e-08,1.8415696745321952e-09
1920,6.739286106949294e-08,0.0
1921,5.755288157160976e-08,0.0
1922,4.795657915224183e-08,0.0
1923,9.235874642854469e-08,2.1231896241147297e-09
1924,7.60605871619191e-08,0.0
1925,7.478760721824074e-08,0.0
1926,9.697140512798796e-08,6.687683296036084e-09
1927,6.355057990958812e-08,1.1149224876660924e-09
1928,4.4561559775502246e-08,1.1426041224282812e-09
1929,4.233354289340241e-08,2.2280812750352652e-09
1930,7.772666776872938e-08,0.0
1931,5.7026781519198266e-08,0.0
1932,7.890866271509367e-08,0.0
1933,5.850037609889114e-08,0.0
1934,5.511526879331541e-08,1.1981580172459871e-09
1935,4.906996409204112e-08,0.0
1936,4.122403041151301e-08,1.2124714565686645e-09
1937,4.910535977842301e-08,1.2591118148108649e-09
1938,4.926781471681352e-08,0.0
1939,3.364691281149135e-08,1.5294050470515685e-09
1940,4.057252667166722e-08,0.0
1941,6.788455664263893e-08,0.0
1942,5.76500234217292e-08,3.034211770724937e-09
1943,6.096794180621146e-08,2.9032352077962287e-09
1944,8.032965581605822e-08,0.0
1945,5.010559434026618e-08,0.0
1946,4.1763314584386535e-08,0.0
1947,6.437270627657199e-08,0.0
1948,7.610321262063735e-08,0.0
1949,4.712163814701853e-08,0.0
1950,5.424034199563721e-08,0.0
1951,6.716683031982029e-08,1.0661401761424827e-09
1952,4.007025466989944e-08,1.0544803918932644e-09
1953,4.955960619668076e-08,0.0
1954,5.668070812703263e-08,9.772536113672459e-10
1955,3.566530892840092e-08,0.0
1956,3.0523995775411095e-08,8.72114158667614e-10
1957,3.6223653410161205e-08,0.0
1958,4.7979010986409776e-08,2.4816730892496253e-09
1959,2.7902691712711203e-08,0.0
1960,4.982999968206059e-08,6.920833350854139e-10
1961,4.655266749864495e-08,0.0
1962,4.312530421657357e-08,0.0
1963,6.918676831446646e-08,0.0
1964,7.361601461752798e-08,6.083968329129164e-10
1965,7.332538132232003e-08,4.3776345326485e-09
1966,6.868452828712179e-08,5.539074754423723e-10
1967,7.888537112421545e-08,2.465167847631733e-09
1968,9.746372597874142e-08,4.4914158503495116e-10
1969,7.221395037504408e-08,0.0
1970,8.369679704856026e-08,4.5987250119061684e-10
1971,7.758980302696727e-08,1.541519245584766e-09
1972,8.413440610866019e-08,2.5650733759263744e-09
1973,7.497957454916104e-08,1.102640756478479e-09
1974,3.600365872102884e-08,5.625571675160757e-10
1975,5.02610255637137e-08,0.0
1976,4.513686135965145e-08,5.713526873840635e-10
1977,3.702372453062708e-08,5.876781838942691e-10
1978,6.237620908677854e-08,1.7821774056514528e-09
1979,4.7400984470868934e-08,2.3407893401383717e-09
1980,4.7186752283323585e-08,2.2740602734216964e-09
1981,2.9730083284107423e-08,0.0
1982,3.289976291398489e-08,6.207502289967692e-10
1983,3.726036368334462e-08,0.0
1984,4.059305780401701e-08,2.319603453759811e-09
1985,3.2484013701150616e-08,1.8046674155058895e-09
1986,3.416856841909066e-08,1.1988970927134801e-09
1987,3.422057304192094e-08,1.2221633705067347e-09
1988,3.597932263232906e-08,5.996553809062277e-10
1989,4.170972900396919e-08,1.0976244357863152e-09
1990,3.2691904294779306e-08,3.2691906959314565e-09
1991,4.278869525364826e-08,1.1722930404189924e-09
1992,5.67524232053529e-08,0.0
1993,4.154405530698568e-08,5.539207426075166e-10
1994,3.6924486579437144e-08,0.0
1995,4.663307606733724e-08,1.626735190995987e-09
1996,5.017806614660003e-08,0.0
1997,4.075660342550691e-08,1.917957792585412e-09
1998,4.052909829965756e-08,9.536258449571733e-10
1999,5.1643272769297255e-08,9.140402323914998e-10
2000,3.401884285381129e-08,3.5344251969604557e-09
2001,3.9430904763548824e-08,8.762423564512289e-10
2002,4.4250338504525644e-08,4.38122149670761e-10
2003,4.125253738607171e-08,0.0
2004,3.964312256243829e-08,3.0833537945085254e-09
2005,3.467887310648621e-08,4.5037495954858286e-10
2006,4.6943945619659644e-08,4.1178899179428186e-10
2007,3.914589896680809e-08,3.994479469415779e-10
2008,3.405951787271988e-08,0.0
2009,4.482101090275137e-08,9.53638501499654e-10
2010,2.8815136943194375e-08,4.723793023408973e-10
2011,3.47981448101109e-08,7.64794394481072e-10
2012,3.336167608836149e-08,0.0
2013,3.430623962685786e-08,0.0
2014,3.2265134564113396e-08,0.0
2015,5.031626315599169e-08,0.0
2016,6.02759939738462e-08,0.0
2017,3.018733707449428e-08,0.0
2018,4.001273268272598e-08,0.0
2019,4.61728788536675e-08,2.55098775436835e-10
