year,pas_ADV ôté_VERB,pas_ADV oté_VERB,pas_ADV coté_VERB
1888,5.326116436776829e-08,1.268122939990235e-09,1.521747527988282e-08
1889,6.515742256851809e-08,1.2530273485467092e-09,1.3156786771162388e-08
1890,4.9813337454907014e-08,2.6217545912032847e-09,1.0487018364813139e-08
1891,5.5455714687013824e-08,2.5496880162734215e-09,2.2309770031370135e-08
1892,5.4536059224119526e-08,4.387958441043338e-09,9.402768341715273e-09
1893,3.510297474917934e-08,6.158416554491453e-10,5.542574843531156e-09
1894,4.4740929183717526e-08,1.8904617871129403e-09,2.3315696040526745e-08
1895,3.7315409429083957e-08,3.611168697403855e-09,1.444467478961542e-08
1896,4.1868904787634165e-08,2.948514543632541e-09,1.47425724961181e-08
1897,3.26295968022805e-08,2.330685422435863e-09,1.1653426668090106e-08
1898,2.998928039232851e-08,1.13167097914868e-09,1.9804241802034994e-08
1899,4.477338677588705e-08,3.3165470370022376e-09,2.3215829259015663e-08
1900,2.9589003247565415e-08,1.038210628578895e-09,2.4397950326715545e-08
1901,2.9061443029831935e-08,5.588738916095792e-10,2.4031576728589243e-08
1902,4.517461249520238e-08,1.9641135384773634e-09,1.4730851205513318e-08
1903,2.970121215639665e-08,5.400220270956879e-10,1.7280704867062013e-08
1904,3.6009989656804464e-08,1.0749250378694342e-09,1.3436562973367927e-08
1905,2.0126959654476195e-08,2.0643036724443675e-09,6.192911072844254e-09
1906,4.423998589686562e-08,5.144184522798412e-10,2.4692084821253957e-08
1907,3.9085609415678846e-08,2.0571372938427146e-09,9.257117739025489e-09
1908,4.0273391732625896e-08,1.964555629285769e-09,2.0136695866312948e-08
1909,4.8958753495753626e-08,2.200393367512987e-09,1.0451868703853506e-08
1910,4.542528131423751e-08,1.6032452032632705e-09,1.068830179917768e-08
1911,3.458243114096149e-08,4.25629931299909e-09,1.9685383989553884e-08
1912,3.229841283314272e-08,5.209421227725386e-10,2.1879568379290504e-08
1913,3.712092677687906e-08,1.5908969142053309e-09,1.2727175757731857e-08
1914,4.620753202289052e-08,0.0,2.5447626228469744e-08
1915,2.709575319670421e-08,1.1780761921542648e-09,4.476689596799588e-08
1916,7.1418504887788e-08,4.394984820521586e-09,2.307367097387214e-08
1917,4.276905585243185e-08,2.1932848870420685e-09,2.0836205649743533e-08
1918,4.2499593178035866e-08,0.0,2.8715941624568586e-08
1919,2.6702760891339494e-08,1.8415696745321952e-09,1.2890987832747669e-08
1920,3.7861159540852896e-08,2.2716695191604686e-09,1.741613253614105e-08
1921,4.998013380941302e-08,7.572747429129834e-10,2.196096815509918e-08
1922,5.2383342108441866e-08,2.951174193910333e-09,4.795657915224183e-08
1923,3.927900849021171e-08,1.0615948120573648e-09,4.458698299458774e-08
1924,3.480738541838946e-08,2.578324886925998e-09,2.9650736976805092e-08
1925,3.959344141435395e-08,0.0,1.6497267552040284e-08
1926,4.7928395474627905e-08,1.1146138456652466e-09,2.0063049888108253e-08
1927,8.027441822378023e-08,1.1149224876660924e-09,1.5608915049369898e-08
1928,4.6846768242403414e-08,0.0,2.0566874425753667e-08
1929,3.8991423423340166e-08,0.0,2.4508894469477127e-08
1930,5.566909777598994e-08,2.100720708497761e-09,2.941009036305786e-08
1931,5.018356930008849e-08,0.0,3.193499864551086e-08
1932,5.150982218538047e-08,1.0959536611565568e-09,2.082311922890767e-08
1933,3.670611903316967e-08,0.0,2.2941325283909464e-08
1934,2.3963160344919743e-08,2.3963160344919743e-09,2.036868629318178e-08
1935,6.223507398317452e-08,0.0,7.180970484910176e-09
1936,3.758661648589623e-08,1.2124714565686645e-09,1.091224355320719e-08
1937,3.777335422228134e-08,1.2591118148108649e-09,1.3850230295986421e-08
1938,3.8895642262559704e-08,0.0,7.779128452511941e-09
1939,5.047036566452334e-08,3.058810094103137e-09,1.8352860564618823e-08
1940,4.3108308034334186e-08,0.0,1.7750480196809804e-08
1941,5.312704587367989e-08,2.9515025978810172e-09,2.3612020783048138e-08
1942,5.461581054078124e-08,0.0,2.730790527039062e-08
1943,7.548411673496958e-08,0.0,2.322588166236983e-08
1944,6.42637232317611e-08,0.0,3.2131861615880553e-09
1945,3.703456741277478e-08,0.0,1.089252066321933e-08
1946,5.568441707737293e-08,0.0,6.960552134671616e-09
1947,5.602809238780537e-08,0.0,1.3112957830685446e-08
1948,5.6533817627268945e-08,2.174377566888097e-09,1.522064252412747e-08
1949,4.0249734212238764e-08,0.0,7.853606653895895e-09
1950,4.2541444145172136e-08,0.0,6.381216888229346e-09
1951,4.584402901741669e-08,0.0,7.462981344019681e-09
1952,5.799642011083961e-08,0.0,1.8980646387944944e-08
1953,4.740483916521043e-08,1.0773827385790469e-09,1.2928593307037772e-08
1954,6.352148318455875e-08,4.886268278880834e-09,1.172704333640695e-08
1955,3.9419553843345057e-08,0.0,8.447047505910632e-09
1956,5.4943193106282706e-08,3.488456634670456e-09,1.1337483840634377e-08
1957,5.1243219445495924e-08,0.0,1.0602045463770082e-08
1958,5.707848060865217e-08,8.272243445794913e-10,1.2408365002158916e-08
1959,4.650448559573306e-08,1.5501495642666896e-09,4.650448914844674e-09
1960,4.567749911643659e-08,2.7683333403416555e-09,3.460416619915918e-09
1961,7.156604198144123e-08,0.0,9.72742331128984e-09
1962,5.834600003140622e-08,1.2683912808952869e-09,1.2683912586908264e-08
1963,6.53071410283701e-08,0.0,2.0044765847160306e-08
1964,7.604960217122425e-08,6.083968329129164e-10,1.0951143103454797e-08
1965,5.034279837445865e-08,0.0,7.1136563306595235e-09
1966,5.9822006903687e-08,0.0,1.3293779410616935e-08
1967,4.289391952738697e-08,4.930335584241163e-10,7.395503320850594e-09
1968,4.8058151236318736e-08,8.982831700699023e-10,3.5931326802796093e-09
1969,4.7688455850902756e-08,4.5417578031781147e-10,1.6350327314285096e-08
1970,4.598724956395017e-08,4.5987250119061684e-10,1.6555409487750694e-08
1971,5.652237078379585e-08,1.0276794970565106e-09,1.7470551227916076e-08
1972,4.6171322765076184e-08,0.0,1.0773308467548759e-08
1973,3.528450420731133e-08,5.513203782392395e-10,1.1026407342740185e-08
1974,2.981553137715309e-08,0.0,6.750686232237513e-09
1975,4.226495420311949e-08,2.2845920710778955e-09,1.1994108817248161e-08
1976,3.428116102099921e-08,5.713526873840635e-10,1.428381679602353e-08
1977,4.58388988988645e-08,5.876781838942691e-10,1.2928920156696222e-08
1978,4.099008066305032e-08,1.1881182704343018e-09,1.1881182260253809e-08
1979,5.734933949952392e-08,2.925986564150662e-09,1.1118749476679568e-08
1980,3.979605622816962e-08,0.0,1.0233271119375331e-08
1981,4.99718417756867e-08,0.0,1.0120879245789638e-08
1982,5.338451813940992e-08,1.2415004579935385e-09,8.069752865935698e-09
1983,4.736487113632393e-08,0.0,8.841442245000053e-09
1984,3.653375202361531e-08,5.799008495621649e-10,1.739702604197646e-08
1985,4.511668549866954e-08,2.4062232206745193e-09,7.820225356169885e-09
1986,5.2152024920815165e-08,0.0,1.3187867686781374e-08
1987,3.972030881982391e-08,6.110816852533674e-10,1.3443797186596385e-08
1988,4.257553243292023e-08,0.0,2.4585871116755698e-08
1989,4.9941910162942804e-08,1.0976244357863152e-09,1.2622680678475717e-08
1990,4.304434142454738e-08,1.089730194969718e-09,9.80757164370516e-09
1991,4.4547135757966316e-08,1.1722930404189924e-09,8.7921980806982e-09
1992,4.0773585396891576e-08,5.509944167592096e-10,4.958949695321735e-09
1993,4.5421501226883265e-08,1.1078414852150331e-09,5.539207315052863e-09
1994,4.589186275438806e-08,5.274926606624319e-10,3.6924485691258724e-09
1995,4.0668382439434936e-08,5.422450821690461e-10,9.760411145975922e-09
1996,5.97866289808735e-08,1.067618438099771e-09,1.6548085568501847e-08
1997,5.178485906753849e-08,4.79489448146353e-10,1.7261619689179497e-08
1998,4.5297227302398824e-08,0.0,1.0966696883940585e-08
1999,4.707307255102933e-08,0.0,1.0511462811280126e-08
2000,4.9923755796044134e-08,1.7672125984802278e-09,1.192868470667463e-08
2001,5.695575211461801e-08,0.0,1.270551397425379e-08
2002,4.8631559224077137e-08,0.0,1.62105191492401e-08
2003,4.5419458416517955e-08,4.1669229178253886e-10,1.2084076850271686e-08
2004,5.109557932314601e-08,0.0,1.2333415178034102e-08
2005,4.909087181204086e-08,0.0,7.205999352777326e-09
2006,5.68268809786332e-08,8.235779835885637e-10,1.317724773741702e-08
2007,5.152878657099791e-08,0.0,6.391167151065247e-09
2008,5.875266850807748e-08,1.2772318758180745e-09,1.4901038625225738e-08
2009,5.48342136141855e-08,4.76819250749827e-10,1.0013204487790972e-08
2010,9.353109930998471e-08,4.723793023408973e-10,1.0864724231396394e-08
2011,9.559929736724371e-08,3.82397197240536e-10,1.1471915861704929e-08
2012,1.1302118707590125e-07,0.0,1.3617010630184723e-08
2013,1.115650007932345e-07,0.0,1.1435412616833673e-08
2014,1.2754472322740185e-07,0.0,1.3642305063399363e-08
2015,1.3210789973072679e-07,0.0,1.2856137487915476e-08
2016,1.1392370424800902e-07,0.0,1.0149566520567532e-08
2017,9.936664469023526e-08,0.0,9.30776167251679e-09
2018,1.2649186942326196e-07,5.162933414126769e-10,8.776987137082415e-09
2019,1.14539346895981e-07,0.0,7.652963596171958e-09
